classifier_variant,benchmark,family,arm,pair_id,item_id,model,target_act,target_source,predicted_act,act_match,response_sha256
hybrid_svm,mathtutorbench_scaffolding,standard,generic,769,scaffolding-769,deepseek-v4-pro,probing,exact_human_lookup,focus,0,f5256a4f341d7ed4cb45640557d6fdbb261af0dd58fdcc5a6c0030e99d36bc2e
char_svm,mathtutorbench_scaffolding,standard,generic,770,scaffolding-770,deepseek-v4-pro,probing,exact_human_lookup,focus,0,7aa27cdca1c3e7ee1fc014b264754e3277a7f4aa5deba5344fb5563036bafef2
word_svm,mathtutorbench_scaffolding,standard,generic,770,scaffolding-770,deepseek-v4-pro,probing,exact_human_lookup,focus,0,7aa27cdca1c3e7ee1fc014b264754e3277a7f4aa5deba5344fb5563036bafef2
hybrid_svm,mathtutorbench_scaffolding,standard,generic,770,scaffolding-770,deepseek-v4-pro,probing,exact_human_lookup,focus,0,7aa27cdca1c3e7ee1fc014b264754e3277a7f4aa5deba5344fb5563036bafef2
char_svm,mathtutorbench_scaffolding,standard,generic,771,scaffolding-771,deepseek-v4-pro,probing,exact_human_lookup,probing,1,6b9c3bb32a2afb511a755dacb6c97925629adc62a44bcf21917d1edf745cc2a2
word_svm,mathtutorbench_scaffolding,standard,generic,771,scaffolding-771,deepseek-v4-pro,probing,exact_human_lookup,focus,0,6b9c3bb32a2afb511a755dacb6c97925629adc62a44bcf21917d1edf745cc2a2
hybrid_svm,mathtutorbench_scaffolding,standard,generic,771,scaffolding-771,deepseek-v4-pro,probing,exact_human_lookup,focus,0,6b9c3bb32a2afb511a755dacb6c97925629adc62a44bcf21917d1edf745cc2a2
char_svm,mathtutorbench_scaffolding,standard,generic,773,scaffolding-773,deepseek-v4-pro,probing,exact_human_lookup,focus,0,58bca659e645817a233b8e600f0402ec7ecae8d11d50f8253d04b56a60bf1e2a
word_svm,mathtutorbench_scaffolding,standard,generic,773,scaffolding-773,deepseek-v4-pro,probing,exact_human_lookup,focus,0,58bca659e645817a233b8e600f0402ec7ecae8d11d50f8253d04b56a60bf1e2a
hybrid_svm,mathtutorbench_scaffolding,standard,generic,773,scaffolding-773,deepseek-v4-pro,probing,exact_human_lookup,focus,0,58bca659e645817a233b8e600f0402ec7ecae8d11d50f8253d04b56a60bf1e2a
char_svm,mathtutorbench_scaffolding,standard,generic,772,scaffolding-772,deepseek-v4-pro,generic,exact_human_lookup,probing,0,82aade60d798bdcfc101feb88c9a97796b6afc927daea9ebcee4da37d5543189
word_svm,mathtutorbench_scaffolding,standard,generic,772,scaffolding-772,deepseek-v4-pro,generic,exact_human_lookup,probing,0,82aade60d798bdcfc101feb88c9a97796b6afc927daea9ebcee4da37d5543189
hybrid_svm,mathtutorbench_scaffolding,standard,generic,772,scaffolding-772,deepseek-v4-pro,generic,exact_human_lookup,probing,0,82aade60d798bdcfc101feb88c9a97796b6afc927daea9ebcee4da37d5543189
char_svm,mathtutorbench_scaffolding,standard,generic,775,scaffolding-775,deepseek-v4-pro,generic,exact_human_lookup,telling,0,ad7f3538dcf159b51d08907baad4f47a9b410773cd48caae3199e976519f8085
word_svm,mathtutorbench_scaffolding,standard,generic,775,scaffolding-775,deepseek-v4-pro,generic,exact_human_lookup,probing,0,ad7f3538dcf159b51d08907baad4f47a9b410773cd48caae3199e976519f8085
hybrid_svm,mathtutorbench_scaffolding,standard,generic,775,scaffolding-775,deepseek-v4-pro,generic,exact_human_lookup,telling,0,ad7f3538dcf159b51d08907baad4f47a9b410773cd48caae3199e976519f8085
char_svm,mathtutorbench_scaffolding,standard,generic,776,scaffolding-776,deepseek-v4-pro,focus,exact_human_lookup,probing,0,cc67fcd8e38e69fca6686c0a7465b7e1b5b81143d1f6c7e759294a59106d5faa
word_svm,mathtutorbench_scaffolding,standard,generic,776,scaffolding-776,deepseek-v4-pro,focus,exact_human_lookup,probing,0,cc67fcd8e38e69fca6686c0a7465b7e1b5b81143d1f6c7e759294a59106d5faa
hybrid_svm,mathtutorbench_scaffolding,standard,generic,776,scaffolding-776,deepseek-v4-pro,focus,exact_human_lookup,probing,0,cc67fcd8e38e69fca6686c0a7465b7e1b5b81143d1f6c7e759294a59106d5faa
char_svm,mathtutorbench_scaffolding,standard,generic,774,scaffolding-774,deepseek-v4-pro,probing,exact_human_lookup,focus,0,612084c13a9cd0837a54b7f1ed8f342dd99cd098d801d87ff55d8226244afd6e
word_svm,mathtutorbench_scaffolding,standard,generic,774,scaffolding-774,deepseek-v4-pro,probing,exact_human_lookup,focus,0,612084c13a9cd0837a54b7f1ed8f342dd99cd098d801d87ff55d8226244afd6e
hybrid_svm,mathtutorbench_scaffolding,standard,generic,774,scaffolding-774,deepseek-v4-pro,probing,exact_human_lookup,focus,0,612084c13a9cd0837a54b7f1ed8f342dd99cd098d801d87ff55d8226244afd6e
char_svm,mathtutorbench_scaffolding,standard,generic,778,scaffolding-778,deepseek-v4-pro,probing,exact_human_lookup,focus,0,5e820a5fd28772c850b6a052923e739ef026771cd41872f7a2bb9d719ada7bee
word_svm,mathtutorbench_scaffolding,standard,generic,778,scaffolding-778,deepseek-v4-pro,probing,exact_human_lookup,focus,0,5e820a5fd28772c850b6a052923e739ef026771cd41872f7a2bb9d719ada7bee
hybrid_svm,mathtutorbench_scaffolding,standard,generic,778,scaffolding-778,deepseek-v4-pro,probing,exact_human_lookup,focus,0,5e820a5fd28772c850b6a052923e739ef026771cd41872f7a2bb9d719ada7bee
char_svm,mathtutorbench_scaffolding,standard,generic,779,scaffolding-779,deepseek-v4-pro,probing,exact_human_lookup,probing,1,055c22b729c9e2d2fc5bf70423c8c2e6eae9d77c448a0cbce6d6225ac4d70422
word_svm,mathtutorbench_scaffolding,standard,generic,779,scaffolding-779,deepseek-v4-pro,probing,exact_human_lookup,probing,1,055c22b729c9e2d2fc5bf70423c8c2e6eae9d77c448a0cbce6d6225ac4d70422
hybrid_svm,mathtutorbench_scaffolding,standard,generic,779,scaffolding-779,deepseek-v4-pro,probing,exact_human_lookup,probing,1,055c22b729c9e2d2fc5bf70423c8c2e6eae9d77c448a0cbce6d6225ac4d70422
char_svm,mathtutorbench_scaffolding,standard,generic,777,scaffolding-777,deepseek-v4-pro,probing,exact_human_lookup,telling,0,1beaebc90e9bf40ad379d90f3a18acb4e3e52d8e32093aaeba681d4d50b02936
word_svm,mathtutorbench_scaffolding,standard,generic,777,scaffolding-777,deepseek-v4-pro,probing,exact_human_lookup,focus,0,1beaebc90e9bf40ad379d90f3a18acb4e3e52d8e32093aaeba681d4d50b02936
hybrid_svm,mathtutorbench_scaffolding,standard,generic,777,scaffolding-777,deepseek-v4-pro,probing,exact_human_lookup,focus,0,1beaebc90e9bf40ad379d90f3a18acb4e3e52d8e32093aaeba681d4d50b02936
char_svm,mathtutorbench_scaffolding,standard,generic,780,scaffolding-780,deepseek-v4-pro,probing,exact_human_lookup,focus,0,be1150493cff49df6cc0c68497829753bd62ebb5eb036c5ba2e464aae0068ea9
word_svm,mathtutorbench_scaffolding,standard,generic,780,scaffolding-780,deepseek-v4-pro,probing,exact_human_lookup,focus,0,be1150493cff49df6cc0c68497829753bd62ebb5eb036c5ba2e464aae0068ea9
hybrid_svm,mathtutorbench_scaffolding,standard,generic,780,scaffolding-780,deepseek-v4-pro,probing,exact_human_lookup,focus,0,be1150493cff49df6cc0c68497829753bd62ebb5eb036c5ba2e464aae0068ea9
char_svm,mathtutorbench_scaffolding,standard,generic,782,scaffolding-782,deepseek-v4-pro,probing,exact_human_lookup,focus,0,a63c00f514700b8b56e2604851fd1e4400ce2f52146569cd9b7f3938bc980d1e
word_svm,mathtutorbench_scaffolding,standard,generic,782,scaffolding-782,deepseek-v4-pro,probing,exact_human_lookup,focus,0,a63c00f514700b8b56e2604851fd1e4400ce2f52146569cd9b7f3938bc980d1e
hybrid_svm,mathtutorbench_scaffolding,standard,generic,782,scaffolding-782,deepseek-v4-pro,probing,exact_human_lookup,focus,0,a63c00f514700b8b56e2604851fd1e4400ce2f52146569cd9b7f3938bc980d1e
char_svm,mathtutorbench_scaffolding,standard,generic,781,scaffolding-781,deepseek-v4-pro,probing,exact_human_lookup,focus,0,59d6e47b25dd973ce18c6f09d9f6b2d1435956bdcaeb92f899a8e297aa6057f5
word_svm,mathtutorbench_scaffolding,standard,generic,781,scaffolding-781,deepseek-v4-pro,probing,exact_human_lookup,focus,0,59d6e47b25dd973ce18c6f09d9f6b2d1435956bdcaeb92f899a8e297aa6057f5
hybrid_svm,mathtutorbench_scaffolding,standard,generic,781,scaffolding-781,deepseek-v4-pro,probing,exact_human_lookup,focus,0,59d6e47b25dd973ce18c6f09d9f6b2d1435956bdcaeb92f899a8e297aa6057f5
char_svm,mathtutorbench_scaffolding,standard,generic,783,scaffolding-783,deepseek-v4-pro,probing,exact_human_lookup,focus,0,210c8c87fec5f28a7b6221e1d390170e2586461d4dde91b05ba8c2e113f8eb3d
word_svm,mathtutorbench_scaffolding,standard,generic,783,scaffolding-783,deepseek-v4-pro,probing,exact_human_lookup,focus,0,210c8c87fec5f28a7b6221e1d390170e2586461d4dde91b05ba8c2e113f8eb3d
hybrid_svm,mathtutorbench_scaffolding,standard,generic,783,scaffolding-783,deepseek-v4-pro,probing,exact_human_lookup,focus,0,210c8c87fec5f28a7b6221e1d390170e2586461d4dde91b05ba8c2e113f8eb3d
char_svm,mathtutorbench_scaffolding,standard,generic,785,scaffolding-785,deepseek-v4-pro,focus,exact_human_lookup,probing,0,0a10723cd2f0778832cb3e24cab047cc048dc24adea6ebbcecd82f0e0e7950e3
word_svm,mathtutorbench_scaffolding,standard,generic,785,scaffolding-785,deepseek-v4-pro,focus,exact_human_lookup,focus,1,0a10723cd2f0778832cb3e24cab047cc048dc24adea6ebbcecd82f0e0e7950e3
hybrid_svm,mathtutorbench_scaffolding,standard,generic,785,scaffolding-785,deepseek-v4-pro,focus,exact_human_lookup,focus,1,0a10723cd2f0778832cb3e24cab047cc048dc24adea6ebbcecd82f0e0e7950e3
char_svm,mathtutorbench_scaffolding,standard,generic,784,scaffolding-784,deepseek-v4-pro,focus,exact_human_lookup,probing,0,a783f146357f85b5b9467b100e51078b355cec13f5107d38ad8dd61d8293a666
word_svm,mathtutorbench_scaffolding,standard,generic,784,scaffolding-784,deepseek-v4-pro,focus,exact_human_lookup,probing,0,a783f146357f85b5b9467b100e51078b355cec13f5107d38ad8dd61d8293a666
hybrid_svm,mathtutorbench_scaffolding,standard,generic,784,scaffolding-784,deepseek-v4-pro,focus,exact_human_lookup,probing,0,a783f146357f85b5b9467b100e51078b355cec13f5107d38ad8dd61d8293a666
char_svm,mathtutorbench_scaffolding,standard,generic,787,scaffolding-787,deepseek-v4-pro,probing,exact_human_lookup,focus,0,dad3d967806409a92f7236701646a6927fb87da8fb193523c8db0b6b334afc3d
word_svm,mathtutorbench_scaffolding,standard,generic,787,scaffolding-787,deepseek-v4-pro,probing,exact_human_lookup,focus,0,dad3d967806409a92f7236701646a6927fb87da8fb193523c8db0b6b334afc3d
hybrid_svm,mathtutorbench_scaffolding,standard,generic,787,scaffolding-787,deepseek-v4-pro,probing,exact_human_lookup,focus,0,dad3d967806409a92f7236701646a6927fb87da8fb193523c8db0b6b334afc3d
char_svm,mathtutorbench_scaffolding,standard,generic,786,scaffolding-786,deepseek-v4-pro,focus,exact_human_lookup,probing,0,b476f523ec18dc2d47b0aa3d6114c0b41d6cbd3743211f8644a8a42fdde3918f
word_svm,mathtutorbench_scaffolding,standard,generic,786,scaffolding-786,deepseek-v4-pro,focus,exact_human_lookup,focus,1,b476f523ec18dc2d47b0aa3d6114c0b41d6cbd3743211f8644a8a42fdde3918f
hybrid_svm,mathtutorbench_scaffolding,standard,generic,786,scaffolding-786,deepseek-v4-pro,focus,exact_human_lookup,probing,0,b476f523ec18dc2d47b0aa3d6114c0b41d6cbd3743211f8644a8a42fdde3918f
char_svm,mathtutorbench_scaffolding,standard,generic,788,scaffolding-788,deepseek-v4-pro,focus,exact_human_lookup,focus,1,7daf9043da53e289e0515564da7231787d007bfbc02b9b7eeb6aca46c6d20e70
word_svm,mathtutorbench_scaffolding,standard,generic,788,scaffolding-788,deepseek-v4-pro,focus,exact_human_lookup,probing,0,7daf9043da53e289e0515564da7231787d007bfbc02b9b7eeb6aca46c6d20e70
hybrid_svm,mathtutorbench_scaffolding,standard,generic,788,scaffolding-788,deepseek-v4-pro,focus,exact_human_lookup,probing,0,7daf9043da53e289e0515564da7231787d007bfbc02b9b7eeb6aca46c6d20e70
char_svm,mathtutorbench_scaffolding,standard,generic,790,scaffolding-790,deepseek-v4-pro,probing,exact_human_lookup,generic,0,c74b92e9b82cdff9a3f8a73176c4ea928d2eea269dc32e511c914eb094f5ef85
word_svm,mathtutorbench_scaffolding,standard,generic,790,scaffolding-790,deepseek-v4-pro,probing,exact_human_lookup,generic,0,c74b92e9b82cdff9a3f8a73176c4ea928d2eea269dc32e511c914eb094f5ef85
hybrid_svm,mathtutorbench_scaffolding,standard,generic,790,scaffolding-790,deepseek-v4-pro,probing,exact_human_lookup,generic,0,c74b92e9b82cdff9a3f8a73176c4ea928d2eea269dc32e511c914eb094f5ef85
char_svm,mathtutorbench_scaffolding,standard,generic,789,scaffolding-789,deepseek-v4-pro,focus,exact_human_lookup,telling,0,c12dbbfeb92e9e5818e7b8f24fca25366f5ca937573080a25d6ca6da5b0ccc0d
word_svm,mathtutorbench_scaffolding,standard,generic,789,scaffolding-789,deepseek-v4-pro,focus,exact_human_lookup,telling,0,c12dbbfeb92e9e5818e7b8f24fca25366f5ca937573080a25d6ca6da5b0ccc0d
hybrid_svm,mathtutorbench_scaffolding,standard,generic,789,scaffolding-789,deepseek-v4-pro,focus,exact_human_lookup,telling,0,c12dbbfeb92e9e5818e7b8f24fca25366f5ca937573080a25d6ca6da5b0ccc0d
char_svm,mathtutorbench_scaffolding,standard,generic,791,scaffolding-791,deepseek-v4-pro,generic,exact_human_lookup,focus,0,79d2bec48af7af811a18c570c7802ad6b186e6cb532d68d4dc000889c68f4cbc
word_svm,mathtutorbench_scaffolding,standard,generic,791,scaffolding-791,deepseek-v4-pro,generic,exact_human_lookup,focus,0,79d2bec48af7af811a18c570c7802ad6b186e6cb532d68d4dc000889c68f4cbc
hybrid_svm,mathtutorbench_scaffolding,standard,generic,791,scaffolding-791,deepseek-v4-pro,generic,exact_human_lookup,focus,0,79d2bec48af7af811a18c570c7802ad6b186e6cb532d68d4dc000889c68f4cbc
char_svm,mathtutorbench_scaffolding,standard,generic,792,scaffolding-792,deepseek-v4-pro,focus,exact_human_lookup,focus,1,0c36e6f80bbab09c0287467258f2a266cf8762168b1ebb235d67e32efea732b6
word_svm,mathtutorbench_scaffolding,standard,generic,792,scaffolding-792,deepseek-v4-pro,focus,exact_human_lookup,focus,1,0c36e6f80bbab09c0287467258f2a266cf8762168b1ebb235d67e32efea732b6
hybrid_svm,mathtutorbench_scaffolding,standard,generic,792,scaffolding-792,deepseek-v4-pro,focus,exact_human_lookup,focus,1,0c36e6f80bbab09c0287467258f2a266cf8762168b1ebb235d67e32efea732b6
char_svm,mathtutorbench_scaffolding,standard,generic,793,scaffolding-793,deepseek-v4-pro,telling,exact_human_lookup,telling,1,544858d819d7e5b6a7f578fdc5513d3671292653f9f985fdd3dfac4d548b2aa1
word_svm,mathtutorbench_scaffolding,standard,generic,793,scaffolding-793,deepseek-v4-pro,telling,exact_human_lookup,focus,0,544858d819d7e5b6a7f578fdc5513d3671292653f9f985fdd3dfac4d548b2aa1
hybrid_svm,mathtutorbench_scaffolding,standard,generic,793,scaffolding-793,deepseek-v4-pro,telling,exact_human_lookup,telling,1,544858d819d7e5b6a7f578fdc5513d3671292653f9f985fdd3dfac4d548b2aa1
char_svm,mathtutorbench_scaffolding,standard,generic,794,scaffolding-794,deepseek-v4-pro,probing,exact_human_lookup,focus,0,66e0341b2aebf23145c4b909d6bf5fce1bac8afbaf50dd7c1a3d9233c86d42e0
word_svm,mathtutorbench_scaffolding,standard,generic,794,scaffolding-794,deepseek-v4-pro,probing,exact_human_lookup,focus,0,66e0341b2aebf23145c4b909d6bf5fce1bac8afbaf50dd7c1a3d9233c86d42e0
hybrid_svm,mathtutorbench_scaffolding,standard,generic,794,scaffolding-794,deepseek-v4-pro,probing,exact_human_lookup,focus,0,66e0341b2aebf23145c4b909d6bf5fce1bac8afbaf50dd7c1a3d9233c86d42e0
char_svm,mathtutorbench_scaffolding,standard,generic,796,scaffolding-796,deepseek-v4-pro,probing,exact_human_lookup,probing,1,bd9967578e0ad77629321da94c42017b2858ff13c0300a1820067a3665564809
word_svm,mathtutorbench_scaffolding,standard,generic,796,scaffolding-796,deepseek-v4-pro,probing,exact_human_lookup,probing,1,bd9967578e0ad77629321da94c42017b2858ff13c0300a1820067a3665564809
hybrid_svm,mathtutorbench_scaffolding,standard,generic,796,scaffolding-796,deepseek-v4-pro,probing,exact_human_lookup,probing,1,bd9967578e0ad77629321da94c42017b2858ff13c0300a1820067a3665564809
char_svm,mathtutorbench_scaffolding,standard,generic,797,scaffolding-797,deepseek-v4-pro,probing,exact_human_lookup,probing,1,f0bb3b4c74a7ce3ae4655b169cff84b1923f93cfb820be1f67c579de01aa5e0f
word_svm,mathtutorbench_scaffolding,standard,generic,797,scaffolding-797,deepseek-v4-pro,probing,exact_human_lookup,probing,1,f0bb3b4c74a7ce3ae4655b169cff84b1923f93cfb820be1f67c579de01aa5e0f
hybrid_svm,mathtutorbench_scaffolding,standard,generic,797,scaffolding-797,deepseek-v4-pro,probing,exact_human_lookup,probing,1,f0bb3b4c74a7ce3ae4655b169cff84b1923f93cfb820be1f67c579de01aa5e0f
char_svm,mathtutorbench_scaffolding,standard,generic,799,scaffolding-799,deepseek-v4-pro,telling,exact_human_lookup,telling,1,bc0169c29553712f8438dc01d1b67bc7eb2227d7a83619e106878f02087f99ad
word_svm,mathtutorbench_scaffolding,standard,generic,799,scaffolding-799,deepseek-v4-pro,telling,exact_human_lookup,probing,0,bc0169c29553712f8438dc01d1b67bc7eb2227d7a83619e106878f02087f99ad
hybrid_svm,mathtutorbench_scaffolding,standard,generic,799,scaffolding-799,deepseek-v4-pro,telling,exact_human_lookup,telling,1,bc0169c29553712f8438dc01d1b67bc7eb2227d7a83619e106878f02087f99ad
char_svm,mathtutorbench_scaffolding,standard,generic,798,scaffolding-798,deepseek-v4-pro,focus,exact_human_lookup,telling,0,bd3e91b1815f78ecd9283a3fcbc5b3821d30e6d20336df72a11efd9a0c3e99f8
word_svm,mathtutorbench_scaffolding,standard,generic,798,scaffolding-798,deepseek-v4-pro,focus,exact_human_lookup,focus,1,bd3e91b1815f78ecd9283a3fcbc5b3821d30e6d20336df72a11efd9a0c3e99f8
hybrid_svm,mathtutorbench_scaffolding,standard,generic,798,scaffolding-798,deepseek-v4-pro,focus,exact_human_lookup,focus,1,bd3e91b1815f78ecd9283a3fcbc5b3821d30e6d20336df72a11efd9a0c3e99f8
char_svm,mathtutorbench_scaffolding,standard,generic,800,scaffolding-800,deepseek-v4-pro,telling,exact_human_lookup,focus,0,65adbbe82007bfcd06114888ac475e228496c32d5f2c3e6a017f0397d9d2da0a
word_svm,mathtutorbench_scaffolding,standard,generic,800,scaffolding-800,deepseek-v4-pro,telling,exact_human_lookup,focus,0,65adbbe82007bfcd06114888ac475e228496c32d5f2c3e6a017f0397d9d2da0a
hybrid_svm,mathtutorbench_scaffolding,standard,generic,800,scaffolding-800,deepseek-v4-pro,telling,exact_human_lookup,focus,0,65adbbe82007bfcd06114888ac475e228496c32d5f2c3e6a017f0397d9d2da0a
char_svm,mathtutorbench_scaffolding,standard,generic,801,scaffolding-801,deepseek-v4-pro,telling,exact_human_lookup,telling,1,456fc865ec629b65940e4768651881d06afb32c0a64cc0f3912a0d23144de501
word_svm,mathtutorbench_scaffolding,standard,generic,801,scaffolding-801,deepseek-v4-pro,telling,exact_human_lookup,telling,1,456fc865ec629b65940e4768651881d06afb32c0a64cc0f3912a0d23144de501
hybrid_svm,mathtutorbench_scaffolding,standard,generic,801,scaffolding-801,deepseek-v4-pro,telling,exact_human_lookup,telling,1,456fc865ec629b65940e4768651881d06afb32c0a64cc0f3912a0d23144de501
char_svm,mathtutorbench_scaffolding,standard,generic,803,scaffolding-803,deepseek-v4-pro,probing,exact_human_lookup,probing,1,81ea6cf68d2525ffe2bd0a6148915ea840223f8426c0adfe35ead78594968cad
word_svm,mathtutorbench_scaffolding,standard,generic,803,scaffolding-803,deepseek-v4-pro,probing,exact_human_lookup,probing,1,81ea6cf68d2525ffe2bd0a6148915ea840223f8426c0adfe35ead78594968cad
hybrid_svm,mathtutorbench_scaffolding,standard,generic,803,scaffolding-803,deepseek-v4-pro,probing,exact_human_lookup,probing,1,81ea6cf68d2525ffe2bd0a6148915ea840223f8426c0adfe35ead78594968cad
char_svm,mathtutorbench_scaffolding,standard,generic,802,scaffolding-802,deepseek-v4-pro,probing,exact_human_lookup,telling,0,0047846d2316854e5a6bc35b35a74cc86147937274b2348596af0a7396ce328e
word_svm,mathtutorbench_scaffolding,standard,generic,802,scaffolding-802,deepseek-v4-pro,probing,exact_human_lookup,focus,0,0047846d2316854e5a6bc35b35a74cc86147937274b2348596af0a7396ce328e
hybrid_svm,mathtutorbench_scaffolding,standard,generic,802,scaffolding-802,deepseek-v4-pro,probing,exact_human_lookup,focus,0,0047846d2316854e5a6bc35b35a74cc86147937274b2348596af0a7396ce328e
char_svm,mathtutorbench_scaffolding,standard,generic,805,scaffolding-805,deepseek-v4-pro,probing,exact_human_lookup,probing,1,f8837564cfd85520bfebd6d08ec7c18fd61d7d8a7b5f1e6c5f6fdce0e9e78b68
word_svm,mathtutorbench_scaffolding,standard,generic,805,scaffolding-805,deepseek-v4-pro,probing,exact_human_lookup,probing,1,f8837564cfd85520bfebd6d08ec7c18fd61d7d8a7b5f1e6c5f6fdce0e9e78b68
hybrid_svm,mathtutorbench_scaffolding,standard,generic,805,scaffolding-805,deepseek-v4-pro,probing,exact_human_lookup,probing,1,f8837564cfd85520bfebd6d08ec7c18fd61d7d8a7b5f1e6c5f6fdce0e9e78b68
char_svm,mathtutorbench_scaffolding,standard,generic,806,scaffolding-806,deepseek-v4-pro,generic,exact_human_lookup,telling,0,b0ca29a6a59723d396eb1e437fde69bc48b697c345aa5158aeb9e69da211861e
word_svm,mathtutorbench_scaffolding,standard,generic,806,scaffolding-806,deepseek-v4-pro,generic,exact_human_lookup,telling,0,b0ca29a6a59723d396eb1e437fde69bc48b697c345aa5158aeb9e69da211861e
hybrid_svm,mathtutorbench_scaffolding,standard,generic,806,scaffolding-806,deepseek-v4-pro,generic,exact_human_lookup,telling,0,b0ca29a6a59723d396eb1e437fde69bc48b697c345aa5158aeb9e69da211861e
char_svm,mathtutorbench_scaffolding,standard,generic,804,scaffolding-804,deepseek-v4-pro,probing,exact_human_lookup,focus,0,aa43ea62ec261b2f4be1625a2d2d2c2af93ca07294b1fdad3f265c9ff03b5a67
word_svm,mathtutorbench_scaffolding,standard,generic,804,scaffolding-804,deepseek-v4-pro,probing,exact_human_lookup,probing,1,aa43ea62ec261b2f4be1625a2d2d2c2af93ca07294b1fdad3f265c9ff03b5a67
hybrid_svm,mathtutorbench_scaffolding,standard,generic,804,scaffolding-804,deepseek-v4-pro,probing,exact_human_lookup,focus,0,aa43ea62ec261b2f4be1625a2d2d2c2af93ca07294b1fdad3f265c9ff03b5a67
char_svm,mathtutorbench_scaffolding,standard,generic,807,scaffolding-807,deepseek-v4-pro,probing,exact_human_lookup,probing,1,22ad0658feec34aa7966ab9a552eca55205408bb967c7c525eeabbdd0e40fe21
word_svm,mathtutorbench_scaffolding,standard,generic,807,scaffolding-807,deepseek-v4-pro,probing,exact_human_lookup,focus,0,22ad0658feec34aa7966ab9a552eca55205408bb967c7c525eeabbdd0e40fe21
hybrid_svm,mathtutorbench_scaffolding,standard,generic,807,scaffolding-807,deepseek-v4-pro,probing,exact_human_lookup,probing,1,22ad0658feec34aa7966ab9a552eca55205408bb967c7c525eeabbdd0e40fe21
char_svm,mathtutorbench_scaffolding,standard,generic,808,scaffolding-808,deepseek-v4-pro,probing,exact_human_lookup,focus,0,f6cf212ea020f97535d0186e4e852d1f59da64a2d463545f7da2418c6a18a224
word_svm,mathtutorbench_scaffolding,standard,generic,808,scaffolding-808,deepseek-v4-pro,probing,exact_human_lookup,focus,0,f6cf212ea020f97535d0186e4e852d1f59da64a2d463545f7da2418c6a18a224
hybrid_svm,mathtutorbench_scaffolding,standard,generic,808,scaffolding-808,deepseek-v4-pro,probing,exact_human_lookup,focus,0,f6cf212ea020f97535d0186e4e852d1f59da64a2d463545f7da2418c6a18a224
char_svm,mathtutorbench_scaffolding,standard,generic,810,scaffolding-810,deepseek-v4-pro,probing,exact_human_lookup,probing,1,10e40d9afa36dc59f8a9c30a10962456d5532c8c5d1500d8177155a44cb8826e
word_svm,mathtutorbench_scaffolding,standard,generic,810,scaffolding-810,deepseek-v4-pro,probing,exact_human_lookup,focus,0,10e40d9afa36dc59f8a9c30a10962456d5532c8c5d1500d8177155a44cb8826e
hybrid_svm,mathtutorbench_scaffolding,standard,generic,810,scaffolding-810,deepseek-v4-pro,probing,exact_human_lookup,probing,1,10e40d9afa36dc59f8a9c30a10962456d5532c8c5d1500d8177155a44cb8826e
char_svm,mathtutorbench_scaffolding,standard,generic,809,scaffolding-809,deepseek-v4-pro,probing,exact_human_lookup,focus,0,9b4d8bcf184b8ad75c6e3f4c67ec451e6f953dd169bfd40f11774818e1a43c8a
word_svm,mathtutorbench_scaffolding,standard,generic,809,scaffolding-809,deepseek-v4-pro,probing,exact_human_lookup,focus,0,9b4d8bcf184b8ad75c6e3f4c67ec451e6f953dd169bfd40f11774818e1a43c8a
hybrid_svm,mathtutorbench_scaffolding,standard,generic,809,scaffolding-809,deepseek-v4-pro,probing,exact_human_lookup,focus,0,9b4d8bcf184b8ad75c6e3f4c67ec451e6f953dd169bfd40f11774818e1a43c8a
char_svm,mathtutorbench_scaffolding,standard,generic,811,scaffolding-811,deepseek-v4-pro,probing,exact_human_lookup,telling,0,7785d095bea2bf27fde4fd4f1d96a08b37516d491ccef6c7b42b15fb7f84dcdc
word_svm,mathtutorbench_scaffolding,standard,generic,811,scaffolding-811,deepseek-v4-pro,probing,exact_human_lookup,telling,0,7785d095bea2bf27fde4fd4f1d96a08b37516d491ccef6c7b42b15fb7f84dcdc
hybrid_svm,mathtutorbench_scaffolding,standard,generic,811,scaffolding-811,deepseek-v4-pro,probing,exact_human_lookup,telling,0,7785d095bea2bf27fde4fd4f1d96a08b37516d491ccef6c7b42b15fb7f84dcdc
char_svm,mathtutorbench_scaffolding,standard,generic,812,scaffolding-812,deepseek-v4-pro,probing,exact_human_lookup,generic,0,527033238778bd00d9ac5250972a4e35809ef1e0cf9cf9846bce65f561db6bb9
word_svm,mathtutorbench_scaffolding,standard,generic,812,scaffolding-812,deepseek-v4-pro,probing,exact_human_lookup,generic,0,527033238778bd00d9ac5250972a4e35809ef1e0cf9cf9846bce65f561db6bb9
hybrid_svm,mathtutorbench_scaffolding,standard,generic,812,scaffolding-812,deepseek-v4-pro,probing,exact_human_lookup,generic,0,527033238778bd00d9ac5250972a4e35809ef1e0cf9cf9846bce65f561db6bb9
char_svm,mathtutorbench_scaffolding,standard,generic,814,scaffolding-814,deepseek-v4-pro,probing,exact_human_lookup,probing,1,ed2e07956731885f702bcb09e12f8665c7fcb4c9416d6ff25135a21ab6a30cb9
word_svm,mathtutorbench_scaffolding,standard,generic,814,scaffolding-814,deepseek-v4-pro,probing,exact_human_lookup,probing,1,ed2e07956731885f702bcb09e12f8665c7fcb4c9416d6ff25135a21ab6a30cb9
