pair_id,delta,task,model,dimension
46,-2.0,mathdial_hard,glm-5.2,help_directness
5,-2.0,mathdial_hard,glm-5.2,help_directness
51,-2.0,mathdial_hard,glm-5.2,help_directness
71,0.0,mathdial_hard,glm-5.2,help_directness
75,-1.0,mathdial_hard,glm-5.2,help_directness
77,-1.0,mathdial_hard,glm-5.2,help_directness
80,1.0,mathdial_hard,glm-5.2,help_directness
83,-4.0,mathdial_hard,glm-5.2,help_directness
89,-1.0,mathdial_hard,glm-5.2,help_directness
0,0.0,mathdial_hard,glm-5.2,personalization
104,0.0,mathdial_hard,glm-5.2,personalization
112,0.0,mathdial_hard,glm-5.2,personalization
12,0.0,mathdial_hard,glm-5.2,personalization
130,0.0,mathdial_hard,glm-5.2,personalization
134,1.0,mathdial_hard,glm-5.2,personalization
140,0.0,mathdial_hard,glm-5.2,personalization
155,0.0,mathdial_hard,glm-5.2,personalization
160,0.0,mathdial_hard,glm-5.2,personalization
165,0.0,mathdial_hard,glm-5.2,personalization
172,0.0,mathdial_hard,glm-5.2,personalization
177,0.0,mathdial_hard,glm-5.2,personalization
181,0.0,mathdial_hard,glm-5.2,personalization
183,0.0,mathdial_hard,glm-5.2,personalization
202,-2.0,mathdial_hard,glm-5.2,personalization
211,0.0,mathdial_hard,glm-5.2,personalization
215,0.0,mathdial_hard,glm-5.2,personalization
219,0.0,mathdial_hard,glm-5.2,personalization
232,0.0,mathdial_hard,glm-5.2,personalization
246,0.0,mathdial_hard,glm-5.2,personalization
247,0.0,mathdial_hard,glm-5.2,personalization
252,0.0,mathdial_hard,glm-5.2,personalization
274,1.0,mathdial_hard,glm-5.2,personalization
277,0.0,mathdial_hard,glm-5.2,personalization
28,0.0,mathdial_hard,glm-5.2,personalization
29,0.0,mathdial_hard,glm-5.2,personalization
315,0.0,mathdial_hard,glm-5.2,personalization
326,0.0,mathdial_hard,glm-5.2,personalization
33,0.0,mathdial_hard,glm-5.2,personalization
39,0.0,mathdial_hard,glm-5.2,personalization
42,0.0,mathdial_hard,glm-5.2,personalization
46,1.0,mathdial_hard,glm-5.2,personalization
5,-1.0,mathdial_hard,glm-5.2,personalization
51,0.0,mathdial_hard,glm-5.2,personalization
71,0.0,mathdial_hard,glm-5.2,personalization
75,0.0,mathdial_hard,glm-5.2,personalization
77,0.0,mathdial_hard,glm-5.2,personalization
80,0.0,mathdial_hard,glm-5.2,personalization
83,0.0,mathdial_hard,glm-5.2,personalization
89,0.0,mathdial_hard,glm-5.2,personalization
0,0.0,mathdial_hard,minimax-m2.7,affective_warmth
104,0.0,mathdial_hard,minimax-m2.7,affective_warmth
112,-1.0,mathdial_hard,minimax-m2.7,affective_warmth
12,0.0,mathdial_hard,minimax-m2.7,affective_warmth
130,2.0,mathdial_hard,minimax-m2.7,affective_warmth
134,-1.0,mathdial_hard,minimax-m2.7,affective_warmth
140,2.0,mathdial_hard,minimax-m2.7,affective_warmth
155,1.0,mathdial_hard,minimax-m2.7,affective_warmth
160,1.0,mathdial_hard,minimax-m2.7,affective_warmth
165,0.0,mathdial_hard,minimax-m2.7,affective_warmth
172,2.0,mathdial_hard,minimax-m2.7,affective_warmth
177,-1.0,mathdial_hard,minimax-m2.7,affective_warmth
181,0.0,mathdial_hard,minimax-m2.7,affective_warmth
183,-1.0,mathdial_hard,minimax-m2.7,affective_warmth
202,-1.0,mathdial_hard,minimax-m2.7,affective_warmth
211,2.0,mathdial_hard,minimax-m2.7,affective_warmth
215,0.0,mathdial_hard,minimax-m2.7,affective_warmth
219,0.0,mathdial_hard,minimax-m2.7,affective_warmth
232,-2.0,mathdial_hard,minimax-m2.7,affective_warmth
246,2.0,mathdial_hard,minimax-m2.7,affective_warmth
247,0.0,mathdial_hard,minimax-m2.7,affective_warmth
252,-2.0,mathdial_hard,minimax-m2.7,affective_warmth
274,-1.0,mathdial_hard,minimax-m2.7,affective_warmth
277,2.0,mathdial_hard,minimax-m2.7,affective_warmth
28,-1.0,mathdial_hard,minimax-m2.7,affective_warmth
29,-1.0,mathdial_hard,minimax-m2.7,affective_warmth
315,-1.0,mathdial_hard,minimax-m2.7,affective_warmth
326,-1.0,mathdial_hard,minimax-m2.7,affective_warmth
33,1.0,mathdial_hard,minimax-m2.7,affective_warmth
39,0.0,mathdial_hard,minimax-m2.7,affective_warmth
42,-1.0,mathdial_hard,minimax-m2.7,affective_warmth
46,2.0,mathdial_hard,minimax-m2.7,affective_warmth
5,1.0,mathdial_hard,minimax-m2.7,affective_warmth
51,2.0,mathdial_hard,minimax-m2.7,affective_warmth
71,0.0,mathdial_hard,minimax-m2.7,affective_warmth
75,3.0,mathdial_hard,minimax-m2.7,affective_warmth
77,1.0,mathdial_hard,minimax-m2.7,affective_warmth
80,2.0,mathdial_hard,minimax-m2.7,affective_warmth
83,3.0,mathdial_hard,minimax-m2.7,affective_warmth
89,0.0,mathdial_hard,minimax-m2.7,affective_warmth
0,3.0,mathdial_hard,minimax-m2.7,autonomy_support
104,2.0,mathdial_hard,minimax-m2.7,autonomy_support
112,1.0,mathdial_hard,minimax-m2.7,autonomy_support
12,1.0,mathdial_hard,minimax-m2.7,autonomy_support
130,3.0,mathdial_hard,minimax-m2.7,autonomy_support
134,0.0,mathdial_hard,minimax-m2.7,autonomy_support
140,3.0,mathdial_hard,minimax-m2.7,autonomy_support
155,2.0,mathdial_hard,minimax-m2.7,autonomy_support
160,0.0,mathdial_hard,minimax-m2.7,autonomy_support
165,1.0,mathdial_hard,minimax-m2.7,autonomy_support
172,1.0,mathdial_hard,minimax-m2.7,autonomy_support
177,2.0,mathdial_hard,minimax-m2.7,autonomy_support
181,3.0,mathdial_hard,minimax-m2.7,autonomy_support
183,2.0,mathdial_hard,minimax-m2.7,autonomy_support
202,-1.0,mathdial_hard,minimax-m2.7,autonomy_support
211,-2.0,mathdial_hard,minimax-m2.7,autonomy_support
215,2.0,mathdial_hard,minimax-m2.7,autonomy_support
219,2.0,mathdial_hard,minimax-m2.7,autonomy_support
232,2.0,mathdial_hard,minimax-m2.7,autonomy_support
246,0.0,mathdial_hard,minimax-m2.7,autonomy_support
247,3.0,mathdial_hard,minimax-m2.7,autonomy_support
252,1.0,mathdial_hard,minimax-m2.7,autonomy_support
274,1.0,mathdial_hard,minimax-m2.7,autonomy_support
277,2.0,mathdial_hard,minimax-m2.7,autonomy_support
28,1.0,mathdial_hard,minimax-m2.7,autonomy_support
29,2.0,mathdial_hard,minimax-m2.7,autonomy_support
315,1.0,mathdial_hard,minimax-m2.7,autonomy_support
326,-2.0,mathdial_hard,minimax-m2.7,autonomy_support
33,2.0,mathdial_hard,minimax-m2.7,autonomy_support
39,2.0,mathdial_hard,minimax-m2.7,autonomy_support
42,3.0,mathdial_hard,minimax-m2.7,autonomy_support
46,2.0,mathdial_hard,minimax-m2.7,autonomy_support
5,0.0,mathdial_hard,minimax-m2.7,autonomy_support
51,3.0,mathdial_hard,minimax-m2.7,autonomy_support
71,0.0,mathdial_hard,minimax-m2.7,autonomy_support
75,2.0,mathdial_hard,minimax-m2.7,autonomy_support
77,2.0,mathdial_hard,minimax-m2.7,autonomy_support
80,2.0,mathdial_hard,minimax-m2.7,autonomy_support
83,2.0,mathdial_hard,minimax-m2.7,autonomy_support
89,2.0,mathdial_hard,minimax-m2.7,autonomy_support
0,-2.0,mathdial_hard,minimax-m2.7,cognitive_load
104,-2.0,mathdial_hard,minimax-m2.7,cognitive_load
112,0.0,mathdial_hard,minimax-m2.7,cognitive_load
12,1.0,mathdial_hard,minimax-m2.7,cognitive_load
130,0.0,mathdial_hard,minimax-m2.7,cognitive_load
134,0.0,mathdial_hard,minimax-m2.7,cognitive_load
140,-1.0,mathdial_hard,minimax-m2.7,cognitive_load
155,-2.0,mathdial_hard,minimax-m2.7,cognitive_load
160,0.0,mathdial_hard,minimax-m2.7,cognitive_load
165,-2.0,mathdial_hard,minimax-m2.7,cognitive_load
172,0.0,mathdial_hard,minimax-m2.7,cognitive_load
177,-2.0,mathdial_hard,minimax-m2.7,cognitive_load
181,0.0,mathdial_hard,minimax-m2.7,cognitive_load
183,-1.0,mathdial_hard,minimax-m2.7,cognitive_load
202,0.0,mathdial_hard,minimax-m2.7,cognitive_load
211,-2.0,mathdial_hard,minimax-m2.7,cognitive_load
215,-2.0,mathdial_hard,minimax-m2.7,cognitive_load
219,0.0,mathdial_hard,minimax-m2.7,cognitive_load
232,-2.0,mathdial_hard,minimax-m2.7,cognitive_load
246,-1.0,mathdial_hard,minimax-m2.7,cognitive_load
247,-1.0,mathdial_hard,minimax-m2.7,cognitive_load
252,-1.0,mathdial_hard,minimax-m2.7,cognitive_load
274,0.0,mathdial_hard,minimax-m2.7,cognitive_load
277,-1.0,mathdial_hard,minimax-m2.7,cognitive_load
28,-3.0,mathdial_hard,minimax-m2.7,cognitive_load
29,-2.0,mathdial_hard,minimax-m2.7,cognitive_load
315,-1.0,mathdial_hard,minimax-m2.7,cognitive_load
326,1.0,mathdial_hard,minimax-m2.7,cognitive_load
33,-2.0,mathdial_hard,minimax-m2.7,cognitive_load
39,0.0,mathdial_hard,minimax-m2.7,cognitive_load
42,-1.0,mathdial_hard,minimax-m2.7,cognitive_load
46,0.0,mathdial_hard,minimax-m2.7,cognitive_load
5,0.0,mathdial_hard,minimax-m2.7,cognitive_load
51,1.0,mathdial_hard,minimax-m2.7,cognitive_load
71,-1.0,mathdial_hard,minimax-m2.7,cognitive_load
75,-1.0,mathdial_hard,minimax-m2.7,cognitive_load
77,0.0,mathdial_hard,minimax-m2.7,cognitive_load
80,-1.0,mathdial_hard,minimax-m2.7,cognitive_load
83,0.0,mathdial_hard,minimax-m2.7,cognitive_load
89,0.0,mathdial_hard,minimax-m2.7,cognitive_load
0,0.0,mathdial_hard,minimax-m2.7,diagnostic_specificity
104,-2.0,mathdial_hard,minimax-m2.7,diagnostic_specificity
112,0.0,mathdial_hard,minimax-m2.7,diagnostic_specificity
12,2.0,mathdial_hard,minimax-m2.7,diagnostic_specificity
130,0.0,mathdial_hard,minimax-m2.7,diagnostic_specificity
134,-1.0,mathdial_hard,minimax-m2.7,diagnostic_specificity
140,-3.0,mathdial_hard,minimax-m2.7,diagnostic_specificity
155,-2.0,mathdial_hard,minimax-m2.7,diagnostic_specificity
160,1.0,mathdial_hard,minimax-m2.7,diagnostic_specificity
165,0.0,mathdial_hard,minimax-m2.7,diagnostic_specificity
172,-2.0,mathdial_hard,minimax-m2.7,diagnostic_specificity
177,-2.0,mathdial_hard,minimax-m2.7,diagnostic_specificity
181,-3.0,mathdial_hard,minimax-m2.7,diagnostic_specificity
183,-3.0,mathdial_hard,minimax-m2.7,diagnostic_specificity
202,0.0,mathdial_hard,minimax-m2.7,diagnostic_specificity
211,-3.0,mathdial_hard,minimax-m2.7,diagnostic_specificity
215,3.0,mathdial_hard,minimax-m2.7,diagnostic_specificity
219,-3.0,mathdial_hard,minimax-m2.7,diagnostic_specificity
232,-4.0,mathdial_hard,minimax-m2.7,diagnostic_specificity
246,-1.0,mathdial_hard,minimax-m2.7,diagnostic_specificity
247,2.0,mathdial_hard,minimax-m2.7,diagnostic_specificity
252,0.0,mathdial_hard,minimax-m2.7,diagnostic_specificity
274,0.0,mathdial_hard,minimax-m2.7,diagnostic_specificity
277,1.0,mathdial_hard,minimax-m2.7,diagnostic_specificity
28,-2.0,mathdial_hard,minimax-m2.7,diagnostic_specificity
29,1.0,mathdial_hard,minimax-m2.7,diagnostic_specificity
315,0.0,mathdial_hard,minimax-m2.7,diagnostic_specificity
326,0.0,mathdial_hard,minimax-m2.7,diagnostic_specificity
33,-1.0,mathdial_hard,minimax-m2.7,diagnostic_specificity
39,2.0,mathdial_hard,minimax-m2.7,diagnostic_specificity
42,1.0,mathdial_hard,minimax-m2.7,diagnostic_specificity
46,-1.0,mathdial_hard,minimax-m2.7,diagnostic_specificity
5,1.0,mathdial_hard,minimax-m2.7,diagnostic_specificity
51,-1.0,mathdial_hard,minimax-m2.7,diagnostic_specificity
71,0.0,mathdial_hard,minimax-m2.7,diagnostic_specificity
75,1.0,mathdial_hard,minimax-m2.7,diagnostic_specificity
77,-1.0,mathdial_hard,minimax-m2.7,diagnostic_specificity
80,1.0,mathdial_hard,minimax-m2.7,diagnostic_specificity
83,0.0,mathdial_hard,minimax-m2.7,diagnostic_specificity
89,1.0,mathdial_hard,minimax-m2.7,diagnostic_specificity
0,4.0,mathdial_hard,minimax-m2.7,elicitation
104,3.0,mathdial_hard,minimax-m2.7,elicitation
112,2.0,mathdial_hard,minimax-m2.7,elicitation
12,0.0,mathdial_hard,minimax-m2.7,elicitation
130,4.0,mathdial_hard,minimax-m2.7,elicitation
134,0.0,mathdial_hard,minimax-m2.7,elicitation
140,3.0,mathdial_hard,minimax-m2.7,elicitation
155,4.0,mathdial_hard,minimax-m2.7,elicitation
160,0.0,mathdial_hard,minimax-m2.7,elicitation
165,3.0,mathdial_hard,minimax-m2.7,elicitation
172,4.0,mathdial_hard,minimax-m2.7,elicitation
177,3.0,mathdial_hard,minimax-m2.7,elicitation
181,4.0,mathdial_hard,minimax-m2.7,elicitation
183,4.0,mathdial_hard,minimax-m2.7,elicitation
202,0.0,mathdial_hard,minimax-m2.7,elicitation
211,-1.0,mathdial_hard,minimax-m2.7,elicitation
215,4.0,mathdial_hard,minimax-m2.7,elicitation
219,4.0,mathdial_hard,minimax-m2.7,elicitation
232,4.0,mathdial_hard,minimax-m2.7,elicitation
246,0.0,mathdial_hard,minimax-m2.7,elicitation
247,4.0,mathdial_hard,minimax-m2.7,elicitation
252,4.0,mathdial_hard,minimax-m2.7,elicitation
274,1.0,mathdial_hard,minimax-m2.7,elicitation
277,2.0,mathdial_hard,minimax-m2.7,elicitation
28,4.0,mathdial_hard,minimax-m2.7,elicitation
29,4.0,mathdial_hard,minimax-m2.7,elicitation
315,2.0,mathdial_hard,minimax-m2.7,elicitation
326,-2.0,mathdial_hard,minimax-m2.7,elicitation
33,4.0,mathdial_hard,minimax-m2.7,elicitation
39,4.0,mathdial_hard,minimax-m2.7,elicitation
42,4.0,mathdial_hard,minimax-m2.7,elicitation
46,4.0,mathdial_hard,minimax-m2.7,elicitation
5,1.0,mathdial_hard,minimax-m2.7,elicitation
51,3.0,mathdial_hard,minimax-m2.7,elicitation
71,2.0,mathdial_hard,minimax-m2.7,elicitation
75,4.0,mathdial_hard,minimax-m2.7,elicitation
77,3.0,mathdial_hard,minimax-m2.7,elicitation
80,4.0,mathdial_hard,minimax-m2.7,elicitation
83,2.0,mathdial_hard,minimax-m2.7,elicitation
89,4.0,mathdial_hard,minimax-m2.7,elicitation
0,0.0,mathdial_hard,minimax-m2.7,epistemic_caution
104,0.0,mathdial_hard,minimax-m2.7,epistemic_caution
112,1.0,mathdial_hard,minimax-m2.7,epistemic_caution
12,0.0,mathdial_hard,minimax-m2.7,epistemic_caution
130,1.0,mathdial_hard,minimax-m2.7,epistemic_caution
134,0.0,mathdial_hard,minimax-m2.7,epistemic_caution
140,2.0,mathdial_hard,minimax-m2.7,epistemic_caution
155,1.0,mathdial_hard,minimax-m2.7,epistemic_caution
160,0.0,mathdial_hard,minimax-m2.7,epistemic_caution
165,0.0,mathdial_hard,minimax-m2.7,epistemic_caution
172,0.0,mathdial_hard,minimax-m2.7,epistemic_caution
177,2.0,mathdial_hard,minimax-m2.7,epistemic_caution
181,0.0,mathdial_hard,minimax-m2.7,epistemic_caution
183,0.0,mathdial_hard,minimax-m2.7,epistemic_caution
202,0.0,mathdial_hard,minimax-m2.7,epistemic_caution
211,-3.0,mathdial_hard,minimax-m2.7,epistemic_caution
215,0.0,mathdial_hard,minimax-m2.7,epistemic_caution
219,0.0,mathdial_hard,minimax-m2.7,epistemic_caution
232,0.0,mathdial_hard,minimax-m2.7,epistemic_caution
246,0.0,mathdial_hard,minimax-m2.7,epistemic_caution
247,0.0,mathdial_hard,minimax-m2.7,epistemic_caution
252,0.0,mathdial_hard,minimax-m2.7,epistemic_caution
274,0.0,mathdial_hard,minimax-m2.7,epistemic_caution
277,0.0,mathdial_hard,minimax-m2.7,epistemic_caution
28,0.0,mathdial_hard,minimax-m2.7,epistemic_caution
29,0.0,mathdial_hard,minimax-m2.7,epistemic_caution
315,0.0,mathdial_hard,minimax-m2.7,epistemic_caution
326,0.0,mathdial_hard,minimax-m2.7,epistemic_caution
33,0.0,mathdial_hard,minimax-m2.7,epistemic_caution
39,0.0,mathdial_hard,minimax-m2.7,epistemic_caution
42,0.0,mathdial_hard,minimax-m2.7,epistemic_caution
46,0.0,mathdial_hard,minimax-m2.7,epistemic_caution
5,0.0,mathdial_hard,minimax-m2.7,epistemic_caution
51,2.0,mathdial_hard,minimax-m2.7,epistemic_caution
71,0.0,mathdial_hard,minimax-m2.7,epistemic_caution
75,0.0,mathdial_hard,minimax-m2.7,epistemic_caution
77,0.0,mathdial_hard,minimax-m2.7,epistemic_caution
80,0.0,mathdial_hard,minimax-m2.7,epistemic_caution
83,0.0,mathdial_hard,minimax-m2.7,epistemic_caution
89,0.0,mathdial_hard,minimax-m2.7,epistemic_caution
0,-3.0,mathdial_hard,minimax-m2.7,help_directness
104,-2.0,mathdial_hard,minimax-m2.7,help_directness
112,-3.0,mathdial_hard,minimax-m2.7,help_directness
12,-1.0,mathdial_hard,minimax-m2.7,help_directness
130,-4.0,mathdial_hard,minimax-m2.7,help_directness
134,0.0,mathdial_hard,minimax-m2.7,help_directness
140,-2.0,mathdial_hard,minimax-m2.7,help_directness
155,-4.0,mathdial_hard,minimax-m2.7,help_directness
160,1.0,mathdial_hard,minimax-m2.7,help_directness
165,-2.0,mathdial_hard,minimax-m2.7,help_directness
172,-4.0,mathdial_hard,minimax-m2.7,help_directness
177,-3.0,mathdial_hard,minimax-m2.7,help_directness
181,-3.0,mathdial_hard,minimax-m2.7,help_directness
183,-1.0,mathdial_hard,minimax-m2.7,help_directness
202,0.0,mathdial_hard,minimax-m2.7,help_directness
211,2.0,mathdial_hard,minimax-m2.7,help_directness
215,-2.0,mathdial_hard,minimax-m2.7,help_directness
219,-3.0,mathdial_hard,minimax-m2.7,help_directness
232,-2.0,mathdial_hard,minimax-m2.7,help_directness
246,0.0,mathdial_hard,minimax-m2.7,help_directness
247,-3.0,mathdial_hard,minimax-m2.7,help_directness
252,-2.0,mathdial_hard,minimax-m2.7,help_directness
274,0.0,mathdial_hard,minimax-m2.7,help_directness
277,-3.0,mathdial_hard,minimax-m2.7,help_directness
28,-2.0,mathdial_hard,minimax-m2.7,help_directness
29,-4.0,mathdial_hard,minimax-m2.7,help_directness
315,-4.0,mathdial_hard,minimax-m2.7,help_directness
326,3.0,mathdial_hard,minimax-m2.7,help_directness
33,-4.0,mathdial_hard,minimax-m2.7,help_directness
39,-3.0,mathdial_hard,minimax-m2.7,help_directness
42,-2.0,mathdial_hard,minimax-m2.7,help_directness
46,-3.0,mathdial_hard,minimax-m2.7,help_directness
5,0.0,mathdial_hard,minimax-m2.7,help_directness
51,-3.0,mathdial_hard,minimax-m2.7,help_directness
71,-1.0,mathdial_hard,minimax-m2.7,help_directness
75,-3.0,mathdial_hard,minimax-m2.7,help_directness
77,-2.0,mathdial_hard,minimax-m2.7,help_directness
80,-2.0,mathdial_hard,minimax-m2.7,help_directness
83,-1.0,mathdial_hard,minimax-m2.7,help_directness
89,-3.0,mathdial_hard,minimax-m2.7,help_directness
0,2.0,mathdial_hard,minimax-m2.7,personalization
104,1.0,mathdial_hard,minimax-m2.7,personalization
112,0.0,mathdial_hard,minimax-m2.7,personalization
12,0.0,mathdial_hard,minimax-m2.7,personalization
130,0.0,mathdial_hard,minimax-m2.7,personalization
134,0.0,mathdial_hard,minimax-m2.7,personalization
140,0.0,mathdial_hard,minimax-m2.7,personalization
155,0.0,mathdial_hard,minimax-m2.7,personalization
160,0.0,mathdial_hard,minimax-m2.7,personalization
165,0.0,mathdial_hard,minimax-m2.7,personalization
172,0.0,mathdial_hard,minimax-m2.7,personalization
177,0.0,mathdial_hard,minimax-m2.7,personalization
181,-1.0,mathdial_hard,minimax-m2.7,personalization
183,0.0,mathdial_hard,minimax-m2.7,personalization
202,0.0,mathdial_hard,minimax-m2.7,personalization
211,0.0,mathdial_hard,minimax-m2.7,personalization
215,2.0,mathdial_hard,minimax-m2.7,personalization
219,0.0,mathdial_hard,minimax-m2.7,personalization
232,-2.0,mathdial_hard,minimax-m2.7,personalization
246,0.0,mathdial_hard,minimax-m2.7,personalization
247,0.0,mathdial_hard,minimax-m2.7,personalization
252,0.0,mathdial_hard,minimax-m2.7,personalization
274,1.0,mathdial_hard,minimax-m2.7,personalization
277,0.0,mathdial_hard,minimax-m2.7,personalization
28,0.0,mathdial_hard,minimax-m2.7,personalization
29,0.0,mathdial_hard,minimax-m2.7,personalization
315,0.0,mathdial_hard,minimax-m2.7,personalization
326,0.0,mathdial_hard,minimax-m2.7,personalization
33,0.0,mathdial_hard,minimax-m2.7,personalization
39,0.0,mathdial_hard,minimax-m2.7,personalization
42,0.0,mathdial_hard,minimax-m2.7,personalization
46,0.0,mathdial_hard,minimax-m2.7,personalization
5,0.0,mathdial_hard,minimax-m2.7,personalization
51,0.0,mathdial_hard,minimax-m2.7,personalization
71,0.0,mathdial_hard,minimax-m2.7,personalization
75,2.0,mathdial_hard,minimax-m2.7,personalization
77,0.0,mathdial_hard,minimax-m2.7,personalization
80,0.0,mathdial_hard,minimax-m2.7,personalization
83,0.0,mathdial_hard,minimax-m2.7,personalization
89,0.0,mathdial_hard,minimax-m2.7,personalization
0,-2.0,mathdial_hard,minimax-m3,affective_warmth
104,0.0,mathdial_hard,minimax-m3,affective_warmth
112,0.0,mathdial_hard,minimax-m3,affective_warmth
12,0.0,mathdial_hard,minimax-m3,affective_warmth
130,0.0,mathdial_hard,minimax-m3,affective_warmth
134,1.0,mathdial_hard,minimax-m3,affective_warmth
140,1.0,mathdial_hard,minimax-m3,affective_warmth
155,-1.0,mathdial_hard,minimax-m3,affective_warmth
160,0.0,mathdial_hard,minimax-m3,affective_warmth
165,0.0,mathdial_hard,minimax-m3,affective_warmth
172,0.0,mathdial_hard,minimax-m3,affective_warmth
177,1.0,mathdial_hard,minimax-m3,affective_warmth
181,-2.0,mathdial_hard,minimax-m3,affective_warmth
183,-1.0,mathdial_hard,minimax-m3,affective_warmth
202,-1.0,mathdial_hard,minimax-m3,affective_warmth
211,-2.0,mathdial_hard,minimax-m3,affective_warmth
215,0.0,mathdial_hard,minimax-m3,affective_warmth
219,2.0,mathdial_hard,minimax-m3,affective_warmth
232,1.0,mathdial_hard,minimax-m3,affective_warmth
246,-2.0,mathdial_hard,minimax-m3,affective_warmth
247,0.0,mathdial_hard,minimax-m3,affective_warmth
252,1.0,mathdial_hard,minimax-m3,affective_warmth
274,0.0,mathdial_hard,minimax-m3,affective_warmth
277,0.0,mathdial_hard,minimax-m3,affective_warmth
28,-2.0,mathdial_hard,minimax-m3,affective_warmth
29,1.0,mathdial_hard,minimax-m3,affective_warmth
315,0.0,mathdial_hard,minimax-m3,affective_warmth
326,0.0,mathdial_hard,minimax-m3,affective_warmth
33,2.0,mathdial_hard,minimax-m3,affective_warmth
39,-2.0,mathdial_hard,minimax-m3,affective_warmth
42,-1.0,mathdial_hard,minimax-m3,affective_warmth
46,2.0,mathdial_hard,minimax-m3,affective_warmth
5,1.0,mathdial_hard,minimax-m3,affective_warmth
51,-2.0,mathdial_hard,minimax-m3,affective_warmth
71,-1.0,mathdial_hard,minimax-m3,affective_warmth
75,0.0,mathdial_hard,minimax-m3,affective_warmth
77,-2.0,mathdial_hard,minimax-m3,affective_warmth
80,2.0,mathdial_hard,minimax-m3,affective_warmth
83,-2.0,mathdial_hard,minimax-m3,affective_warmth
89,0.0,mathdial_hard,minimax-m3,affective_warmth
0,2.0,mathdial_hard,minimax-m3,autonomy_support
104,3.0,mathdial_hard,minimax-m3,autonomy_support
112,0.0,mathdial_hard,minimax-m3,autonomy_support
12,2.0,mathdial_hard,minimax-m3,autonomy_support
130,2.0,mathdial_hard,minimax-m3,autonomy_support
134,0.0,mathdial_hard,minimax-m3,autonomy_support
140,0.0,mathdial_hard,minimax-m3,autonomy_support
155,3.0,mathdial_hard,minimax-m3,autonomy_support
160,2.0,mathdial_hard,minimax-m3,autonomy_support
165,0.0,mathdial_hard,minimax-m3,autonomy_support
172,1.0,mathdial_hard,minimax-m3,autonomy_support
177,2.0,mathdial_hard,minimax-m3,autonomy_support
181,2.0,mathdial_hard,minimax-m3,autonomy_support
183,3.0,mathdial_hard,minimax-m3,autonomy_support
202,-1.0,mathdial_hard,minimax-m3,autonomy_support
211,3.0,mathdial_hard,minimax-m3,autonomy_support
215,3.0,mathdial_hard,minimax-m3,autonomy_support
219,3.0,mathdial_hard,minimax-m3,autonomy_support
232,0.0,mathdial_hard,minimax-m3,autonomy_support
246,3.0,mathdial_hard,minimax-m3,autonomy_support
247,2.0,mathdial_hard,minimax-m3,autonomy_support
252,0.0,mathdial_hard,minimax-m3,autonomy_support
274,0.0,mathdial_hard,minimax-m3,autonomy_support
277,1.0,mathdial_hard,minimax-m3,autonomy_support
28,4.0,mathdial_hard,minimax-m3,autonomy_support
29,0.0,mathdial_hard,minimax-m3,autonomy_support
315,0.0,mathdial_hard,minimax-m3,autonomy_support
326,-1.0,mathdial_hard,minimax-m3,autonomy_support
33,2.0,mathdial_hard,minimax-m3,autonomy_support
39,1.0,mathdial_hard,minimax-m3,autonomy_support
42,2.0,mathdial_hard,minimax-m3,autonomy_support
46,0.0,mathdial_hard,minimax-m3,autonomy_support
5,3.0,mathdial_hard,minimax-m3,autonomy_support
51,2.0,mathdial_hard,minimax-m3,autonomy_support
71,2.0,mathdial_hard,minimax-m3,autonomy_support
75,2.0,mathdial_hard,minimax-m3,autonomy_support
77,1.0,mathdial_hard,minimax-m3,autonomy_support
80,2.0,mathdial_hard,minimax-m3,autonomy_support
83,2.0,mathdial_hard,minimax-m3,autonomy_support
89,0.0,mathdial_hard,minimax-m3,autonomy_support
0,-1.0,mathdial_hard,minimax-m3,cognitive_load
104,-2.0,mathdial_hard,minimax-m3,cognitive_load
112,-2.0,mathdial_hard,minimax-m3,cognitive_load
12,-2.0,mathdial_hard,minimax-m3,cognitive_load
130,1.0,mathdial_hard,minimax-m3,cognitive_load
134,-2.0,mathdial_hard,minimax-m3,cognitive_load
140,-1.0,mathdial_hard,minimax-m3,cognitive_load
155,-2.0,mathdial_hard,minimax-m3,cognitive_load
160,0.0,mathdial_hard,minimax-m3,cognitive_load
165,-1.0,mathdial_hard,minimax-m3,cognitive_load
172,-2.0,mathdial_hard,minimax-m3,cognitive_load
177,0.0,mathdial_hard,minimax-m3,cognitive_load
181,-1.0,mathdial_hard,minimax-m3,cognitive_load
183,-1.0,mathdial_hard,minimax-m3,cognitive_load
202,0.0,mathdial_hard,minimax-m3,cognitive_load
211,-2.0,mathdial_hard,minimax-m3,cognitive_load
215,-3.0,mathdial_hard,minimax-m3,cognitive_load
219,-1.0,mathdial_hard,minimax-m3,cognitive_load
232,0.0,mathdial_hard,minimax-m3,cognitive_load
246,-1.0,mathdial_hard,minimax-m3,cognitive_load
247,-1.0,mathdial_hard,minimax-m3,cognitive_load
252,-1.0,mathdial_hard,minimax-m3,cognitive_load
274,0.0,mathdial_hard,minimax-m3,cognitive_load
277,-1.0,mathdial_hard,minimax-m3,cognitive_load
28,-3.0,mathdial_hard,minimax-m3,cognitive_load
29,-1.0,mathdial_hard,minimax-m3,cognitive_load
315,-1.0,mathdial_hard,minimax-m3,cognitive_load
326,0.0,mathdial_hard,minimax-m3,cognitive_load
33,-1.0,mathdial_hard,minimax-m3,cognitive_load
39,-2.0,mathdial_hard,minimax-m3,cognitive_load
42,-1.0,mathdial_hard,minimax-m3,cognitive_load
