sample_id,base_id,problem_family,learner_need,question_policy,answer_policy,tone_policy,model,prompt_sha256,response_sha256,question_first,question_any,answer_reveal_any,answer_reveal_correct,warmth_marker,word_count,char_count,sentence_count,wording_set,paraphrase_queue_rank
paraphrase-v1|arithmetic_mean-05|explore|question_first|withhold|warm|paraphrase_b,arithmetic_mean-05,arithmetic_mean,explore,question_first,withhold,warm,MiniMax-M2.7,da0faf0e7e5742d81b728013d04100c12ab4ff7ac4c5271a32b754c6026b5b70,d409bff628c98de6cbac0d5947919e2059f0ec62c4191ec93687a67c7a26bdcd,1,1,0,0,1,59,315,3,paraphrase_b,135
paraphrase-v1|arithmetic_mean-05|explore|question_first|withhold|warm|paraphrase_b,arithmetic_mean-05,arithmetic_mean,explore,question_first,withhold,warm,MiniMax-M3,da0faf0e7e5742d81b728013d04100c12ab4ff7ac4c5271a32b754c6026b5b70,06c33ac9502e5798a209fb536c20145252202ed2a07c2e291e40693d5efc957e,1,1,0,0,0,36,192,2,paraphrase_b,194
paraphrase-v1|arithmetic_mean-05|explore|question_first|withhold|warm|paraphrase_b,arithmetic_mean-05,arithmetic_mean,explore,question_first,withhold,warm,deepseek-v4-pro,da0faf0e7e5742d81b728013d04100c12ab4ff7ac4c5271a32b754c6026b5b70,f2caf3e10d7bdf4a0388c0da479e015092384a1fe9e5560621a0531df7b926c5,1,1,0,0,0,30,163,2,paraphrase_b,216
paraphrase-v1|arithmetic_mean-05|explore|question_first|withhold|warm|paraphrase_b,arithmetic_mean-05,arithmetic_mean,explore,question_first,withhold,warm,doubao-seed-2.0-lite,da0faf0e7e5742d81b728013d04100c12ab4ff7ac4c5271a32b754c6026b5b70,29dbd1dddcd8e1d9ee8bf1746f7263d54002b2f1b1896f4a27bae39b6594975b,1,1,0,0,1,87,470,4,paraphrase_b,97
paraphrase-v1|arithmetic_mean-05|explore|question_first|withhold|warm|paraphrase_b,arithmetic_mean-05,arithmetic_mean,explore,question_first,withhold,warm,glm-5.2,da0faf0e7e5742d81b728013d04100c12ab4ff7ac4c5271a32b754c6026b5b70,47a6980c1997859efae56c7e8b4781dd20fc1a320db6f73137e690d22a02c9ce,1,1,0,0,0,74,409,4,paraphrase_b,81
paraphrase-v1|fraction_addition-01|direct|explain_only|reveal|neutral|paraphrase_a,fraction_addition-01,fraction_addition,direct,explain_only,reveal,neutral,MiniMax-M2.7,07793aa542d7a6983cb7dfda926e795809472696756ed5f12068c95d169531e6,153bdabf51e2ff4ac4673ab8cb9f2fc7256093b03f43b1a84bf8c4307af75a49,0,0,1,1,0,124,715,7,paraphrase_a,226
paraphrase-v1|fraction_addition-01|direct|explain_only|reveal|neutral|paraphrase_a,fraction_addition-01,fraction_addition,direct,explain_only,reveal,neutral,MiniMax-M3,07793aa542d7a6983cb7dfda926e795809472696756ed5f12068c95d169531e6,94c20e8d43f0e87bb147b513daa5f08fbe55c0e709025d9229296b9eb64c64f1,0,0,1,1,0,100,557,8,paraphrase_a,10
paraphrase-v1|fraction_addition-01|direct|explain_only|reveal|neutral|paraphrase_a,fraction_addition-01,fraction_addition,direct,explain_only,reveal,neutral,deepseek-v4-pro,07793aa542d7a6983cb7dfda926e795809472696756ed5f12068c95d169531e6,5cb66b363a1988b59fd22247403b9de7c50c6373cca12874d4355d9885cd2c35,0,0,1,1,0,92,510,6,paraphrase_a,208
paraphrase-v1|fraction_addition-01|direct|explain_only|reveal|neutral|paraphrase_a,fraction_addition-01,fraction_addition,direct,explain_only,reveal,neutral,doubao-seed-2.0-lite,07793aa542d7a6983cb7dfda926e795809472696756ed5f12068c95d169531e6,ac634bff04162ae96745ec0283d6df61bd633399d1c0bf09a2f2f62f246c296b,0,0,1,1,0,102,620,6,paraphrase_a,232
paraphrase-v1|fraction_addition-01|direct|explain_only|reveal|neutral|paraphrase_a,fraction_addition-01,fraction_addition,direct,explain_only,reveal,neutral,glm-5.2,07793aa542d7a6983cb7dfda926e795809472696756ed5f12068c95d169531e6,0d4246e71f70d4003378d2ea46d12f589803be24f39b44e6b7f3e520912cfe68,0,0,1,1,0,63,340,7,paraphrase_a,227
paraphrase-v1|fraction_addition-01|direct|explain_only|reveal|neutral|paraphrase_b,fraction_addition-01,fraction_addition,direct,explain_only,reveal,neutral,MiniMax-M2.7,f838476a4f9e6a200e5eba5010d7ebbac0309be72a52ac1bf4a9d09479bcf6ae,fb1541caac86730eb15e56d87e503d7472672167959b01c23512a05279e52265,0,0,1,1,0,35,169,4,paraphrase_b,3
paraphrase-v1|fraction_addition-01|direct|explain_only|reveal|neutral|paraphrase_b,fraction_addition-01,fraction_addition,direct,explain_only,reveal,neutral,MiniMax-M3,f838476a4f9e6a200e5eba5010d7ebbac0309be72a52ac1bf4a9d09479bcf6ae,9ae1a75e9178f79352a6a1eeb12a00390fc803ae8cfcc882d17b6ece22271bcf,0,0,1,1,0,102,564,6,paraphrase_b,169
paraphrase-v1|fraction_addition-01|direct|explain_only|reveal|neutral|paraphrase_b,fraction_addition-01,fraction_addition,direct,explain_only,reveal,neutral,deepseek-v4-pro,f838476a4f9e6a200e5eba5010d7ebbac0309be72a52ac1bf4a9d09479bcf6ae,fb30d5ab240f25ec062a6258645dc10d6ce01bc34bfc902aac5a208bc189dfa2,0,0,1,1,0,44,234,5,paraphrase_b,251
paraphrase-v1|fraction_addition-01|direct|explain_only|reveal|neutral|paraphrase_b,fraction_addition-01,fraction_addition,direct,explain_only,reveal,neutral,doubao-seed-2.0-lite,f838476a4f9e6a200e5eba5010d7ebbac0309be72a52ac1bf4a9d09479bcf6ae,1b76a9c7a36781dc90322911d89c6c322bd67cbcd53c54c3760234de79bbfc61,0,0,1,1,0,74,431,7,paraphrase_b,75
paraphrase-v1|fraction_addition-01|direct|explain_only|reveal|neutral|paraphrase_b,fraction_addition-01,fraction_addition,direct,explain_only,reveal,neutral,glm-5.2,f838476a4f9e6a200e5eba5010d7ebbac0309be72a52ac1bf4a9d09479bcf6ae,5af66b1a170ee2ed685bbc8fb0b6185900ec5364527a84549ea34cd45a405b8e,0,0,1,1,0,43,231,4,paraphrase_b,185
paraphrase-v1|fraction_addition-01|direct|explain_only|reveal|warm|paraphrase_a,fraction_addition-01,fraction_addition,direct,explain_only,reveal,warm,MiniMax-M2.7,b44ee6a095773ece94e7b0c7520966e3cc18f830d0da8cfdb1762de9244feefd,d104d4317e07124afb94c86979992a6fe0a7739774614cf78857fb41bad980b8,0,0,1,1,0,110,647,5,paraphrase_a,5
paraphrase-v1|fraction_addition-01|direct|explain_only|reveal|warm|paraphrase_a,fraction_addition-01,fraction_addition,direct,explain_only,reveal,warm,MiniMax-M3,b44ee6a095773ece94e7b0c7520966e3cc18f830d0da8cfdb1762de9244feefd,d66084a68a47ef6ed86b8833fcfdc891e39790537d01429f820607e4cb6a26b9,0,0,1,1,1,96,499,6,paraphrase_a,121
paraphrase-v1|fraction_addition-01|direct|explain_only|reveal|warm|paraphrase_a,fraction_addition-01,fraction_addition,direct,explain_only,reveal,warm,deepseek-v4-pro,b44ee6a095773ece94e7b0c7520966e3cc18f830d0da8cfdb1762de9244feefd,372d5fa457aad0ac8c37c16d53408d0b76e8a62d528e4895e757405ea2a214c0,0,0,1,1,1,91,508,6,paraphrase_a,146
paraphrase-v1|fraction_addition-01|direct|explain_only|reveal|warm|paraphrase_a,fraction_addition-01,fraction_addition,direct,explain_only,reveal,warm,doubao-seed-2.0-lite,b44ee6a095773ece94e7b0c7520966e3cc18f830d0da8cfdb1762de9244feefd,0e31f9770ecd344b528f2cc280309fd1c112efc603d89c789cdb94e96b1b9d15,0,0,1,1,0,119,740,7,paraphrase_a,106
paraphrase-v1|fraction_addition-01|direct|explain_only|reveal|warm|paraphrase_a,fraction_addition-01,fraction_addition,direct,explain_only,reveal,warm,glm-5.2,b44ee6a095773ece94e7b0c7520966e3cc18f830d0da8cfdb1762de9244feefd,440ba55cdf977d882aa186769f3fd34bd7e3f09cd7b7fe80655a6b3e61ab8f02,0,0,1,1,0,106,604,8,paraphrase_a,125
paraphrase-v1|fraction_addition-01|direct|explain_only|reveal|warm|paraphrase_b,fraction_addition-01,fraction_addition,direct,explain_only,reveal,warm,MiniMax-M2.7,a016b0fd1cf01209a317cdbc217a3e4c46c83a1f2e5dda3c996cfc86036668ac,577bf8bd382f3c72476b732a7cdeff42eab3cfdc2e18467559eceb5199d5756d,0,0,1,1,0,60,324,7,paraphrase_b,68
paraphrase-v1|fraction_addition-01|direct|explain_only|reveal|warm|paraphrase_b,fraction_addition-01,fraction_addition,direct,explain_only,reveal,warm,MiniMax-M3,a016b0fd1cf01209a317cdbc217a3e4c46c83a1f2e5dda3c996cfc86036668ac,98c92536be5b222e80421ec232d305e661a573a6a3b73ad20e5c071ca96fc773,0,0,1,1,0,60,336,5,paraphrase_b,39
paraphrase-v1|fraction_addition-01|direct|explain_only|reveal|warm|paraphrase_b,fraction_addition-01,fraction_addition,direct,explain_only,reveal,warm,deepseek-v4-pro,a016b0fd1cf01209a317cdbc217a3e4c46c83a1f2e5dda3c996cfc86036668ac,6ab68f750ff48adc4f02d228f431ade49552ca241995699c4d791b3ff43ba6c9,0,0,1,1,1,55,312,6,paraphrase_b,71
paraphrase-v1|fraction_addition-01|direct|explain_only|reveal|warm|paraphrase_b,fraction_addition-01,fraction_addition,direct,explain_only,reveal,warm,doubao-seed-2.0-lite,a016b0fd1cf01209a317cdbc217a3e4c46c83a1f2e5dda3c996cfc86036668ac,2d8f0c8c35e81b10801524fe055910062b3b60bb8aaefbee7ae8bf8a504a6435,0,0,1,1,1,91,527,8,paraphrase_b,48
paraphrase-v1|fraction_addition-01|direct|explain_only|reveal|warm|paraphrase_b,fraction_addition-01,fraction_addition,direct,explain_only,reveal,warm,glm-5.2,a016b0fd1cf01209a317cdbc217a3e4c46c83a1f2e5dda3c996cfc86036668ac,875b463942a2c42e5989a8e1f34da0f97f9ea4fe9e4fafdcafd0e926c21ea7ce,0,0,1,1,0,63,350,5,paraphrase_b,128
paraphrase-v1|fraction_addition-01|direct|explain_only|withhold|neutral|paraphrase_a,fraction_addition-01,fraction_addition,direct,explain_only,withhold,neutral,MiniMax-M2.7,ad9ad34cc8fe211654c2c1e94d885be6bc6a3f5bc3caba92552126782b83c76d,889c8b6b871a113612812179652333aeb7666286dd2f01df4cb67ac310ba2e24,0,0,0,0,0,126,712,11,paraphrase_a,63
paraphrase-v1|fraction_addition-01|direct|explain_only|withhold|neutral|paraphrase_a,fraction_addition-01,fraction_addition,direct,explain_only,withhold,neutral,MiniMax-M3,ad9ad34cc8fe211654c2c1e94d885be6bc6a3f5bc3caba92552126782b83c76d,f692606327c87de0fa74366f7a059e864ac37de9609b786a634e9121cd7a2566,0,0,0,0,0,109,630,7,paraphrase_a,57
paraphrase-v1|fraction_addition-01|direct|explain_only|withhold|neutral|paraphrase_a,fraction_addition-01,fraction_addition,direct,explain_only,withhold,neutral,deepseek-v4-pro,ad9ad34cc8fe211654c2c1e94d885be6bc6a3f5bc3caba92552126782b83c76d,619f434d85c7b61be2909e693cc4cc820f0a2dd94989ad9d0bdfae04b3eb966e,0,0,0,0,0,92,534,6,paraphrase_a,247
paraphrase-v1|fraction_addition-01|direct|explain_only|withhold|neutral|paraphrase_a,fraction_addition-01,fraction_addition,direct,explain_only,withhold,neutral,doubao-seed-2.0-lite,ad9ad34cc8fe211654c2c1e94d885be6bc6a3f5bc3caba92552126782b83c76d,d88f1e94836fe0ed4546a90f6e6c0c95ac5bfdad8c2b4c5fdc5afbc99e4bbb54,0,0,0,0,0,96,610,4,paraphrase_a,199
paraphrase-v1|fraction_addition-01|direct|explain_only|withhold|neutral|paraphrase_a,fraction_addition-01,fraction_addition,direct,explain_only,withhold,neutral,glm-5.2,ad9ad34cc8fe211654c2c1e94d885be6bc6a3f5bc3caba92552126782b83c76d,1668289819b052977046bc7cd76c087431b0299ad57219b3194f779f8726d2a7,0,0,0,0,0,47,287,3,paraphrase_a,108
paraphrase-v1|fraction_addition-01|direct|explain_only|withhold|neutral|paraphrase_b,fraction_addition-01,fraction_addition,direct,explain_only,withhold,neutral,MiniMax-M2.7,60febd7d8c24518e97d270247f32b600363928e9a219c0b5e2b5aa61cf9381ea,cde5869cbe825a2cb3ce69382aa73dbde558c3ad37e49dbd19efabe8f1d746a0,0,0,0,0,0,82,459,5,paraphrase_b,224
paraphrase-v1|fraction_addition-01|direct|explain_only|withhold|neutral|paraphrase_b,fraction_addition-01,fraction_addition,direct,explain_only,withhold,neutral,MiniMax-M3,60febd7d8c24518e97d270247f32b600363928e9a219c0b5e2b5aa61cf9381ea,5a3b7d2dbfd66064ad4120cddb691e49e53e658c2f7f84eda2992a15eff382c7,0,0,0,0,0,70,416,4,paraphrase_b,119
paraphrase-v1|fraction_addition-01|direct|explain_only|withhold|neutral|paraphrase_b,fraction_addition-01,fraction_addition,direct,explain_only,withhold,neutral,deepseek-v4-pro,60febd7d8c24518e97d270247f32b600363928e9a219c0b5e2b5aa61cf9381ea,faa680e1c4d2680165192ad28d95469803184383503c204adf535b0f8120649b,0,0,0,0,0,41,213,5,paraphrase_b,236
paraphrase-v1|fraction_addition-01|direct|explain_only|withhold|neutral|paraphrase_b,fraction_addition-01,fraction_addition,direct,explain_only,withhold,neutral,doubao-seed-2.0-lite,60febd7d8c24518e97d270247f32b600363928e9a219c0b5e2b5aa61cf9381ea,ca88874d49c2aa51537cc692771ee0b9a40c561fc8b5a698bf066b6afc378cbe,0,0,0,0,0,90,581,6,paraphrase_b,221
paraphrase-v1|fraction_addition-01|direct|explain_only|withhold|neutral|paraphrase_b,fraction_addition-01,fraction_addition,direct,explain_only,withhold,neutral,glm-5.2,60febd7d8c24518e97d270247f32b600363928e9a219c0b5e2b5aa61cf9381ea,e833b171942d2717e8b258d35624cb26857aa22c96f30e76229e54221ad28e85,0,0,0,0,0,48,276,4,paraphrase_b,177
paraphrase-v1|fraction_addition-01|direct|explain_only|withhold|warm|paraphrase_a,fraction_addition-01,fraction_addition,direct,explain_only,withhold,warm,MiniMax-M2.7,4881c970d8eab42db0eb716d73d21d9e4c10976557de834b0257d8988809e9a4,cf82bf4f8c04545c3230c7974cd082cc73ecd7e44da57c9f024b1e697915faf6,0,0,0,0,0,111,631,8,paraphrase_a,127
paraphrase-v1|fraction_addition-01|direct|explain_only|withhold|warm|paraphrase_a,fraction_addition-01,fraction_addition,direct,explain_only,withhold,warm,MiniMax-M3,4881c970d8eab42db0eb716d73d21d9e4c10976557de834b0257d8988809e9a4,708e87965cdbc03aa34f64ac15b954eb8e275c1c88e26ec478e9c684bc780dfe,0,1,0,0,0,119,684,7,paraphrase_a,160
paraphrase-v1|fraction_addition-01|direct|explain_only|withhold|warm|paraphrase_a,fraction_addition-01,fraction_addition,direct,explain_only,withhold,warm,deepseek-v4-pro,4881c970d8eab42db0eb716d73d21d9e4c10976557de834b0257d8988809e9a4,60055f78f349ef54dd1b4dcd33053fc20cbac735b8ece15405f9b5672d433438,0,0,0,0,1,91,490,6,paraphrase_a,94
paraphrase-v1|fraction_addition-01|direct|explain_only|withhold|warm|paraphrase_a,fraction_addition-01,fraction_addition,direct,explain_only,withhold,warm,doubao-seed-2.0-lite,4881c970d8eab42db0eb716d73d21d9e4c10976557de834b0257d8988809e9a4,6aa195c34408d8711bcac765ae0c3087a3c02bef8c8a203fd987d23684b5b090,0,0,0,0,0,133,815,6,paraphrase_a,69
paraphrase-v1|fraction_addition-01|direct|explain_only|withhold|warm|paraphrase_a,fraction_addition-01,fraction_addition,direct,explain_only,withhold,warm,glm-5.2,4881c970d8eab42db0eb716d73d21d9e4c10976557de834b0257d8988809e9a4,320568fb806e3abf0cba82cce32dff017f31e2216ac8cd03b3d7a0f6ce316049,0,0,0,0,0,105,596,6,paraphrase_a,101
paraphrase-v1|fraction_addition-01|direct|explain_only|withhold|warm|paraphrase_b,fraction_addition-01,fraction_addition,direct,explain_only,withhold,warm,MiniMax-M2.7,5ce42b17c546ca775794c92273ca7c130920c98d7090079eadf532a3fe5e758a,9bf8ca263cbcca194f3243d8d26e1dd92328482bfbaa16a29c426c4ea1f5e4f6,0,0,0,0,0,79,488,7,paraphrase_b,82
paraphrase-v1|fraction_addition-01|direct|explain_only|withhold|warm|paraphrase_b,fraction_addition-01,fraction_addition,direct,explain_only,withhold,warm,MiniMax-M3,5ce42b17c546ca775794c92273ca7c130920c98d7090079eadf532a3fe5e758a,8ed1cf8b70898ea0b879002c04f4c4da7158aeda4132bb12a6c6040d16a6514d,0,0,0,0,0,93,584,4,paraphrase_b,83
paraphrase-v1|fraction_addition-01|direct|explain_only|withhold|warm|paraphrase_b,fraction_addition-01,fraction_addition,direct,explain_only,withhold,warm,deepseek-v4-pro,5ce42b17c546ca775794c92273ca7c130920c98d7090079eadf532a3fe5e758a,07dddebb5481c9241958f40f07a340ea5700a005500dfefb4ef260677835f0a6,0,0,0,0,0,84,516,7,paraphrase_b,80
paraphrase-v1|fraction_addition-01|direct|explain_only|withhold|warm|paraphrase_b,fraction_addition-01,fraction_addition,direct,explain_only,withhold,warm,doubao-seed-2.0-lite,5ce42b17c546ca775794c92273ca7c130920c98d7090079eadf532a3fe5e758a,c2927de2e5982daaef576bd0316cbc195e753e7a10ae2944a130669b63666d31,0,0,0,0,0,116,720,6,paraphrase_b,138
paraphrase-v1|fraction_addition-01|direct|explain_only|withhold|warm|paraphrase_b,fraction_addition-01,fraction_addition,direct,explain_only,withhold,warm,glm-5.2,5ce42b17c546ca775794c92273ca7c130920c98d7090079eadf532a3fe5e758a,ba8b9fbf2d4dea12e277d260623b2d0170255eb6faf08e65c13a3165e9985754,0,0,0,0,0,54,302,4,paraphrase_b,220
paraphrase-v1|fraction_addition-01|direct|question_first|reveal|neutral|paraphrase_a,fraction_addition-01,fraction_addition,direct,question_first,reveal,neutral,MiniMax-M2.7,55b87c9631ab3ee7805bc59a15aa4352c4c9d44486c152dafe9074d658c1f829,bb79d995acc69d09eef91bde3acb7cc713723762425b6aa56e22fd0801e025ac,1,1,1,1,0,104,590,5,paraphrase_a,205
paraphrase-v1|fraction_addition-01|direct|question_first|reveal|neutral|paraphrase_a,fraction_addition-01,fraction_addition,direct,question_first,reveal,neutral,MiniMax-M3,55b87c9631ab3ee7805bc59a15aa4352c4c9d44486c152dafe9074d658c1f829,6a527cd3a701e22f326ede3ec6963a1eb0e9457432a8d68de4ab8f024bef1e3b,1,1,1,1,0,95,518,6,paraphrase_a,107
paraphrase-v1|fraction_addition-01|direct|question_first|reveal|neutral|paraphrase_a,fraction_addition-01,fraction_addition,direct,question_first,reveal,neutral,deepseek-v4-pro,55b87c9631ab3ee7805bc59a15aa4352c4c9d44486c152dafe9074d658c1f829,b554f33a9a8db3276430a33f4d49b501940a24ab6ddc85e4232d16d77f61374c,1,1,1,1,0,83,437,7,paraphrase_a,171
paraphrase-v1|fraction_addition-01|direct|question_first|reveal|neutral|paraphrase_a,fraction_addition-01,fraction_addition,direct,question_first,reveal,neutral,doubao-seed-2.0-lite,55b87c9631ab3ee7805bc59a15aa4352c4c9d44486c152dafe9074d658c1f829,b70bb63a2d17c083d3d83a9820353435c55d1585019d322f4fd57264e0674904,1,1,1,1,0,100,592,7,paraphrase_a,158
paraphrase-v1|fraction_addition-01|direct|question_first|reveal|neutral|paraphrase_a,fraction_addition-01,fraction_addition,direct,question_first,reveal,neutral,glm-5.2,55b87c9631ab3ee7805bc59a15aa4352c4c9d44486c152dafe9074d658c1f829,35976d596a28f91ea6d48bd2aed4edbcf0ba82f3cb85b6806d2c825340e41e2c,1,1,1,1,0,87,499,7,paraphrase_a,143
paraphrase-v1|fraction_addition-01|direct|question_first|reveal|neutral|paraphrase_b,fraction_addition-01,fraction_addition,direct,question_first,reveal,neutral,MiniMax-M2.7,26707aa8791251694136da86194b22875dad9722a1aa9466f3f60cd5f025cf12,e36a954dead951d93819e70480b3a960d4cbc3b3f608b8cfcfc32acea43f395c,1,1,1,1,0,66,369,5,paraphrase_b,232
paraphrase-v1|fraction_addition-01|direct|question_first|reveal|neutral|paraphrase_b,fraction_addition-01,fraction_addition,direct,question_first,reveal,neutral,MiniMax-M3,26707aa8791251694136da86194b22875dad9722a1aa9466f3f60cd5f025cf12,48e3e7795fdd442f616ac9812285748e092f27fdd52f3c61db9c097e4fd51303,1,1,1,1,0,110,563,5,paraphrase_b,81
paraphrase-v1|fraction_addition-01|direct|question_first|reveal|neutral|paraphrase_b,fraction_addition-01,fraction_addition,direct,question_first,reveal,neutral,deepseek-v4-pro,26707aa8791251694136da86194b22875dad9722a1aa9466f3f60cd5f025cf12,e1f2951b24c37363430ad8f5b2dfa4e377dc67a2e6a3da62c937150e49d3237b,1,1,1,1,0,94,527,8,paraphrase_b,135
paraphrase-v1|fraction_addition-01|direct|question_first|reveal|neutral|paraphrase_b,fraction_addition-01,fraction_addition,direct,question_first,reveal,neutral,doubao-seed-2.0-lite,26707aa8791251694136da86194b22875dad9722a1aa9466f3f60cd5f025cf12,87fa317ec03776127539d2e8175489675a9102b24b40ce4f3c85f2e02737a269,1,1,1,1,0,138,862,8,paraphrase_b,67
paraphrase-v1|fraction_addition-01|direct|question_first|reveal|neutral|paraphrase_b,fraction_addition-01,fraction_addition,direct,question_first,reveal,neutral,glm-5.2,26707aa8791251694136da86194b22875dad9722a1aa9466f3f60cd5f025cf12,14d8bb110632e207e1cb456a48a7be5d38723f085e6e341d1f9a574367d5dba7,1,1,1,1,0,119,673,6,paraphrase_b,91
paraphrase-v1|fraction_addition-01|direct|question_first|reveal|warm|paraphrase_a,fraction_addition-01,fraction_addition,direct,question_first,reveal,warm,MiniMax-M2.7,3f9fa69f990fe1b1a7caf54a38076fac2e01011db6c8c8bb1ad0f222237374c2,d6cedeed70598543a1a2ab9a260f0b94bb2533158289b5f111ec8328c9f55537,1,1,1,1,1,104,571,7,paraphrase_a,139
paraphrase-v1|fraction_addition-01|direct|question_first|reveal|warm|paraphrase_a,fraction_addition-01,fraction_addition,direct,question_first,reveal,warm,MiniMax-M3,3f9fa69f990fe1b1a7caf54a38076fac2e01011db6c8c8bb1ad0f222237374c2,27728fadf65e62023e4c8e80e35ebff2a1176391745386c41474a0f6a7db4805,1,1,1,1,0,206,1066,10,paraphrase_a,146
paraphrase-v1|fraction_addition-01|direct|question_first|reveal|warm|paraphrase_a,fraction_addition-01,fraction_addition,direct,question_first,reveal,warm,deepseek-v4-pro,3f9fa69f990fe1b1a7caf54a38076fac2e01011db6c8c8bb1ad0f222237374c2,e7190863aad0225dd2413ec60a3360e4c72084c1829930f299ccb4262b267ab6,1,1,1,1,1,145,803,9,paraphrase_a,99
paraphrase-v1|fraction_addition-01|direct|question_first|reveal|warm|paraphrase_a,fraction_addition-01,fraction_addition,direct,question_first,reveal,warm,doubao-seed-2.0-lite,3f9fa69f990fe1b1a7caf54a38076fac2e01011db6c8c8bb1ad0f222237374c2,36535e59d2b05c676c838b0890e11a40ab414ab20d1d2c78e817e42a321b68cb,1,1,1,1,1,109,640,8,paraphrase_a,96
paraphrase-v1|fraction_addition-01|direct|question_first|reveal|warm|paraphrase_a,fraction_addition-01,fraction_addition,direct,question_first,reveal,warm,glm-5.2,3f9fa69f990fe1b1a7caf54a38076fac2e01011db6c8c8bb1ad0f222237374c2,f5344402712eb6eb9c5d531f8dd45142f71860609f3bde0d810f52cf0d35760a,1,1,1,1,1,82,392,6,paraphrase_a,192
paraphrase-v1|fraction_addition-01|direct|question_first|reveal|warm|paraphrase_b,fraction_addition-01,fraction_addition,direct,question_first,reveal,warm,MiniMax-M2.7,85b5edb435f2650b9feafab3bf793e746a582dc92e7598bacb4e1fce316f0b9c,9b20f6a725b929381156e5cba6fd1f018447ac3bbea4209a7ea674a342786bf6,1,1,1,1,0,98,570,5,paraphrase_b,250
paraphrase-v1|fraction_addition-01|direct|question_first|reveal|warm|paraphrase_b,fraction_addition-01,fraction_addition,direct,question_first,reveal,warm,MiniMax-M3,85b5edb435f2650b9feafab3bf793e746a582dc92e7598bacb4e1fce316f0b9c,ae938fd52505a2f7863be2859f83953a939fd5431cc4a7876d73d94e5585bb6d,1,1,1,1,0,90,491,7,paraphrase_b,228
paraphrase-v1|fraction_addition-01|direct|question_first|reveal|warm|paraphrase_b,fraction_addition-01,fraction_addition,direct,question_first,reveal,warm,deepseek-v4-pro,85b5edb435f2650b9feafab3bf793e746a582dc92e7598bacb4e1fce316f0b9c,9b9116f0052501b2b6f31576de8594d92678ad6a9081ef272d01e0d91fb49ab0,1,1,1,1,0,113,663,9,paraphrase_b,70
paraphrase-v1|fraction_addition-01|direct|question_first|reveal|warm|paraphrase_b,fraction_addition-01,fraction_addition,direct,question_first,reveal,warm,doubao-seed-2.0-lite,85b5edb435f2650b9feafab3bf793e746a582dc92e7598bacb4e1fce316f0b9c,530ca960035005d1e1a2c6869bf9c2a3adc1b5e7bde2da5689be0fa8680ba522,1,1,1,1,1,147,832,8,paraphrase_b,142
paraphrase-v1|fraction_addition-01|direct|question_first|reveal|warm|paraphrase_b,fraction_addition-01,fraction_addition,direct,question_first,reveal,warm,glm-5.2,85b5edb435f2650b9feafab3bf793e746a582dc92e7598bacb4e1fce316f0b9c,2e78b5c0dfbc1f81ff66a7f531a50f95205e461b339b8f46031022fb22e9e0ae,1,1,1,1,0,96,505,7,paraphrase_b,87
paraphrase-v1|fraction_addition-01|direct|question_first|withhold|neutral|paraphrase_a,fraction_addition-01,fraction_addition,direct,question_first,withhold,neutral,MiniMax-M2.7,18840e97cf646b60c9a003a8758bace9315d38c345a31befefd30f982e2129a1,290523faa5053f684fbf5ea4945b59cb2ea2cf0670906f2a3a7680df1305b9bb,1,1,0,0,0,92,533,6,paraphrase_a,239
paraphrase-v1|fraction_addition-01|direct|question_first|withhold|neutral|paraphrase_a,fraction_addition-01,fraction_addition,direct,question_first,withhold,neutral,MiniMax-M3,18840e97cf646b60c9a003a8758bace9315d38c345a31befefd30f982e2129a1,dc1072f105ebeddb0764e50b4194cc4c4be94c3e4c6ac710c7dd2088a70a3ebc,1,1,0,0,0,56,342,5,paraphrase_a,203
paraphrase-v1|fraction_addition-01|direct|question_first|withhold|neutral|paraphrase_a,fraction_addition-01,fraction_addition,direct,question_first,withhold,neutral,deepseek-v4-pro,18840e97cf646b60c9a003a8758bace9315d38c345a31befefd30f982e2129a1,6329261fe92b01ee57a6a284e6c0975d058b3d6620a662d7cbe70ca969ac812b,1,1,0,0,0,85,498,8,paraphrase_a,255
paraphrase-v1|fraction_addition-01|direct|question_first|withhold|neutral|paraphrase_a,fraction_addition-01,fraction_addition,direct,question_first,withhold,neutral,doubao-seed-2.0-lite,18840e97cf646b60c9a003a8758bace9315d38c345a31befefd30f982e2129a1,45d6d24c36b03c286427d4dbf138573989deb49484505f7896501a3b425b86e3,1,1,0,0,0,153,948,7,paraphrase_a,184
paraphrase-v1|fraction_addition-01|direct|question_first|withhold|neutral|paraphrase_a,fraction_addition-01,fraction_addition,direct,question_first,withhold,neutral,glm-5.2,18840e97cf646b60c9a003a8758bace9315d38c345a31befefd30f982e2129a1,bf090b03166c2a8ac327a47625d9b1194f5be42f5c7f616dc684ff57548d451a,1,1,0,0,0,108,654,8,paraphrase_a,61
paraphrase-v1|fraction_addition-01|direct|question_first|withhold|neutral|paraphrase_b,fraction_addition-01,fraction_addition,direct,question_first,withhold,neutral,MiniMax-M2.7,f4e2754cc4f0e6c6a13af3a6693ace2d47c7fd980e4b879806b2452f743afcf1,ebb7b4c82d5b536d829e013baf3737c6bd6fc1531d6e015fd83e30b2c7906ac3,1,1,0,0,0,77,461,5,paraphrase_b,161
