benchmark,family,arm,pair_id,item_id,model,judge,win_score,strict_win
mathtutorbench_scaffolding,standard,scaffolding,692,scaffolding-692,deepseek-v4-pro,deepseek-v4-flash,0.0,0
mathtutorbench_scaffolding,standard,scaffolding,693,scaffolding-693,deepseek-v4-pro,deepseek-v4-flash,0.0,0
mathtutorbench_scaffolding,standard,scaffolding,694,scaffolding-694,deepseek-v4-pro,deepseek-v4-flash,0.0,0
mathtutorbench_scaffolding,standard,scaffolding,695,scaffolding-695,deepseek-v4-pro,deepseek-v4-flash,0.5,0
mathtutorbench_scaffolding,standard,scaffolding,696,scaffolding-696,deepseek-v4-pro,deepseek-v4-flash,1.0,1
mathtutorbench_scaffolding,standard,scaffolding,697,scaffolding-697,deepseek-v4-pro,deepseek-v4-flash,0.0,0
mathtutorbench_scaffolding,standard,scaffolding,698,scaffolding-698,deepseek-v4-pro,deepseek-v4-flash,1.0,1
mathtutorbench_scaffolding,standard,scaffolding,699,scaffolding-699,deepseek-v4-pro,deepseek-v4-flash,0.0,0
mathtutorbench_scaffolding,standard,scaffolding,700,scaffolding-700,deepseek-v4-pro,deepseek-v4-flash,0.5,0
mathtutorbench_scaffolding,standard,scaffolding,701,scaffolding-701,deepseek-v4-pro,deepseek-v4-flash,1.0,1
mathtutorbench_scaffolding,standard,scaffolding,702,scaffolding-702,deepseek-v4-pro,deepseek-v4-flash,1.0,1
mathtutorbench_scaffolding,standard,scaffolding,703,scaffolding-703,deepseek-v4-pro,deepseek-v4-flash,1.0,1
mathtutorbench_scaffolding,standard,scaffolding,704,scaffolding-704,deepseek-v4-pro,deepseek-v4-flash,0.5,0
mathtutorbench_scaffolding,standard,scaffolding,705,scaffolding-705,deepseek-v4-pro,deepseek-v4-flash,1.0,1
mathtutorbench_scaffolding,standard,scaffolding,706,scaffolding-706,deepseek-v4-pro,deepseek-v4-flash,0.0,0
mathtutorbench_scaffolding,standard,scaffolding,707,scaffolding-707,deepseek-v4-pro,deepseek-v4-flash,1.0,1
mathtutorbench_scaffolding,standard,scaffolding,708,scaffolding-708,deepseek-v4-pro,deepseek-v4-flash,0.0,0
mathtutorbench_scaffolding,standard,scaffolding,709,scaffolding-709,deepseek-v4-pro,deepseek-v4-flash,0.5,0
mathtutorbench_scaffolding,standard,scaffolding,710,scaffolding-710,deepseek-v4-pro,deepseek-v4-flash,1.0,1
mathtutorbench_scaffolding,standard,scaffolding,711,scaffolding-711,deepseek-v4-pro,deepseek-v4-flash,0.0,0
mathtutorbench_scaffolding,standard,scaffolding,712,scaffolding-712,deepseek-v4-pro,deepseek-v4-flash,0.0,0
mathtutorbench_scaffolding,standard,scaffolding,713,scaffolding-713,deepseek-v4-pro,deepseek-v4-flash,0.5,0
mathtutorbench_scaffolding,standard,scaffolding,714,scaffolding-714,deepseek-v4-pro,deepseek-v4-flash,1.0,1
mathtutorbench_scaffolding,standard,scaffolding,715,scaffolding-715,deepseek-v4-pro,deepseek-v4-flash,1.0,1
mathtutorbench_scaffolding,standard,scaffolding,716,scaffolding-716,deepseek-v4-pro,deepseek-v4-flash,0.0,0
mathtutorbench_scaffolding,standard,scaffolding,717,scaffolding-717,deepseek-v4-pro,deepseek-v4-flash,1.0,1
mathtutorbench_scaffolding,standard,scaffolding,718,scaffolding-718,deepseek-v4-pro,deepseek-v4-flash,1.0,1
mathtutorbench_scaffolding,standard,scaffolding,719,scaffolding-719,deepseek-v4-pro,deepseek-v4-flash,0.0,0
mathtutorbench_scaffolding,standard,scaffolding,720,scaffolding-720,deepseek-v4-pro,deepseek-v4-flash,1.0,1
mathtutorbench_scaffolding,standard,scaffolding,721,scaffolding-721,deepseek-v4-pro,deepseek-v4-flash,0.5,0
mathtutorbench_scaffolding,standard,scaffolding,722,scaffolding-722,deepseek-v4-pro,deepseek-v4-flash,1.0,1
mathtutorbench_scaffolding,standard,scaffolding,723,scaffolding-723,deepseek-v4-pro,deepseek-v4-flash,0.0,0
mathtutorbench_scaffolding,standard,scaffolding,724,scaffolding-724,deepseek-v4-pro,deepseek-v4-flash,0.0,0
mathtutorbench_scaffolding,standard,scaffolding,725,scaffolding-725,deepseek-v4-pro,deepseek-v4-flash,1.0,1
mathtutorbench_scaffolding,standard,scaffolding,726,scaffolding-726,deepseek-v4-pro,deepseek-v4-flash,0.0,0
mathtutorbench_scaffolding,standard,scaffolding,727,scaffolding-727,deepseek-v4-pro,deepseek-v4-flash,0.0,0
mathtutorbench_scaffolding,standard,scaffolding,728,scaffolding-728,deepseek-v4-pro,deepseek-v4-flash,0.5,0
mathtutorbench_scaffolding,standard,scaffolding,729,scaffolding-729,deepseek-v4-pro,deepseek-v4-flash,0.0,0
mathtutorbench_scaffolding,standard,scaffolding,730,scaffolding-730,deepseek-v4-pro,deepseek-v4-flash,0.5,0
mathtutorbench_scaffolding,standard,scaffolding,731,scaffolding-731,deepseek-v4-pro,deepseek-v4-flash,0.5,0
mathtutorbench_scaffolding,standard,scaffolding,732,scaffolding-732,deepseek-v4-pro,deepseek-v4-flash,1.0,1
mathtutorbench_scaffolding,standard,scaffolding,733,scaffolding-733,deepseek-v4-pro,deepseek-v4-flash,1.0,1
mathtutorbench_scaffolding,standard,scaffolding,734,scaffolding-734,deepseek-v4-pro,deepseek-v4-flash,1.0,1
mathtutorbench_scaffolding,standard,scaffolding,735,scaffolding-735,deepseek-v4-pro,deepseek-v4-flash,1.0,1
mathtutorbench_scaffolding,standard,scaffolding,736,scaffolding-736,deepseek-v4-pro,deepseek-v4-flash,1.0,1
mathtutorbench_scaffolding,standard,scaffolding,737,scaffolding-737,deepseek-v4-pro,deepseek-v4-flash,1.0,1
mathtutorbench_scaffolding,standard,scaffolding,738,scaffolding-738,deepseek-v4-pro,deepseek-v4-flash,1.0,1
mathtutorbench_scaffolding,standard,scaffolding,739,scaffolding-739,deepseek-v4-pro,deepseek-v4-flash,0.5,0
mathtutorbench_scaffolding,standard,scaffolding,740,scaffolding-740,deepseek-v4-pro,deepseek-v4-flash,1.0,1
mathtutorbench_scaffolding,standard,scaffolding,741,scaffolding-741,deepseek-v4-pro,deepseek-v4-flash,0.5,0
mathtutorbench_scaffolding,standard,scaffolding,742,scaffolding-742,deepseek-v4-pro,deepseek-v4-flash,1.0,1
mathtutorbench_scaffolding,standard,scaffolding,743,scaffolding-743,deepseek-v4-pro,deepseek-v4-flash,1.0,1
mathtutorbench_scaffolding,standard,scaffolding,744,scaffolding-744,deepseek-v4-pro,deepseek-v4-flash,0.0,0
mathtutorbench_scaffolding,standard,scaffolding,745,scaffolding-745,deepseek-v4-pro,deepseek-v4-flash,1.0,1
mathtutorbench_scaffolding,standard,scaffolding,746,scaffolding-746,deepseek-v4-pro,deepseek-v4-flash,1.0,1
mathtutorbench_scaffolding,standard,scaffolding,747,scaffolding-747,deepseek-v4-pro,deepseek-v4-flash,1.0,1
mathtutorbench_scaffolding,standard,scaffolding,748,scaffolding-748,deepseek-v4-pro,deepseek-v4-flash,1.0,1
mathtutorbench_scaffolding,standard,scaffolding,749,scaffolding-749,deepseek-v4-pro,deepseek-v4-flash,1.0,1
mathtutorbench_scaffolding,standard,scaffolding,750,scaffolding-750,deepseek-v4-pro,deepseek-v4-flash,0.5,0
mathtutorbench_scaffolding,standard,scaffolding,751,scaffolding-751,deepseek-v4-pro,deepseek-v4-flash,0.5,0
mathtutorbench_scaffolding,standard,scaffolding,752,scaffolding-752,deepseek-v4-pro,deepseek-v4-flash,1.0,1
mathtutorbench_scaffolding,standard,scaffolding,753,scaffolding-753,deepseek-v4-pro,deepseek-v4-flash,0.0,0
mathtutorbench_scaffolding,standard,scaffolding,754,scaffolding-754,deepseek-v4-pro,deepseek-v4-flash,0.0,0
mathtutorbench_scaffolding,standard,scaffolding,755,scaffolding-755,deepseek-v4-pro,deepseek-v4-flash,1.0,1
mathtutorbench_scaffolding,standard,scaffolding,756,scaffolding-756,deepseek-v4-pro,deepseek-v4-flash,0.0,0
mathtutorbench_scaffolding,standard,scaffolding,757,scaffolding-757,deepseek-v4-pro,deepseek-v4-flash,1.0,1
mathtutorbench_scaffolding,standard,scaffolding,758,scaffolding-758,deepseek-v4-pro,deepseek-v4-flash,1.0,1
mathtutorbench_scaffolding,standard,scaffolding,759,scaffolding-759,deepseek-v4-pro,deepseek-v4-flash,0.0,0
mathtutorbench_scaffolding,standard,scaffolding,760,scaffolding-760,deepseek-v4-pro,deepseek-v4-flash,1.0,1
mathtutorbench_scaffolding,standard,scaffolding,761,scaffolding-761,deepseek-v4-pro,deepseek-v4-flash,0.0,0
mathtutorbench_scaffolding,standard,scaffolding,762,scaffolding-762,deepseek-v4-pro,deepseek-v4-flash,0.0,0
mathtutorbench_scaffolding,standard,scaffolding,763,scaffolding-763,deepseek-v4-pro,deepseek-v4-flash,1.0,1
mathtutorbench_scaffolding,standard,scaffolding,764,scaffolding-764,deepseek-v4-pro,deepseek-v4-flash,1.0,1
mathtutorbench_scaffolding,standard,scaffolding,765,scaffolding-765,deepseek-v4-pro,deepseek-v4-flash,0.0,0
mathtutorbench_scaffolding,standard,scaffolding,766,scaffolding-766,deepseek-v4-pro,deepseek-v4-flash,1.0,1
mathtutorbench_scaffolding,standard,scaffolding,767,scaffolding-767,deepseek-v4-pro,deepseek-v4-flash,1.0,1
mathtutorbench_scaffolding,standard,scaffolding,768,scaffolding-768,deepseek-v4-pro,deepseek-v4-flash,1.0,1
mathtutorbench_scaffolding,standard,scaffolding,769,scaffolding-769,deepseek-v4-pro,deepseek-v4-flash,1.0,1
mathtutorbench_scaffolding,standard,scaffolding,770,scaffolding-770,deepseek-v4-pro,deepseek-v4-flash,1.0,1
mathtutorbench_scaffolding,standard,scaffolding,771,scaffolding-771,deepseek-v4-pro,deepseek-v4-flash,1.0,1
mathtutorbench_scaffolding,standard,scaffolding,772,scaffolding-772,deepseek-v4-pro,deepseek-v4-flash,1.0,1
mathtutorbench_scaffolding,standard,scaffolding,773,scaffolding-773,deepseek-v4-pro,deepseek-v4-flash,0.0,0
mathtutorbench_scaffolding,standard,scaffolding,774,scaffolding-774,deepseek-v4-pro,deepseek-v4-flash,0.5,0
mathtutorbench_scaffolding,standard,scaffolding,775,scaffolding-775,deepseek-v4-pro,deepseek-v4-flash,0.0,0
mathtutorbench_scaffolding,standard,scaffolding,776,scaffolding-776,deepseek-v4-pro,deepseek-v4-flash,1.0,1
mathtutorbench_scaffolding,standard,scaffolding,777,scaffolding-777,deepseek-v4-pro,deepseek-v4-flash,0.5,0
mathtutorbench_scaffolding,standard,scaffolding,778,scaffolding-778,deepseek-v4-pro,deepseek-v4-flash,0.0,0
mathtutorbench_scaffolding,standard,scaffolding,779,scaffolding-779,deepseek-v4-pro,deepseek-v4-flash,1.0,1
mathtutorbench_scaffolding,standard,scaffolding,780,scaffolding-780,deepseek-v4-pro,deepseek-v4-flash,1.0,1
mathtutorbench_scaffolding,standard,scaffolding,781,scaffolding-781,deepseek-v4-pro,deepseek-v4-flash,1.0,1
mathtutorbench_scaffolding,standard,scaffolding,782,scaffolding-782,deepseek-v4-pro,deepseek-v4-flash,1.0,1
mathtutorbench_scaffolding,standard,scaffolding,783,scaffolding-783,deepseek-v4-pro,deepseek-v4-flash,1.0,1
mathtutorbench_scaffolding,standard,scaffolding,784,scaffolding-784,deepseek-v4-pro,deepseek-v4-flash,1.0,1
mathtutorbench_scaffolding,standard,scaffolding,785,scaffolding-785,deepseek-v4-pro,deepseek-v4-flash,0.0,0
mathtutorbench_scaffolding,standard,scaffolding,786,scaffolding-786,deepseek-v4-pro,deepseek-v4-flash,0.0,0
mathtutorbench_scaffolding,standard,scaffolding,787,scaffolding-787,deepseek-v4-pro,deepseek-v4-flash,1.0,1
mathtutorbench_scaffolding,standard,scaffolding,788,scaffolding-788,deepseek-v4-pro,deepseek-v4-flash,1.0,1
mathtutorbench_scaffolding,standard,scaffolding,789,scaffolding-789,deepseek-v4-pro,deepseek-v4-flash,1.0,1
mathtutorbench_scaffolding,standard,scaffolding,790,scaffolding-790,deepseek-v4-pro,deepseek-v4-flash,0.5,0
mathtutorbench_scaffolding,standard,scaffolding,791,scaffolding-791,deepseek-v4-pro,deepseek-v4-flash,0.5,0
mathtutorbench_scaffolding,standard,scaffolding,792,scaffolding-792,deepseek-v4-pro,deepseek-v4-flash,1.0,1
mathtutorbench_scaffolding,standard,scaffolding,793,scaffolding-793,deepseek-v4-pro,deepseek-v4-flash,1.0,1
mathtutorbench_scaffolding,standard,scaffolding,794,scaffolding-794,deepseek-v4-pro,deepseek-v4-flash,1.0,1
mathtutorbench_scaffolding,standard,scaffolding,795,scaffolding-795,deepseek-v4-pro,deepseek-v4-flash,1.0,1
mathtutorbench_scaffolding,standard,scaffolding,796,scaffolding-796,deepseek-v4-pro,deepseek-v4-flash,0.0,0
mathtutorbench_scaffolding,standard,scaffolding,797,scaffolding-797,deepseek-v4-pro,deepseek-v4-flash,1.0,1
mathtutorbench_scaffolding,standard,scaffolding,798,scaffolding-798,deepseek-v4-pro,deepseek-v4-flash,1.0,1
mathtutorbench_scaffolding,standard,scaffolding,799,scaffolding-799,deepseek-v4-pro,deepseek-v4-flash,1.0,1
mathtutorbench_scaffolding,standard,scaffolding,800,scaffolding-800,deepseek-v4-pro,deepseek-v4-flash,1.0,1
mathtutorbench_scaffolding,standard,scaffolding,801,scaffolding-801,deepseek-v4-pro,deepseek-v4-flash,0.0,0
mathtutorbench_scaffolding,standard,scaffolding,802,scaffolding-802,deepseek-v4-pro,deepseek-v4-flash,0.5,0
mathtutorbench_scaffolding,standard,scaffolding,803,scaffolding-803,deepseek-v4-pro,deepseek-v4-flash,1.0,1
mathtutorbench_scaffolding,standard,scaffolding,804,scaffolding-804,deepseek-v4-pro,deepseek-v4-flash,0.0,0
mathtutorbench_scaffolding,standard,scaffolding,805,scaffolding-805,deepseek-v4-pro,deepseek-v4-flash,1.0,1
mathtutorbench_scaffolding,standard,scaffolding,806,scaffolding-806,deepseek-v4-pro,deepseek-v4-flash,1.0,1
mathtutorbench_scaffolding,standard,scaffolding,807,scaffolding-807,deepseek-v4-pro,deepseek-v4-flash,1.0,1
mathtutorbench_scaffolding,standard,scaffolding,808,scaffolding-808,deepseek-v4-pro,deepseek-v4-flash,0.0,0
mathtutorbench_scaffolding,standard,scaffolding,809,scaffolding-809,deepseek-v4-pro,deepseek-v4-flash,0.0,0
mathtutorbench_scaffolding,standard,scaffolding,810,scaffolding-810,deepseek-v4-pro,deepseek-v4-flash,1.0,1
mathtutorbench_scaffolding,standard,scaffolding,811,scaffolding-811,deepseek-v4-pro,deepseek-v4-flash,0.0,0
mathtutorbench_scaffolding,standard,scaffolding,812,scaffolding-812,deepseek-v4-pro,deepseek-v4-flash,1.0,1
mathtutorbench_scaffolding,standard,scaffolding,813,scaffolding-813,deepseek-v4-pro,deepseek-v4-flash,1.0,1
mathtutorbench_scaffolding,standard,scaffolding,814,scaffolding-814,deepseek-v4-pro,deepseek-v4-flash,1.0,1
mathtutorbench_scaffolding,standard,scaffolding,815,scaffolding-815,deepseek-v4-pro,deepseek-v4-flash,0.0,0
mathtutorbench_scaffolding,standard,scaffolding,816,scaffolding-816,deepseek-v4-pro,deepseek-v4-flash,1.0,1
mathtutorbench_scaffolding,standard,scaffolding,817,scaffolding-817,deepseek-v4-pro,deepseek-v4-flash,0.0,0
mathtutorbench_scaffolding,standard,scaffolding,818,scaffolding-818,deepseek-v4-pro,deepseek-v4-flash,0.5,0
mathtutorbench_scaffolding,standard,scaffolding,819,scaffolding-819,deepseek-v4-pro,deepseek-v4-flash,0.5,0
mathtutorbench_scaffolding,standard,scaffolding,820,scaffolding-820,deepseek-v4-pro,deepseek-v4-flash,1.0,1
mathtutorbench_scaffolding,standard,scaffolding,821,scaffolding-821,deepseek-v4-pro,deepseek-v4-flash,1.0,1
mathtutorbench_scaffolding,standard,scaffolding,822,scaffolding-822,deepseek-v4-pro,deepseek-v4-flash,1.0,1
mathtutorbench_scaffolding,standard,scaffolding,823,scaffolding-823,deepseek-v4-pro,deepseek-v4-flash,1.0,1
mathtutorbench_scaffolding,standard,scaffolding,824,scaffolding-824,deepseek-v4-pro,deepseek-v4-flash,0.0,0
mathtutorbench_scaffolding,standard,scaffolding,825,scaffolding-825,deepseek-v4-pro,deepseek-v4-flash,0.5,0
mathtutorbench_scaffolding,standard,scaffolding,826,scaffolding-826,deepseek-v4-pro,deepseek-v4-flash,0.0,0
mathtutorbench_scaffolding,standard,scaffolding,827,scaffolding-827,deepseek-v4-pro,deepseek-v4-flash,1.0,1
mathtutorbench_scaffolding,standard,scaffolding,828,scaffolding-828,deepseek-v4-pro,deepseek-v4-flash,0.5,0
mathtutorbench_scaffolding,standard,scaffolding,829,scaffolding-829,deepseek-v4-pro,deepseek-v4-flash,1.0,1
mathtutorbench_scaffolding,standard,scaffolding,830,scaffolding-830,deepseek-v4-pro,deepseek-v4-flash,1.0,1
mathtutorbench_scaffolding,standard,scaffolding,831,scaffolding-831,deepseek-v4-pro,deepseek-v4-flash,0.5,0
mathtutorbench_scaffolding,standard,scaffolding,832,scaffolding-832,deepseek-v4-pro,deepseek-v4-flash,0.5,0
mathtutorbench_scaffolding,standard,scaffolding,833,scaffolding-833,deepseek-v4-pro,deepseek-v4-flash,0.5,0
mathtutorbench_scaffolding,standard,scaffolding,834,scaffolding-834,deepseek-v4-pro,deepseek-v4-flash,0.0,0
mathtutorbench_scaffolding,standard,scaffolding,835,scaffolding-835,deepseek-v4-pro,deepseek-v4-flash,1.0,1
mathtutorbench_scaffolding,standard,scaffolding,836,scaffolding-836,deepseek-v4-pro,deepseek-v4-flash,1.0,1
mathtutorbench_scaffolding,standard,scaffolding,837,scaffolding-837,deepseek-v4-pro,deepseek-v4-flash,1.0,1
mathtutorbench_scaffolding,standard,scaffolding,838,scaffolding-838,deepseek-v4-pro,deepseek-v4-flash,0.0,0
mathtutorbench_scaffolding,standard,scaffolding,839,scaffolding-839,deepseek-v4-pro,deepseek-v4-flash,0.5,0
mathtutorbench_scaffolding,standard,scaffolding,840,scaffolding-840,deepseek-v4-pro,deepseek-v4-flash,1.0,1
mathtutorbench_scaffolding,standard,scaffolding,841,scaffolding-841,deepseek-v4-pro,deepseek-v4-flash,1.0,1
mathtutorbench_scaffolding,standard,scaffolding,842,scaffolding-842,deepseek-v4-pro,deepseek-v4-flash,1.0,1
mathtutorbench_scaffolding,standard,scaffolding,843,scaffolding-843,deepseek-v4-pro,deepseek-v4-flash,1.0,1
mathtutorbench_scaffolding,standard,scaffolding,844,scaffolding-844,deepseek-v4-pro,deepseek-v4-flash,1.0,1
mathtutorbench_scaffolding,standard,scaffolding,845,scaffolding-845,deepseek-v4-pro,deepseek-v4-flash,1.0,1
mathtutorbench_scaffolding,standard,scaffolding,846,scaffolding-846,deepseek-v4-pro,deepseek-v4-flash,1.0,1
mathtutorbench_scaffolding,standard,scaffolding,847,scaffolding-847,deepseek-v4-pro,deepseek-v4-flash,1.0,1
mathtutorbench_scaffolding,standard,scaffolding,848,scaffolding-848,deepseek-v4-pro,deepseek-v4-flash,0.5,0
mathtutorbench_scaffolding,standard,scaffolding,849,scaffolding-849,deepseek-v4-pro,deepseek-v4-flash,0.5,0
mathtutorbench_scaffolding,standard,scaffolding,850,scaffolding-850,deepseek-v4-pro,deepseek-v4-flash,1.0,1
mathtutorbench_scaffolding,standard,scaffolding,851,scaffolding-851,deepseek-v4-pro,deepseek-v4-flash,0.0,0
mathtutorbench_scaffolding,standard,scaffolding,852,scaffolding-852,deepseek-v4-pro,deepseek-v4-flash,0.0,0
mathtutorbench_scaffolding,standard,scaffolding,853,scaffolding-853,deepseek-v4-pro,deepseek-v4-flash,0.0,0
mathtutorbench_scaffolding,standard,scaffolding,854,scaffolding-854,deepseek-v4-pro,deepseek-v4-flash,0.5,0
mathtutorbench_scaffolding,standard,scaffolding,855,scaffolding-855,deepseek-v4-pro,deepseek-v4-flash,1.0,1
mathtutorbench_scaffolding,standard,scaffolding,856,scaffolding-856,deepseek-v4-pro,deepseek-v4-flash,1.0,1
mathtutorbench_scaffolding,standard,scaffolding,857,scaffolding-857,deepseek-v4-pro,deepseek-v4-flash,0.0,0
mathtutorbench_scaffolding,standard,scaffolding,858,scaffolding-858,deepseek-v4-pro,deepseek-v4-flash,1.0,1
mathtutorbench_scaffolding,standard,scaffolding,859,scaffolding-859,deepseek-v4-pro,deepseek-v4-flash,1.0,1
mathtutorbench_scaffolding,standard,scaffolding,860,scaffolding-860,deepseek-v4-pro,deepseek-v4-flash,1.0,1
mathtutorbench_scaffolding,standard,scaffolding,861,scaffolding-861,deepseek-v4-pro,deepseek-v4-flash,1.0,1
mathtutorbench_scaffolding,standard,scaffolding,862,scaffolding-862,deepseek-v4-pro,deepseek-v4-flash,1.0,1
mathtutorbench_scaffolding,standard,scaffolding,863,scaffolding-863,deepseek-v4-pro,deepseek-v4-flash,1.0,1
mathtutorbench_scaffolding,standard,scaffolding,864,scaffolding-864,deepseek-v4-pro,deepseek-v4-flash,1.0,1
mathtutorbench_scaffolding,standard,scaffolding,865,scaffolding-865,deepseek-v4-pro,deepseek-v4-flash,1.0,1
mathtutorbench_scaffolding,standard,scaffolding,866,scaffolding-866,deepseek-v4-pro,deepseek-v4-flash,0.0,0
mathtutorbench_scaffolding,standard,scaffolding,867,scaffolding-867,deepseek-v4-pro,deepseek-v4-flash,0.0,0
mathtutorbench_scaffolding,standard,scaffolding,868,scaffolding-868,deepseek-v4-pro,deepseek-v4-flash,0.0,0
mathtutorbench_scaffolding,standard,scaffolding,869,scaffolding-869,deepseek-v4-pro,deepseek-v4-flash,0.0,0
mathtutorbench_scaffolding,standard,scaffolding,870,scaffolding-870,deepseek-v4-pro,deepseek-v4-flash,0.0,0
mathtutorbench_scaffolding,standard,scaffolding,871,scaffolding-871,deepseek-v4-pro,deepseek-v4-flash,1.0,1
mathtutorbench_scaffolding,standard,scaffolding,872,scaffolding-872,deepseek-v4-pro,deepseek-v4-flash,0.0,0
mathtutorbench_scaffolding,standard,scaffolding,873,scaffolding-873,deepseek-v4-pro,deepseek-v4-flash,1.0,1
mathtutorbench_scaffolding,standard,scaffolding,874,scaffolding-874,deepseek-v4-pro,deepseek-v4-flash,1.0,1
mathtutorbench_scaffolding,standard,scaffolding,875,scaffolding-875,deepseek-v4-pro,deepseek-v4-flash,1.0,1
mathtutorbench_scaffolding,standard,scaffolding,876,scaffolding-876,deepseek-v4-pro,deepseek-v4-flash,0.0,0
mathtutorbench_scaffolding,standard,scaffolding,877,scaffolding-877,deepseek-v4-pro,deepseek-v4-flash,1.0,1
mathtutorbench_scaffolding,standard,scaffolding,878,scaffolding-878,deepseek-v4-pro,deepseek-v4-flash,0.0,0
mathtutorbench_scaffolding,standard,scaffolding,879,scaffolding-879,deepseek-v4-pro,deepseek-v4-flash,0.0,0
mathtutorbench_scaffolding,standard,scaffolding,880,scaffolding-880,deepseek-v4-pro,deepseek-v4-flash,1.0,1
mathtutorbench_scaffolding,standard,scaffolding,881,scaffolding-881,deepseek-v4-pro,deepseek-v4-flash,1.0,1
mathtutorbench_scaffolding,standard,scaffolding,882,scaffolding-882,deepseek-v4-pro,deepseek-v4-flash,1.0,1
mathtutorbench_scaffolding,standard,scaffolding,883,scaffolding-883,deepseek-v4-pro,deepseek-v4-flash,0.0,0
mathtutorbench_scaffolding,standard,scaffolding,884,scaffolding-884,deepseek-v4-pro,deepseek-v4-flash,1.0,1
mathtutorbench_scaffolding,standard,scaffolding,885,scaffolding-885,deepseek-v4-pro,deepseek-v4-flash,1.0,1
mathtutorbench_scaffolding,standard,scaffolding,886,scaffolding-886,deepseek-v4-pro,deepseek-v4-flash,1.0,1
mathtutorbench_scaffolding,standard,scaffolding,887,scaffolding-887,deepseek-v4-pro,deepseek-v4-flash,0.0,0
mathtutorbench_scaffolding,standard,scaffolding,888,scaffolding-888,deepseek-v4-pro,deepseek-v4-flash,0.0,0
mathtutorbench_scaffolding,standard,scaffolding,889,scaffolding-889,deepseek-v4-pro,deepseek-v4-flash,0.0,0
mathtutorbench_scaffolding,standard,scaffolding,890,scaffolding-890,deepseek-v4-pro,deepseek-v4-flash,1.0,1
mathtutorbench_scaffolding,standard,scaffolding,891,scaffolding-891,deepseek-v4-pro,deepseek-v4-flash,0.0,0
mathtutorbench_scaffolding,standard,scaffolding,892,scaffolding-892,deepseek-v4-pro,deepseek-v4-flash,0.0,0
mathtutorbench_scaffolding,standard,scaffolding,893,scaffolding-893,deepseek-v4-pro,deepseek-v4-flash,0.0,0
mathtutorbench_scaffolding,standard,scaffolding,894,scaffolding-894,deepseek-v4-pro,deepseek-v4-flash,1.0,1
mathtutorbench_scaffolding,standard,scaffolding,895,scaffolding-895,deepseek-v4-pro,deepseek-v4-flash,0.0,0
mathtutorbench_scaffolding,standard,scaffolding,896,scaffolding-896,deepseek-v4-pro,deepseek-v4-flash,0.0,0
mathtutorbench_scaffolding,standard,scaffolding,897,scaffolding-897,deepseek-v4-pro,deepseek-v4-flash,1.0,1
mathtutorbench_scaffolding,standard,scaffolding,898,scaffolding-898,deepseek-v4-pro,deepseek-v4-flash,0.0,0
mathtutorbench_scaffolding,standard,scaffolding,899,scaffolding-899,deepseek-v4-pro,deepseek-v4-flash,0.0,0
mathtutorbench_scaffolding,standard,scaffolding,900,scaffolding-900,deepseek-v4-pro,deepseek-v4-flash,0.0,0
mathtutorbench_scaffolding,standard,scaffolding,901,scaffolding-901,deepseek-v4-pro,deepseek-v4-flash,0.0,0
mathtutorbench_scaffolding,standard,scaffolding,902,scaffolding-902,deepseek-v4-pro,deepseek-v4-flash,0.0,0
mathtutorbench_scaffolding,standard,scaffolding,903,scaffolding-903,deepseek-v4-pro,deepseek-v4-flash,1.0,1
mathtutorbench_scaffolding,standard,scaffolding,904,scaffolding-904,deepseek-v4-pro,deepseek-v4-flash,1.0,1
mathtutorbench_scaffolding,standard,scaffolding,905,scaffolding-905,deepseek-v4-pro,deepseek-v4-flash,0.0,0
mathtutorbench_scaffolding,standard,scaffolding,906,scaffolding-906,deepseek-v4-pro,deepseek-v4-flash,0.0,0
mathtutorbench_scaffolding,standard,scaffolding,907,scaffolding-907,deepseek-v4-pro,deepseek-v4-flash,0.0,0
mathtutorbench_scaffolding,standard,scaffolding,908,scaffolding-908,deepseek-v4-pro,deepseek-v4-flash,1.0,1
mathtutorbench_scaffolding,standard,scaffolding,909,scaffolding-909,deepseek-v4-pro,deepseek-v4-flash,1.0,1
mathtutorbench_scaffolding,standard,scaffolding,910,scaffolding-910,deepseek-v4-pro,deepseek-v4-flash,0.0,0
mathtutorbench_scaffolding,standard,scaffolding,911,scaffolding-911,deepseek-v4-pro,deepseek-v4-flash,1.0,1
mathtutorbench_scaffolding,standard,scaffolding,912,scaffolding-912,deepseek-v4-pro,deepseek-v4-flash,1.0,1
mathtutorbench_scaffolding,standard,scaffolding,913,scaffolding-913,deepseek-v4-pro,deepseek-v4-flash,0.0,0
mathtutorbench_scaffolding,standard,scaffolding,914,scaffolding-914,deepseek-v4-pro,deepseek-v4-flash,1.0,1
mathtutorbench_scaffolding,standard,scaffolding,915,scaffolding-915,deepseek-v4-pro,deepseek-v4-flash,0.0,0
mathtutorbench_scaffolding,standard,scaffolding,916,scaffolding-916,deepseek-v4-pro,deepseek-v4-flash,0.0,0
mathtutorbench_scaffolding,standard,scaffolding,917,scaffolding-917,deepseek-v4-pro,deepseek-v4-flash,0.0,0
mathtutorbench_scaffolding,standard,scaffolding,918,scaffolding-918,deepseek-v4-pro,deepseek-v4-flash,1.0,1
mathtutorbench_scaffolding,standard,scaffolding,919,scaffolding-919,deepseek-v4-pro,deepseek-v4-flash,1.0,1
