task,model,dimension,full_mean_delta,leaveout_mean_delta,excluded_judge,sign_reversal,absolute_change
mathdial_standard,deepseek-v4-pro,diagnostic_specificity,-0.6835443037974683,-0.6392405063291139,glm-5.2,False,0.044303797468354444
mathdial_standard,deepseek-v4-pro,elicitation,2.1772151898734178,2.1265822784810124,glm-5.2,False,0.05063291139240533
mathdial_standard,deepseek-v4-pro,epistemic_caution,0.43037974683544306,0.310126582278481,glm-5.2,False,0.12025316455696206
mathdial_standard,deepseek-v4-pro,help_directness,-1.3924050632911393,-1.4367088607594938,glm-5.2,False,0.044303797468354444
mathdial_standard,deepseek-v4-pro,personalization,0.012658227848101266,0.056962025316455694,glm-5.2,False,0.04430379746835443
mathdial_standard,doubao-seed-2.0-pro,affective_warmth,-0.4177215189873418,-0.3227848101265823,glm-5.2,False,0.0949367088607595
mathdial_standard,doubao-seed-2.0-pro,autonomy_support,1.9493670886075949,1.8227848101265822,glm-5.2,False,0.12658227848101267
mathdial_standard,doubao-seed-2.0-pro,cognitive_load,-1.1265822784810127,-0.9050632911392406,glm-5.2,False,0.2215189873417721
mathdial_standard,doubao-seed-2.0-pro,diagnostic_specificity,-0.9746835443037974,-1.0316455696202531,glm-5.2,False,0.05696202531645567
mathdial_standard,doubao-seed-2.0-pro,elicitation,3.1645569620253164,3.1012658227848102,glm-5.2,False,0.06329113924050622
mathdial_standard,doubao-seed-2.0-pro,epistemic_caution,0.46835443037974683,0.41139240506329117,glm-5.2,False,0.05696202531645567
mathdial_standard,doubao-seed-2.0-pro,help_directness,-2.3164556962025316,-2.329113924050633,glm-5.2,False,0.012658227848101333
mathdial_standard,doubao-seed-2.0-pro,personalization,-0.11392405063291139,-0.10759493670886076,glm-5.2,False,0.006329113924050625
mathdial_standard,glm-5.2,affective_warmth,-0.21518987341772153,-0.15822784810126583,glm-5.2,False,0.056962025316455694
mathdial_standard,glm-5.2,autonomy_support,0.5189873417721519,0.620253164556962,glm-5.2,False,0.10126582278481011
mathdial_standard,glm-5.2,cognitive_load,-0.6329113924050633,-0.5379746835443038,glm-5.2,False,0.09493670886075956
mathdial_standard,glm-5.2,diagnostic_specificity,-0.5316455696202531,-0.4240506329113924,glm-5.2,False,0.10759493670886072
mathdial_standard,glm-5.2,elicitation,1.3670886075949367,1.2848101265822784,glm-5.2,False,0.08227848101265822
mathdial_standard,glm-5.2,epistemic_caution,0.569620253164557,0.4936708860759494,glm-5.2,False,0.07594936708860761
mathdial_standard,glm-5.2,help_directness,-1.1012658227848102,-1.1329113924050633,glm-5.2,False,0.03164556962025311
mathdial_standard,glm-5.2,personalization,0.06329113924050633,0.10126582278481013,glm-5.2,False,0.03797468354430379
mathdial_standard,minimax-m2.7,affective_warmth,0.6455696202531646,0.740506329113924,glm-5.2,False,0.09493670886075944
mathdial_standard,minimax-m2.7,autonomy_support,1.8860759493670887,1.7848101265822784,glm-5.2,False,0.10126582278481022
mathdial_standard,minimax-m2.7,cognitive_load,-0.9873417721518988,-0.8607594936708861,glm-5.2,False,0.12658227848101267
mathdial_standard,minimax-m2.7,diagnostic_specificity,-0.8607594936708861,-0.7025316455696202,glm-5.2,False,0.1582278481012659
mathdial_standard,minimax-m2.7,elicitation,3.2025316455696204,3.2151898734177213,glm-5.2,False,0.01265822784810089
mathdial_standard,minimax-m2.7,epistemic_caution,0.3670886075949367,0.34177215189873417,glm-5.2,False,0.025316455696202556
mathdial_standard,minimax-m2.7,help_directness,-2.2278481012658227,-2.2531645569620253,glm-5.2,False,0.025316455696202667
mathdial_standard,minimax-m2.7,personalization,0.17721518987341772,0.20253164556962025,glm-5.2,False,0.025316455696202528
mathdial_standard,minimax-m3,affective_warmth,-0.21518987341772153,-0.21518987341772153,glm-5.2,False,0.0
mathdial_standard,minimax-m3,autonomy_support,1.6455696202531647,1.6075949367088607,glm-5.2,False,0.037974683544304
mathdial_standard,minimax-m3,cognitive_load,-0.8227848101265823,-0.7531645569620253,glm-5.2,False,0.069620253164557
mathdial_standard,minimax-m3,diagnostic_specificity,-0.27848101265822783,-0.2911392405063291,glm-5.2,False,0.012658227848101278
mathdial_standard,minimax-m3,elicitation,2.4683544303797467,2.4873417721518987,glm-5.2,False,0.018987341772152
mathdial_standard,minimax-m3,epistemic_caution,0.6962025316455697,0.6329113924050633,glm-5.2,False,0.06329113924050633
mathdial_standard,minimax-m3,help_directness,-2.151898734177215,-2.132911392405063,glm-5.2,False,0.018987341772152
mathdial_standard,minimax-m3,personalization,0.0759493670886076,0.06962025316455696,glm-5.2,False,0.006329113924050639
mathdial_standard,qwen3.5-4b,affective_warmth,-0.26582278481012656,-0.4430379746835443,glm-5.2,False,0.17721518987341772
mathdial_standard,qwen3.5-4b,autonomy_support,1.3417721518987342,1.1962025316455696,glm-5.2,False,0.14556962025316467
mathdial_standard,qwen3.5-4b,cognitive_load,-0.3670886075949367,-0.3037974683544304,glm-5.2,False,0.06329113924050633
mathdial_standard,qwen3.5-4b,diagnostic_specificity,-0.0379746835443038,-0.08227848101265822,glm-5.2,False,0.044303797468354424
mathdial_standard,qwen3.5-4b,elicitation,2.4430379746835444,2.4556962025316458,glm-5.2,False,0.012658227848101333
mathdial_standard,qwen3.5-4b,epistemic_caution,0.34177215189873417,0.41139240506329117,glm-5.2,False,0.069620253164557
mathdial_standard,qwen3.5-4b,help_directness,-1.0632911392405062,-1.2088607594936709,glm-5.2,False,0.14556962025316467
mathdial_standard,qwen3.5-4b,personalization,0.0759493670886076,0.08860759493670886,glm-5.2,False,0.012658227848101264
