benchmark,task,arm,item_id,pair_id,model,response_sha256,judge,candidate_label,candidate_position,dimension,score,confidence,same_family
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pedagogy-500,500,doubao-seed-2.0-pro,d1c11371660dbcdfc3fe071c9b42a2a56df6a1e135e817e3d0e48fd7664fee34,MiniMax-M3,C,3,personalization,3,4,False
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pedagogy-500,500,doubao-seed-2.0-pro,d1c11371660dbcdfc3fe071c9b42a2a56df6a1e135e817e3d0e48fd7664fee34,MiniMax-M3,C,3,cognitive_load,2,4,False
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pedagogy-500,500,doubao-seed-2.0-pro,d1c11371660dbcdfc3fe071c9b42a2a56df6a1e135e817e3d0e48fd7664fee34,MiniMax-M3,C,3,epistemic_caution,2,4,False
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pedagogy-500,500,minimax-m2.7,eb4a1e4fe26ac4bb7f87747302f936656f34590ec8d4825475b3249d6ca2caa6,MiniMax-M3,D,4,help_directness,2,4,True
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pedagogy-500,500,minimax-m2.7,eb4a1e4fe26ac4bb7f87747302f936656f34590ec8d4825475b3249d6ca2caa6,MiniMax-M3,D,4,elicitation,4,4,True
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pedagogy-500,500,minimax-m2.7,eb4a1e4fe26ac4bb7f87747302f936656f34590ec8d4825475b3249d6ca2caa6,MiniMax-M3,D,4,autonomy_support,4,4,True
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pedagogy-500,500,minimax-m2.7,eb4a1e4fe26ac4bb7f87747302f936656f34590ec8d4825475b3249d6ca2caa6,MiniMax-M3,D,4,affective_warmth,3,4,True
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pedagogy-500,500,minimax-m2.7,eb4a1e4fe26ac4bb7f87747302f936656f34590ec8d4825475b3249d6ca2caa6,MiniMax-M3,D,4,diagnostic_specificity,3,4,True
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pedagogy-500,500,minimax-m2.7,eb4a1e4fe26ac4bb7f87747302f936656f34590ec8d4825475b3249d6ca2caa6,MiniMax-M3,D,4,personalization,3,4,True
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pedagogy-500,500,minimax-m2.7,eb4a1e4fe26ac4bb7f87747302f936656f34590ec8d4825475b3249d6ca2caa6,MiniMax-M3,D,4,cognitive_load,2,4,True
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pedagogy-500,500,minimax-m2.7,eb4a1e4fe26ac4bb7f87747302f936656f34590ec8d4825475b3249d6ca2caa6,MiniMax-M3,D,4,epistemic_caution,2,4,True
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pedagogy-500,500,glm-5.2,bef18e5fabe8d8184730b409821b7efba77704d934fff14ef85fd570aa206613,MiniMax-M3,E,5,help_directness,2,4,False
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pedagogy-500,500,glm-5.2,bef18e5fabe8d8184730b409821b7efba77704d934fff14ef85fd570aa206613,MiniMax-M3,E,5,elicitation,5,4,False
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pedagogy-500,500,glm-5.2,bef18e5fabe8d8184730b409821b7efba77704d934fff14ef85fd570aa206613,MiniMax-M3,E,5,autonomy_support,4,4,False
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pedagogy-500,500,glm-5.2,bef18e5fabe8d8184730b409821b7efba77704d934fff14ef85fd570aa206613,MiniMax-M3,E,5,affective_warmth,2,4,False
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pedagogy-500,500,glm-5.2,bef18e5fabe8d8184730b409821b7efba77704d934fff14ef85fd570aa206613,MiniMax-M3,E,5,diagnostic_specificity,2,4,False
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pedagogy-500,500,glm-5.2,bef18e5fabe8d8184730b409821b7efba77704d934fff14ef85fd570aa206613,MiniMax-M3,E,5,personalization,3,4,False
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pedagogy-500,500,glm-5.2,bef18e5fabe8d8184730b409821b7efba77704d934fff14ef85fd570aa206613,MiniMax-M3,E,5,cognitive_load,1,4,False
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pedagogy-500,500,glm-5.2,bef18e5fabe8d8184730b409821b7efba77704d934fff14ef85fd570aa206613,MiniMax-M3,E,5,epistemic_caution,2,4,False
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pedagogy-500,500,qwen3.5-4b,c94ca185dad18e520b2d127ead38fe62842da368399d9891126ce72f772cb513,MiniMax-M3,F,6,help_directness,2,4,False
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pedagogy-500,500,qwen3.5-4b,c94ca185dad18e520b2d127ead38fe62842da368399d9891126ce72f772cb513,MiniMax-M3,F,6,elicitation,5,4,False
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pedagogy-500,500,qwen3.5-4b,c94ca185dad18e520b2d127ead38fe62842da368399d9891126ce72f772cb513,MiniMax-M3,F,6,autonomy_support,4,4,False
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pedagogy-500,500,qwen3.5-4b,c94ca185dad18e520b2d127ead38fe62842da368399d9891126ce72f772cb513,MiniMax-M3,F,6,affective_warmth,2,4,False
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pedagogy-500,500,qwen3.5-4b,c94ca185dad18e520b2d127ead38fe62842da368399d9891126ce72f772cb513,MiniMax-M3,F,6,diagnostic_specificity,3,4,False
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pedagogy-500,500,qwen3.5-4b,c94ca185dad18e520b2d127ead38fe62842da368399d9891126ce72f772cb513,MiniMax-M3,F,6,personalization,3,4,False
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pedagogy-500,500,qwen3.5-4b,c94ca185dad18e520b2d127ead38fe62842da368399d9891126ce72f772cb513,MiniMax-M3,F,6,cognitive_load,2,4,False
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pedagogy-500,500,qwen3.5-4b,c94ca185dad18e520b2d127ead38fe62842da368399d9891126ce72f772cb513,MiniMax-M3,F,6,epistemic_caution,3,4,False
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pedagogy-490,490,minimax-m3,5c1369019a4b7d816ef4f3078f888e5229d353c9f1e4433252f5d860fbd5cbe0,MiniMax-M3,A,1,help_directness,2,4,True
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pedagogy-490,490,minimax-m3,5c1369019a4b7d816ef4f3078f888e5229d353c9f1e4433252f5d860fbd5cbe0,MiniMax-M3,A,1,elicitation,4,4,True
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pedagogy-490,490,minimax-m3,5c1369019a4b7d816ef4f3078f888e5229d353c9f1e4433252f5d860fbd5cbe0,MiniMax-M3,A,1,autonomy_support,4,4,True
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pedagogy-490,490,minimax-m3,5c1369019a4b7d816ef4f3078f888e5229d353c9f1e4433252f5d860fbd5cbe0,MiniMax-M3,A,1,affective_warmth,3,4,True
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pedagogy-490,490,minimax-m3,5c1369019a4b7d816ef4f3078f888e5229d353c9f1e4433252f5d860fbd5cbe0,MiniMax-M3,A,1,diagnostic_specificity,3,4,True
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pedagogy-490,490,minimax-m3,5c1369019a4b7d816ef4f3078f888e5229d353c9f1e4433252f5d860fbd5cbe0,MiniMax-M3,A,1,personalization,3,4,True
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pedagogy-490,490,minimax-m3,5c1369019a4b7d816ef4f3078f888e5229d353c9f1e4433252f5d860fbd5cbe0,MiniMax-M3,A,1,cognitive_load,1,4,True
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pedagogy-490,490,minimax-m3,5c1369019a4b7d816ef4f3078f888e5229d353c9f1e4433252f5d860fbd5cbe0,MiniMax-M3,A,1,epistemic_caution,1,4,True
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pedagogy-490,490,doubao-seed-2.0-pro,c6d25ed6053d48107d4760a8d1ccdfbadba17d96c48a8e30d6da594dc6535e26,MiniMax-M3,B,2,help_directness,2,4,False
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pedagogy-490,490,doubao-seed-2.0-pro,c6d25ed6053d48107d4760a8d1ccdfbadba17d96c48a8e30d6da594dc6535e26,MiniMax-M3,B,2,elicitation,5,4,False
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pedagogy-490,490,doubao-seed-2.0-pro,c6d25ed6053d48107d4760a8d1ccdfbadba17d96c48a8e30d6da594dc6535e26,MiniMax-M3,B,2,autonomy_support,4,4,False
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pedagogy-490,490,doubao-seed-2.0-pro,c6d25ed6053d48107d4760a8d1ccdfbadba17d96c48a8e30d6da594dc6535e26,MiniMax-M3,B,2,affective_warmth,3,4,False
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pedagogy-490,490,doubao-seed-2.0-pro,c6d25ed6053d48107d4760a8d1ccdfbadba17d96c48a8e30d6da594dc6535e26,MiniMax-M3,B,2,diagnostic_specificity,3,4,False
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pedagogy-490,490,doubao-seed-2.0-pro,c6d25ed6053d48107d4760a8d1ccdfbadba17d96c48a8e30d6da594dc6535e26,MiniMax-M3,B,2,personalization,3,4,False
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pedagogy-490,490,doubao-seed-2.0-pro,c6d25ed6053d48107d4760a8d1ccdfbadba17d96c48a8e30d6da594dc6535e26,MiniMax-M3,B,2,cognitive_load,1,4,False
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pedagogy-490,490,doubao-seed-2.0-pro,c6d25ed6053d48107d4760a8d1ccdfbadba17d96c48a8e30d6da594dc6535e26,MiniMax-M3,B,2,epistemic_caution,1,4,False
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pedagogy-490,490,glm-5.2,60ad04a034fcfb10a90d1765f4df2b7382f90a9b17dcb03d451e2129e9b86d4d,MiniMax-M3,C,3,help_directness,2,4,False
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pedagogy-490,490,glm-5.2,60ad04a034fcfb10a90d1765f4df2b7382f90a9b17dcb03d451e2129e9b86d4d,MiniMax-M3,C,3,elicitation,5,4,False
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pedagogy-490,490,glm-5.2,60ad04a034fcfb10a90d1765f4df2b7382f90a9b17dcb03d451e2129e9b86d4d,MiniMax-M3,C,3,autonomy_support,4,4,False
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pedagogy-490,490,glm-5.2,60ad04a034fcfb10a90d1765f4df2b7382f90a9b17dcb03d451e2129e9b86d4d,MiniMax-M3,C,3,affective_warmth,3,4,False
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pedagogy-490,490,glm-5.2,60ad04a034fcfb10a90d1765f4df2b7382f90a9b17dcb03d451e2129e9b86d4d,MiniMax-M3,C,3,diagnostic_specificity,3,4,False
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pedagogy-490,490,glm-5.2,60ad04a034fcfb10a90d1765f4df2b7382f90a9b17dcb03d451e2129e9b86d4d,MiniMax-M3,C,3,personalization,3,4,False
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pedagogy-490,490,glm-5.2,60ad04a034fcfb10a90d1765f4df2b7382f90a9b17dcb03d451e2129e9b86d4d,MiniMax-M3,C,3,cognitive_load,1,4,False
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pedagogy-490,490,glm-5.2,60ad04a034fcfb10a90d1765f4df2b7382f90a9b17dcb03d451e2129e9b86d4d,MiniMax-M3,C,3,epistemic_caution,1,4,False
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pedagogy-490,490,deepseek-v4-pro,ccd99da464454cfd6ae2698d5291c0f9dcf689c4a99da34a0aae9081bd7d5b3f,MiniMax-M3,D,4,help_directness,2,4,False
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pedagogy-490,490,deepseek-v4-pro,ccd99da464454cfd6ae2698d5291c0f9dcf689c4a99da34a0aae9081bd7d5b3f,MiniMax-M3,D,4,elicitation,5,4,False
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pedagogy-490,490,deepseek-v4-pro,ccd99da464454cfd6ae2698d5291c0f9dcf689c4a99da34a0aae9081bd7d5b3f,MiniMax-M3,D,4,autonomy_support,4,4,False
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pedagogy-490,490,deepseek-v4-pro,ccd99da464454cfd6ae2698d5291c0f9dcf689c4a99da34a0aae9081bd7d5b3f,MiniMax-M3,D,4,affective_warmth,2,4,False
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pedagogy-490,490,deepseek-v4-pro,ccd99da464454cfd6ae2698d5291c0f9dcf689c4a99da34a0aae9081bd7d5b3f,MiniMax-M3,D,4,diagnostic_specificity,3,4,False
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pedagogy-490,490,deepseek-v4-pro,ccd99da464454cfd6ae2698d5291c0f9dcf689c4a99da34a0aae9081bd7d5b3f,MiniMax-M3,D,4,personalization,3,4,False
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pedagogy-490,490,deepseek-v4-pro,ccd99da464454cfd6ae2698d5291c0f9dcf689c4a99da34a0aae9081bd7d5b3f,MiniMax-M3,D,4,cognitive_load,1,4,False
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pedagogy-490,490,deepseek-v4-pro,ccd99da464454cfd6ae2698d5291c0f9dcf689c4a99da34a0aae9081bd7d5b3f,MiniMax-M3,D,4,epistemic_caution,1,4,False
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pedagogy-490,490,minimax-m2.7,e223179f0bcbbc82fcf77b8ad586536bf061fd7f59be2391686330a46f72b613,MiniMax-M3,E,5,help_directness,2,4,True
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pedagogy-490,490,minimax-m2.7,e223179f0bcbbc82fcf77b8ad586536bf061fd7f59be2391686330a46f72b613,MiniMax-M3,E,5,elicitation,5,4,True
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pedagogy-490,490,minimax-m2.7,e223179f0bcbbc82fcf77b8ad586536bf061fd7f59be2391686330a46f72b613,MiniMax-M3,E,5,autonomy_support,3,4,True
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pedagogy-490,490,minimax-m2.7,e223179f0bcbbc82fcf77b8ad586536bf061fd7f59be2391686330a46f72b613,MiniMax-M3,E,5,affective_warmth,3,4,True
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pedagogy-490,490,minimax-m2.7,e223179f0bcbbc82fcf77b8ad586536bf061fd7f59be2391686330a46f72b613,MiniMax-M3,E,5,diagnostic_specificity,3,4,True
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pedagogy-490,490,minimax-m2.7,e223179f0bcbbc82fcf77b8ad586536bf061fd7f59be2391686330a46f72b613,MiniMax-M3,E,5,personalization,3,4,True
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pedagogy-490,490,minimax-m2.7,e223179f0bcbbc82fcf77b8ad586536bf061fd7f59be2391686330a46f72b613,MiniMax-M3,E,5,cognitive_load,1,4,True
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pedagogy-490,490,minimax-m2.7,e223179f0bcbbc82fcf77b8ad586536bf061fd7f59be2391686330a46f72b613,MiniMax-M3,E,5,epistemic_caution,1,4,True
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pedagogy-490,490,qwen3.5-4b,8ee8ccb749df76c4052342c4dba4dde213db4dcd683049c319e830b8c4f60b88,MiniMax-M3,F,6,help_directness,2,4,False
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pedagogy-490,490,qwen3.5-4b,8ee8ccb749df76c4052342c4dba4dde213db4dcd683049c319e830b8c4f60b88,MiniMax-M3,F,6,elicitation,5,4,False
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pedagogy-490,490,qwen3.5-4b,8ee8ccb749df76c4052342c4dba4dde213db4dcd683049c319e830b8c4f60b88,MiniMax-M3,F,6,autonomy_support,4,4,False
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pedagogy-490,490,qwen3.5-4b,8ee8ccb749df76c4052342c4dba4dde213db4dcd683049c319e830b8c4f60b88,MiniMax-M3,F,6,affective_warmth,3,4,False
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pedagogy-490,490,qwen3.5-4b,8ee8ccb749df76c4052342c4dba4dde213db4dcd683049c319e830b8c4f60b88,MiniMax-M3,F,6,diagnostic_specificity,3,4,False
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pedagogy-490,490,qwen3.5-4b,8ee8ccb749df76c4052342c4dba4dde213db4dcd683049c319e830b8c4f60b88,MiniMax-M3,F,6,personalization,4,4,False
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pedagogy-490,490,qwen3.5-4b,8ee8ccb749df76c4052342c4dba4dde213db4dcd683049c319e830b8c4f60b88,MiniMax-M3,F,6,cognitive_load,1,4,False
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pedagogy-490,490,qwen3.5-4b,8ee8ccb749df76c4052342c4dba4dde213db4dcd683049c319e830b8c4f60b88,MiniMax-M3,F,6,epistemic_caution,1,4,False
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pedagogy-531,531,qwen3.5-4b,356fbc33bd52554d64378810c75964af747f7b341161b01fa22e5655d120ad69,MiniMax-M3,A,1,help_directness,2,4,False
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pedagogy-531,531,qwen3.5-4b,356fbc33bd52554d64378810c75964af747f7b341161b01fa22e5655d120ad69,MiniMax-M3,A,1,elicitation,5,4,False
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pedagogy-531,531,qwen3.5-4b,356fbc33bd52554d64378810c75964af747f7b341161b01fa22e5655d120ad69,MiniMax-M3,A,1,autonomy_support,4,4,False
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pedagogy-531,531,qwen3.5-4b,356fbc33bd52554d64378810c75964af747f7b341161b01fa22e5655d120ad69,MiniMax-M3,A,1,affective_warmth,3,4,False
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pedagogy-531,531,qwen3.5-4b,356fbc33bd52554d64378810c75964af747f7b341161b01fa22e5655d120ad69,MiniMax-M3,A,1,diagnostic_specificity,3,4,False
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pedagogy-531,531,qwen3.5-4b,356fbc33bd52554d64378810c75964af747f7b341161b01fa22e5655d120ad69,MiniMax-M3,A,1,personalization,3,4,False
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pedagogy-531,531,qwen3.5-4b,356fbc33bd52554d64378810c75964af747f7b341161b01fa22e5655d120ad69,MiniMax-M3,A,1,cognitive_load,1,4,False
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pedagogy-531,531,qwen3.5-4b,356fbc33bd52554d64378810c75964af747f7b341161b01fa22e5655d120ad69,MiniMax-M3,A,1,epistemic_caution,3,4,False
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pedagogy-531,531,glm-5.2,ed1eb384ad5c970293cb6fc8c690574e2a9f7a5d2bf48936982ffedcb2269e1b,MiniMax-M3,B,2,help_directness,2,4,False
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pedagogy-531,531,glm-5.2,ed1eb384ad5c970293cb6fc8c690574e2a9f7a5d2bf48936982ffedcb2269e1b,MiniMax-M3,B,2,elicitation,5,4,False
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pedagogy-531,531,glm-5.2,ed1eb384ad5c970293cb6fc8c690574e2a9f7a5d2bf48936982ffedcb2269e1b,MiniMax-M3,B,2,autonomy_support,4,4,False
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pedagogy-531,531,glm-5.2,ed1eb384ad5c970293cb6fc8c690574e2a9f7a5d2bf48936982ffedcb2269e1b,MiniMax-M3,B,2,affective_warmth,3,4,False
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pedagogy-531,531,glm-5.2,ed1eb384ad5c970293cb6fc8c690574e2a9f7a5d2bf48936982ffedcb2269e1b,MiniMax-M3,B,2,diagnostic_specificity,4,4,False
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pedagogy-531,531,glm-5.2,ed1eb384ad5c970293cb6fc8c690574e2a9f7a5d2bf48936982ffedcb2269e1b,MiniMax-M3,B,2,personalization,3,4,False
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pedagogy-531,531,glm-5.2,ed1eb384ad5c970293cb6fc8c690574e2a9f7a5d2bf48936982ffedcb2269e1b,MiniMax-M3,B,2,cognitive_load,1,4,False
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pedagogy-531,531,glm-5.2,ed1eb384ad5c970293cb6fc8c690574e2a9f7a5d2bf48936982ffedcb2269e1b,MiniMax-M3,B,2,epistemic_caution,3,4,False
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pedagogy-531,531,deepseek-v4-pro,1ab7acbcb4245b141fb08228fe649752f005c1ccfd2df40c4642c3b82d0f961d,MiniMax-M3,C,3,help_directness,2,4,False
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pedagogy-531,531,deepseek-v4-pro,1ab7acbcb4245b141fb08228fe649752f005c1ccfd2df40c4642c3b82d0f961d,MiniMax-M3,C,3,elicitation,5,4,False
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pedagogy-531,531,deepseek-v4-pro,1ab7acbcb4245b141fb08228fe649752f005c1ccfd2df40c4642c3b82d0f961d,MiniMax-M3,C,3,autonomy_support,4,4,False
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pedagogy-531,531,deepseek-v4-pro,1ab7acbcb4245b141fb08228fe649752f005c1ccfd2df40c4642c3b82d0f961d,MiniMax-M3,C,3,affective_warmth,2,4,False
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pedagogy-531,531,deepseek-v4-pro,1ab7acbcb4245b141fb08228fe649752f005c1ccfd2df40c4642c3b82d0f961d,MiniMax-M3,C,3,diagnostic_specificity,4,4,False
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pedagogy-531,531,deepseek-v4-pro,1ab7acbcb4245b141fb08228fe649752f005c1ccfd2df40c4642c3b82d0f961d,MiniMax-M3,C,3,personalization,2,4,False
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pedagogy-531,531,deepseek-v4-pro,1ab7acbcb4245b141fb08228fe649752f005c1ccfd2df40c4642c3b82d0f961d,MiniMax-M3,C,3,cognitive_load,2,4,False
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pedagogy-531,531,deepseek-v4-pro,1ab7acbcb4245b141fb08228fe649752f005c1ccfd2df40c4642c3b82d0f961d,MiniMax-M3,C,3,epistemic_caution,3,4,False
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pedagogy-531,531,doubao-seed-2.0-pro,9c442dd827d32d0e07c407908f678c94d83ad57018d68eada2f7cd1b448a2b64,MiniMax-M3,D,4,help_directness,2,4,False
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pedagogy-531,531,doubao-seed-2.0-pro,9c442dd827d32d0e07c407908f678c94d83ad57018d68eada2f7cd1b448a2b64,MiniMax-M3,D,4,elicitation,5,4,False
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pedagogy-531,531,doubao-seed-2.0-pro,9c442dd827d32d0e07c407908f678c94d83ad57018d68eada2f7cd1b448a2b64,MiniMax-M3,D,4,autonomy_support,4,4,False
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pedagogy-531,531,doubao-seed-2.0-pro,9c442dd827d32d0e07c407908f678c94d83ad57018d68eada2f7cd1b448a2b64,MiniMax-M3,D,4,affective_warmth,5,4,False
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pedagogy-531,531,doubao-seed-2.0-pro,9c442dd827d32d0e07c407908f678c94d83ad57018d68eada2f7cd1b448a2b64,MiniMax-M3,D,4,diagnostic_specificity,2,4,False
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pedagogy-531,531,doubao-seed-2.0-pro,9c442dd827d32d0e07c407908f678c94d83ad57018d68eada2f7cd1b448a2b64,MiniMax-M3,D,4,personalization,3,4,False
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pedagogy-531,531,doubao-seed-2.0-pro,9c442dd827d32d0e07c407908f678c94d83ad57018d68eada2f7cd1b448a2b64,MiniMax-M3,D,4,cognitive_load,1,4,False
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pedagogy-531,531,doubao-seed-2.0-pro,9c442dd827d32d0e07c407908f678c94d83ad57018d68eada2f7cd1b448a2b64,MiniMax-M3,D,4,epistemic_caution,3,4,False
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pedagogy-531,531,minimax-m2.7,fc3b9eb83aff4080a838bfa567cb49ea9dfa47b4efb17a0246739aa6c5b1837a,MiniMax-M3,E,5,help_directness,2,4,True
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pedagogy-531,531,minimax-m2.7,fc3b9eb83aff4080a838bfa567cb49ea9dfa47b4efb17a0246739aa6c5b1837a,MiniMax-M3,E,5,elicitation,5,4,True
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pedagogy-531,531,minimax-m2.7,fc3b9eb83aff4080a838bfa567cb49ea9dfa47b4efb17a0246739aa6c5b1837a,MiniMax-M3,E,5,autonomy_support,4,4,True
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pedagogy-531,531,minimax-m2.7,fc3b9eb83aff4080a838bfa567cb49ea9dfa47b4efb17a0246739aa6c5b1837a,MiniMax-M3,E,5,affective_warmth,3,4,True
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pedagogy-531,531,minimax-m2.7,fc3b9eb83aff4080a838bfa567cb49ea9dfa47b4efb17a0246739aa6c5b1837a,MiniMax-M3,E,5,diagnostic_specificity,5,4,True
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pedagogy-531,531,minimax-m2.7,fc3b9eb83aff4080a838bfa567cb49ea9dfa47b4efb17a0246739aa6c5b1837a,MiniMax-M3,E,5,personalization,3,4,True
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pedagogy-531,531,minimax-m2.7,fc3b9eb83aff4080a838bfa567cb49ea9dfa47b4efb17a0246739aa6c5b1837a,MiniMax-M3,E,5,cognitive_load,1,4,True
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pedagogy-531,531,minimax-m2.7,fc3b9eb83aff4080a838bfa567cb49ea9dfa47b4efb17a0246739aa6c5b1837a,MiniMax-M3,E,5,epistemic_caution,3,4,True
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pedagogy-531,531,minimax-m3,5bd82482f9341c57631640b62a06f4837f63a7a82dca7df1c074ea0f1a743499,MiniMax-M3,F,6,help_directness,2,4,True
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pedagogy-531,531,minimax-m3,5bd82482f9341c57631640b62a06f4837f63a7a82dca7df1c074ea0f1a743499,MiniMax-M3,F,6,elicitation,5,4,True
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pedagogy-531,531,minimax-m3,5bd82482f9341c57631640b62a06f4837f63a7a82dca7df1c074ea0f1a743499,MiniMax-M3,F,6,autonomy_support,4,4,True
mathtutorbench_pedagogy,mathdial_standard,pedagogy,pedagogy-531,531,minimax-m3,5bd82482f9341c57631640b62a06f4837f63a7a82dca7df1c074ea0f1a743499,MiniMax-M3,F,6,affective_warmth,3,4,True
