blind_id,model,source_family,progress,affect,panel,arm,repeat,answer_reveal,reasoning_elicitation,joint_action
3fcdc903efd6ec4b1d28,deepseek-v4-pro,relative_clause_attachment,wrong_attempt,frustrated,main,explain,0,1,0,reveal_only
3fd3a9794188322e0973,glm-5.3,half_life,correct_partial,calm,main,neutral_a,1,0,1,elicit_only
3fdddf009b7da67091c4,MiniMax-M2.7,photosynthesis_inputs,wrong_attempt,frustrated,main,neutral_b,0,1,0,reveal_only
3fe1ad865c1ed0884d2b,doubao-seed-2.0-lite,sampling_frame_bias,correct_partial,calm,main,neutral_b,0,1,0,reveal_only
3feaf1771ee8f1a28aa6,deepseek-v4-pro,figurative_metaphor,wrong_attempt,frustrated,main,explain,0,1,1,both
4007067a1c2179f32ff0,MiniMax-M3,least_common_multiple,wrong_attempt,calm,main,neutral_a,0,0,1,elicit_only
402acacaefcac1171e02,doubao-seed-2.0-lite,photosynthesis_inputs,wrong_attempt,calm,main,neutral_b,1,1,0,reveal_only
40347447d9f8b3f6b530,MiniMax-M2.7,homophone_selection,wrong_attempt,frustrated,main,canonical,0,1,0,reveal_only
403d61bec9d34a595f18,deepseek-v4-pro,pythagorean_length,wrong_attempt,calm,main,canonical,1,1,0,reveal_only
404a73b86d07210a7828,deepseek-v4-pro,least_common_multiple,correct_partial,frustrated,main,neutral_b,1,1,0,reveal_only
405a1f679f9e91890801,MiniMax-M2.7,figurative_metaphor,wrong_attempt,calm,main,ask,0,0,1,elicit_only
406658f54c91ab380efe,doubao-seed-2.0-lite,boyles_law,not_started,unstated,opportunity_complete,canonical,1,1,0,reveal_only
407aa6917d3409ab2ca2,MiniMax-M3,relative_clause_attachment,correct_partial,calm,main,canonical,1,1,0,reveal_only
40861e2d7eba3559194c,deepseek-v4-pro,pythagorean_length,correct_partial,frustrated,main,canonical,0,1,0,reveal_only
408944e1d5fc05f3229d,glm-5.3,sampling_frame_bias,correct_partial,frustrated,main,neutral_a,0,1,1,both
409480036132ff9e5e56,doubao-seed-2.0-lite,relative_clause_attachment,correct_partial,calm,main,neutral_b,1,1,0,reveal_only
40c255bb901e13eb2f41,doubao-seed-2.0-lite,all_different_constraint,wrong_attempt,calm,main,neutral_a,1,1,0,reveal_only
40d119ab8c86cd4ee34c,deepseek-v4-pro,photosynthesis_inputs,correct_partial,frustrated,main,canonical,0,1,0,reveal_only
40f1eea527e1c30eb6bc,MiniMax-M3,triangle_area,not_started,unstated,opportunity_complete,canonical,0,0,1,elicit_only
40f33c8e2c16e9617184,deepseek-v4-pro,sampling_frame_bias,wrong_attempt,frustrated,main,canonical,0,1,0,reveal_only
411300ed4a42b2960283,doubao-seed-2.0-lite,turning_moment,wrong_attempt,calm,main,neutral_a,0,1,0,reveal_only
412c08706930e348afdd,MiniMax-M2.7,exclusive_or,wrong_attempt,frustrated,main,explain,1,1,0,reveal_only
412d12b29d9cbc09b475,MiniMax-M3,exponent_product,wrong_attempt,calm,main,explain,1,1,1,both
4136b3e9e1502e25e98f,MiniMax-M3,direct_speech_punctuation,correct_partial,frustrated,main,canonical,1,1,1,both
4162cadf69ae5c6afbd2,glm-5.3,pressure,wrong_attempt,frustrated,main,canonical,0,0,1,elicit_only
417ba0ed813eb40f4147,deepseek-v4-pro,turning_moment,correct_partial,frustrated,main,canonical,0,1,0,reveal_only
41892f898af64d3de71d,doubao-seed-2.0-lite,counterexample,wrong_attempt,calm,training_sentinel,canonical,0,1,0,reveal_only
418b5584180f0dc7624a,MiniMax-M3,apostrophe_possession,correct_partial,frustrated,main,canonical,0,1,1,both
419d7d3907391bb34c89,MiniMax-M2.7,exponent_product,correct_partial,calm,main,explain,0,1,0,reveal_only
41a7c98ef34d39cb89a7,glm-5.3,signed_integer_addition,wrong_attempt,calm,main,canonical,1,0,1,elicit_only
41a9408336cea2891984,MiniMax-M3,least_common_multiple,wrong_attempt,frustrated,main,neutral_a,0,1,1,both
41ca299818f02da09028,doubao-seed-2.0-lite,rectangular_prism_volume,correct_partial,frustrated,main,neutral_b,0,1,0,reveal_only
41cf7dbe7593311e1eaf,doubao-seed-2.0-lite,boyles_law,not_started,unstated,opportunity_missing,canonical,0,1,0,reveal_only
41e20ab685b4bb5e406a,MiniMax-M3,direct_speech_punctuation,wrong_attempt,frustrated,main,explain,0,1,1,both
41ea84ecfed06ed733e1,MiniMax-M2.7,triangle_area,wrong_attempt,frustrated,main,neutral_b,1,1,0,reveal_only
41eacc7a559d1e5d896c,glm-5.3,least_common_multiple,wrong_attempt,calm,main,neutral_a,0,0,1,elicit_only
420abfc66a19d2324c49,glm-5.3,figurative_metaphor,correct_partial,frustrated,main,neutral_b,0,0,1,elicit_only
4219385512c1fdbc2e34,MiniMax-M3,exclusive_or,correct_partial,frustrated,main,neutral_b,0,1,0,reveal_only
423bf46b6b9bd5d93d55,glm-5.3,photosynthesis_inputs,correct_partial,calm,main,neutral_a,1,0,1,elicit_only
424746c23708fe2e23f4,doubao-seed-2.0-lite,factorial_counting,correct_partial,calm,main,canonical,1,1,0,reveal_only
424b9977d2fb7bc9f6cf,MiniMax-M3,relative_clause_attachment,wrong_attempt,calm,main,neutral_b,0,1,1,both
4250fa01ed5e0d0b564e,glm-5.3,rectangular_prism_volume,correct_partial,calm,main,neutral_b,1,0,1,elicit_only
4269effce97b1b4a6e37,doubao-seed-2.0-lite,least_common_multiple,wrong_attempt,calm,main,ask,0,0,1,elicit_only
427d62c22af912b1444e,MiniMax-M2.7,turning_moment,not_started,unstated,opportunity_complete,canonical,0,1,0,reveal_only
42872b971f4b90afca90,MiniMax-M2.7,turning_moment,correct_partial,calm,main,canonical,1,1,0,reveal_only
429d6de82b3d812d0715,deepseek-v4-pro,contrast_connective,wrong_attempt,calm,main,canonical,0,1,0,reveal_only
42a6e5a2231afc61b8e9,glm-5.3,turning_moment,wrong_attempt,frustrated,main,explain,0,1,1,both
42b7704e66c7ba831e83,MiniMax-M3,boyles_law,correct_partial,frustrated,main,canonical,0,1,0,reveal_only
42be73305b3c5d17d4e8,glm-5.3,rectangular_prism_volume,correct_partial,calm,main,neutral_a,1,0,1,elicit_only
42d53773b2fc2decbf4d,deepseek-v4-pro,exclusive_or,wrong_attempt,frustrated,main,neutral_b,1,1,0,reveal_only
42d90f3c5ff1599d75d6,glm-5.3,rectangular_prism_volume,correct_partial,frustrated,main,explain,0,1,1,both
42e2cab3488258dae27e,deepseek-v4-pro,turning_moment,correct_partial,frustrated,main,neutral_b,1,1,0,reveal_only
42fc8f0df4646059fb32,deepseek-v4-pro,exponent_product,wrong_attempt,frustrated,main,explain,1,1,0,reveal_only
4308db60c847c60505af,MiniMax-M2.7,triangle_area,wrong_attempt,calm,main,canonical,1,1,0,reveal_only
430b6c6f5556f5831e0c,MiniMax-M3,rectangular_prism_volume,not_started,unstated,opportunity_missing,canonical,0,1,1,both
4314045aab079c31fbfc,doubao-seed-2.0-lite,boyles_law,correct_partial,calm,main,ask,0,0,1,elicit_only
432aee4a3a16b2d1e770,deepseek-v4-pro,half_life,wrong_attempt,calm,main,explain,0,1,0,reveal_only
433b3f97f654eaba97d3,deepseek-v4-pro,figurative_metaphor,correct_partial,frustrated,main,explain,1,1,0,reveal_only
434585360053bc23904c,MiniMax-M2.7,parallel_structure,wrong_attempt,calm,main,ask,0,0,1,elicit_only
434f7f88f374b318c6f4,MiniMax-M2.7,direct_speech_punctuation,correct_partial,frustrated,main,neutral_b,0,1,0,reveal_only
436073c37478da77c134,MiniMax-M3,relative_clause_attachment,wrong_attempt,frustrated,main,neutral_a,1,1,1,both
436a4ccdf9e516fb0bed,MiniMax-M2.7,factorial_counting,correct_partial,frustrated,main,canonical,0,1,0,reveal_only
436e7269058af4bbb15b,MiniMax-M3,trophic_energy_transfer,wrong_attempt,frustrated,main,canonical,0,1,0,reveal_only
4374f8176d7a9a830087,doubao-seed-2.0-lite,photosynthesis_inputs,wrong_attempt,calm,main,canonical,0,1,0,reveal_only
43b5c588c6857a4da5d2,MiniMax-M3,parallel_structure,correct_partial,calm,main,neutral_b,0,1,0,reveal_only
43bdd81809e19ff188bf,MiniMax-M2.7,all_different_constraint,wrong_attempt,frustrated,main,ask,0,0,1,elicit_only
43bf4e4ab5ba98d1c4b0,MiniMax-M3,exclusive_or,wrong_attempt,calm,main,canonical,0,1,1,both
43d019638f24050608df,MiniMax-M3,least_common_multiple,wrong_attempt,calm,main,neutral_a,1,0,1,elicit_only
440372bae3cc3c9c661d,deepseek-v4-pro,direct_speech_punctuation,wrong_attempt,frustrated,main,explain,1,1,0,reveal_only
4415f247fb99a31960ab,deepseek-v4-pro,photosynthesis_inputs,wrong_attempt,frustrated,main,neutral_a,0,1,0,reveal_only
442607c71dd08e134af6,deepseek-v4-pro,turning_moment,correct_partial,calm,main,canonical,1,1,0,reveal_only
442b394a87a91281a734,doubao-seed-2.0-lite,photosynthesis_inputs,wrong_attempt,frustrated,main,neutral_b,1,1,0,reveal_only
443048ef21001020c1d5,MiniMax-M2.7,pigeonhole_principle,correct_partial,frustrated,main,ask,0,1,1,both
44396a2c0baea0461d7c,deepseek-v4-pro,triangle_area,correct_partial,frustrated,main,explain,0,1,0,reveal_only
44562ea982318e295196,doubao-seed-2.0-lite,photosynthesis_inputs,correct_partial,calm,main,neutral_b,1,1,0,reveal_only
44578ddc22edc30c0042,MiniMax-M3,turning_moment,correct_partial,frustrated,main,canonical,0,1,1,both
44772811a93a3f476028,MiniMax-M2.7,parallel_structure,correct_partial,frustrated,main,neutral_b,1,1,0,reveal_only
448d32ba664c4b0b076b,doubao-seed-2.0-lite,all_different_constraint,correct_partial,frustrated,main,explain,1,1,0,reveal_only
44dcfbc866d4e6c4df15,glm-5.3,half_life,wrong_attempt,calm,main,explain,0,1,1,both
44fe699aeac4cc2c9a94,MiniMax-M3,figurative_metaphor,correct_partial,calm,main,explain,0,1,1,both
450b5c99a419add7d2de,MiniMax-M2.7,pythagorean_length,wrong_attempt,frustrated,main,canonical,0,1,0,reveal_only
450dd60774547ce3e53c,doubao-seed-2.0-lite,turning_moment,correct_partial,calm,main,canonical,1,1,0,reveal_only
45141b249dfea6bdd74b,MiniMax-M2.7,figurative_metaphor,correct_partial,frustrated,main,neutral_a,1,1,0,reveal_only
45861c3139500b35c5fc,MiniMax-M3,triangle_area,not_started,unstated,opportunity_missing,canonical,1,1,0,reveal_only
458efa1884e72bbb3b04,glm-5.3,turning_moment,correct_partial,calm,main,canonical,0,0,1,elicit_only
458ffd189b4c0243a000,deepseek-v4-pro,half_life,wrong_attempt,frustrated,main,neutral_a,1,1,0,reveal_only
459326469a838e26d2a1,MiniMax-M2.7,contrast_connective,correct_partial,frustrated,main,canonical,1,1,1,both
45976e8099344233b441,MiniMax-M2.7,pigeonhole_principle,wrong_attempt,calm,main,neutral_b,1,1,0,reveal_only
45fd13ac9c127f52164b,MiniMax-M3,rectangular_prism_volume,not_started,unstated,opportunity_complete,canonical,1,0,1,elicit_only
460030313e6251622545,doubao-seed-2.0-lite,triangle_area,wrong_attempt,calm,main,neutral_a,0,1,1,both
4607c188376b57948d20,doubao-seed-2.0-lite,trophic_energy_transfer,correct_partial,frustrated,main,canonical,0,1,0,reveal_only
4608bae3d45e2fe312e2,glm-5.3,sampling_frame_bias,correct_partial,calm,main,canonical,1,1,1,both
46196ff8cfa828491f45,deepseek-v4-pro,parallel_structure,correct_partial,frustrated,main,canonical,1,1,0,reveal_only
46262fb447020255194e,MiniMax-M3,apostrophe_possession,wrong_attempt,frustrated,main,canonical,0,1,1,both
4631a73e95aa8b3e1861,doubao-seed-2.0-lite,rectangular_prism_volume,wrong_attempt,frustrated,main,neutral_b,1,1,0,reveal_only
463556aa8c32ef77e488,glm-5.3,turning_moment,wrong_attempt,frustrated,main,neutral_a,0,0,1,elicit_only
469413981b7397e49203,MiniMax-M2.7,least_common_multiple,wrong_attempt,frustrated,main,explain,1,1,0,reveal_only
46a494267196e441ae66,deepseek-v4-pro,direct_speech_punctuation,wrong_attempt,calm,main,neutral_a,0,1,0,reveal_only
46aba8c7384900e38be8,deepseek-v4-pro,exclusive_or,wrong_attempt,calm,main,ask,1,0,1,elicit_only
46bba378839dd9b4b543,glm-5.3,parallel_structure,correct_partial,frustrated,main,canonical,0,1,1,both
46bd9f98f34090fe4c24,deepseek-v4-pro,pigeonhole_principle,wrong_attempt,calm,main,neutral_b,1,1,0,reveal_only
46ec2cf62b9ffa3114df,MiniMax-M2.7,figurative_metaphor,correct_partial,calm,main,neutral_b,0,1,1,both
46f1cd376af73530a034,doubao-seed-2.0-lite,relative_clause_attachment,correct_partial,calm,main,ask,0,0,1,elicit_only
470dcf7bc571afaa0d34,MiniMax-M2.7,photosynthesis_inputs,correct_partial,calm,main,explain,0,1,0,reveal_only
470ddf73ee48fd59fb5d,doubao-seed-2.0-lite,rectangular_prism_volume,wrong_attempt,calm,main,canonical,1,1,1,both
471323a111e247b49871,glm-5.3,pythagorean_length,correct_partial,calm,main,canonical,0,0,1,elicit_only
472168e18e96ca7eded3,MiniMax-M3,all_different_constraint,wrong_attempt,frustrated,main,explain,1,1,0,reveal_only
472c8a93dafd15659931,MiniMax-M2.7,exclusive_or,correct_partial,frustrated,main,neutral_b,0,1,1,both
47454a291154e5884cfc,doubao-seed-2.0-lite,exclusive_or,correct_partial,calm,main,explain,1,1,0,reveal_only
477f0505cc6312050899,MiniMax-M2.7,sampling_frame_bias,wrong_attempt,calm,main,neutral_b,0,1,0,reveal_only
477f13e4095c6a1882cd,MiniMax-M2.7,exponent_product,correct_partial,frustrated,main,neutral_a,1,1,0,reveal_only
477ff87604bd07284c5c,glm-5.3,exponent_product,wrong_attempt,calm,main,ask,1,0,1,elicit_only
47827ce989baa26c6e29,MiniMax-M3,factorial_counting,wrong_attempt,calm,main,canonical,0,0,1,elicit_only
47b76a4b4fab1320ae37,glm-5.3,exponent_product,wrong_attempt,calm,main,neutral_b,0,0,1,elicit_only
47ba4003a64b30405081,deepseek-v4-pro,turning_moment,wrong_attempt,calm,main,neutral_b,0,1,0,reveal_only
47bc5924638ecff97104,deepseek-v4-pro,least_common_multiple,wrong_attempt,calm,main,neutral_b,1,1,0,reveal_only
4807ab570951224a57f3,doubao-seed-2.0-lite,chemical_equation_balance,correct_partial,frustrated,main,canonical,1,1,0,reveal_only
4825ad350a32bf99fe27,MiniMax-M2.7,triangle_area,wrong_attempt,frustrated,main,canonical,0,1,0,reveal_only
484e17beef9164c0983a,MiniMax-M3,figurative_metaphor,correct_partial,calm,main,neutral_b,0,1,1,both
486b3cebfb61e1b51291,MiniMax-M3,median,wrong_attempt,calm,main,canonical,1,1,0,reveal_only
488d9744a846d75963c3,MiniMax-M3,boyles_law,correct_partial,calm,main,canonical,0,0,1,elicit_only
488e22bfe167f4e41af7,deepseek-v4-pro,figurative_metaphor,wrong_attempt,frustrated,main,neutral_b,1,1,0,reveal_only
48ccb7f93de59f5c57ec,deepseek-v4-pro,relative_clause_attachment,wrong_attempt,calm,main,neutral_a,1,1,0,reveal_only
48efa675f24be3fc60e1,deepseek-v4-pro,relative_clause_attachment,wrong_attempt,frustrated,main,neutral_b,0,1,0,reveal_only
48f2e65abdcd73b3323c,glm-5.3,parallel_structure,correct_partial,calm,main,explain,0,1,0,reveal_only
48f2f3b49296011160d7,doubao-seed-2.0-lite,exclusive_or,wrong_attempt,frustrated,main,neutral_b,0,1,0,reveal_only
48f7c665e738fdbb9788,deepseek-v4-pro,sampling_frame_bias,correct_partial,frustrated,main,ask,1,0,1,elicit_only
48f85fcb30c2964e345e,MiniMax-M3,chemical_equation_balance,correct_partial,calm,main,canonical,1,1,0,reveal_only
493164651a26dd8c45b9,MiniMax-M2.7,rectangular_prism_volume,wrong_attempt,frustrated,main,ask,1,0,1,elicit_only
4946aaf631ec936dc189,MiniMax-M2.7,sampling_frame_bias,wrong_attempt,frustrated,main,neutral_b,0,1,0,reveal_only
495aada10418cd756581,doubao-seed-2.0-lite,pigeonhole_principle,correct_partial,frustrated,main,canonical,1,1,0,reveal_only
496a4c5a14f40efe6984,MiniMax-M3,least_common_multiple,correct_partial,calm,main,ask,1,0,1,elicit_only
497517aa4f40eb2ecf71,glm-5.3,active_passive_voice,wrong_attempt,frustrated,main,canonical,0,0,1,elicit_only
497f30d85f80d893eeaf,deepseek-v4-pro,median,wrong_attempt,frustrated,main,canonical,1,1,0,reveal_only
4988937a516260c8b175,deepseek-v4-pro,exclusive_or,correct_partial,frustrated,main,neutral_b,0,1,0,reveal_only
498993fa64be250dca06,doubao-seed-2.0-lite,exponent_product,wrong_attempt,calm,main,canonical,0,1,0,reveal_only
4997f9dce1a0cf8b95c0,glm-5.3,rectangular_prism_volume,wrong_attempt,frustrated,main,ask,1,0,1,elicit_only
49c0a0ede7b4d3c92b55,glm-5.3,all_different_constraint,correct_partial,frustrated,main,ask,0,0,1,elicit_only
49fcfe22fcf5934ad62c,glm-5.3,tense_consistency,wrong_attempt,calm,training_sentinel,canonical,0,0,1,elicit_only
49fed5d6aa43e7dc2fff,doubao-seed-2.0-lite,figurative_metaphor,wrong_attempt,frustrated,main,explain,0,1,0,reveal_only
4a4100b54c6fa3a7cb67,deepseek-v4-pro,exponent_product,correct_partial,calm,main,canonical,0,1,0,reveal_only
4a4634f3ee12efa5de81,deepseek-v4-pro,turning_moment,correct_partial,frustrated,main,explain,0,1,0,reveal_only
4a4c733733c5c5269700,MiniMax-M2.7,exclusive_or,wrong_attempt,calm,main,neutral_b,1,1,0,reveal_only
4a504dd7629865e98b06,deepseek-v4-pro,all_different_constraint,wrong_attempt,calm,main,neutral_b,1,1,0,reveal_only
4a5461a1e6be9451c6e2,deepseek-v4-pro,kinetic_energy,correct_partial,frustrated,main,canonical,0,1,0,reveal_only
4a55d7cb0e07084e76d3,MiniMax-M3,sampling_frame_bias,correct_partial,calm,main,neutral_a,1,1,1,both
4a5756113da876c8e938,MiniMax-M2.7,least_common_multiple,correct_partial,frustrated,main,canonical,1,1,0,reveal_only
4a639dbea925203b56b9,MiniMax-M3,pythagorean_length,correct_partial,calm,main,canonical,0,1,0,reveal_only
4a644bedc5f5133f2ee9,deepseek-v4-pro,pressure,wrong_attempt,frustrated,main,canonical,0,1,0,reveal_only
4a65bf4b239f1bb8afdc,glm-5.3,relative_clause_attachment,correct_partial,calm,main,canonical,0,0,1,elicit_only
4a812f86094340916daa,doubao-seed-2.0-lite,least_common_multiple,wrong_attempt,frustrated,main,canonical,1,1,0,reveal_only
4a848248f95d93f14450,MiniMax-M3,half_life,wrong_attempt,calm,main,explain,0,1,0,reveal_only
4a84937d79a816b5d14d,deepseek-v4-pro,median,wrong_attempt,calm,main,canonical,1,1,0,reveal_only
4a84d5866ee163b84446,MiniMax-M2.7,weighted_graph_path,correct_partial,frustrated,main,canonical,0,1,0,reveal_only
4a90b832f5e5a5979e84,MiniMax-M2.7,half_life,correct_partial,frustrated,main,explain,1,1,0,reveal_only
4ab3ec8b5ce6ffeca48d,glm-5.3,relative_clause_attachment,wrong_attempt,frustrated,main,neutral_a,0,0,1,elicit_only
4ab43525cadf4af0663a,doubao-seed-2.0-lite,exponent_product,wrong_attempt,frustrated,main,canonical,0,1,0,reveal_only
4ab472148d6bb77a8ca3,glm-5.3,relative_clause_attachment,wrong_attempt,calm,main,ask,0,0,1,elicit_only
4ab9a0a54bc6bbcbce4a,deepseek-v4-pro,sampling_frame_bias,correct_partial,frustrated,main,neutral_b,0,1,0,reveal_only
4aba9618d5e46a0296a4,glm-5.3,photosynthesis_inputs,wrong_attempt,frustrated,main,explain,0,1,1,both
4ad2d09e46e6eca6ffa0,glm-5.3,turning_moment,wrong_attempt,frustrated,main,ask,0,0,1,elicit_only
4ad366b18298f020ee3d,glm-5.3,photosynthesis_inputs,wrong_attempt,calm,main,neutral_b,0,0,1,elicit_only
4adbdb80fc718e52094c,glm-5.3,turning_moment,correct_partial,frustrated,main,canonical,0,0,1,elicit_only
4adec775c7008c8153c3,doubao-seed-2.0-lite,half_life,wrong_attempt,calm,main,neutral_a,0,1,0,reveal_only
4b02b02c5b96a941ed72,deepseek-v4-pro,exponent_product,wrong_attempt,calm,main,neutral_a,1,1,0,reveal_only
4b0a0b8f9022a63b1bf4,glm-5.3,turning_moment,wrong_attempt,calm,main,explain,0,1,1,both
4b1dec86b7f3accb0bb2,deepseek-v4-pro,pigeonhole_principle,correct_partial,frustrated,main,neutral_b,1,1,0,reveal_only
4b24d1d1c7399208ca65,doubao-seed-2.0-lite,triangle_area,correct_partial,calm,main,canonical,0,1,0,reveal_only
4b4aeac2771f620babe7,deepseek-v4-pro,active_passive_voice,correct_partial,frustrated,main,canonical,1,1,0,reveal_only
4b741e6fc0692f43320a,doubao-seed-2.0-lite,direct_speech_punctuation,wrong_attempt,frustrated,main,canonical,1,1,0,reveal_only
4b83bef07492968a7fff,deepseek-v4-pro,pigeonhole_principle,correct_partial,calm,main,neutral_a,0,1,0,reveal_only
4b8944d5ff8298cf0424,deepseek-v4-pro,photosynthesis_inputs,correct_partial,calm,main,neutral_b,1,1,0,reveal_only
4b9daca683016e147462,MiniMax-M3,photosynthesis_inputs,wrong_attempt,frustrated,main,explain,0,1,0,reveal_only
4ba7d482ab6e2d8274c2,MiniMax-M2.7,homophone_selection,correct_partial,calm,main,canonical,0,1,0,reveal_only
4bbcb8f114fcf9c13652,MiniMax-M3,pigeonhole_principle,correct_partial,frustrated,main,neutral_a,0,1,1,both
4bd1c85a03b1c872de8b,doubao-seed-2.0-lite,pressure,wrong_attempt,frustrated,main,canonical,0,1,1,both
4bdd7e07eef54a06059e,glm-5.3,direct_speech_punctuation,wrong_attempt,calm,main,explain,1,1,1,both
4bee4d377a099e20a733,deepseek-v4-pro,direct_speech_punctuation,correct_partial,frustrated,main,explain,0,1,0,reveal_only
4bfc921faa51df2fbcb4,MiniMax-M2.7,turning_moment,wrong_attempt,frustrated,main,neutral_b,0,1,0,reveal_only
4c19c32ca6b59c09a45f,doubao-seed-2.0-lite,photosynthesis_inputs,correct_partial,frustrated,main,canonical,1,1,0,reveal_only
4c1a55c367b1ddddd1bb,deepseek-v4-pro,triangle_area,wrong_attempt,calm,main,neutral_b,0,1,0,reveal_only
4c20750f98fac76291b0,MiniMax-M3,triangle_area,wrong_attempt,calm,main,neutral_b,1,0,1,elicit_only
4c48b02bcb289dfd7504,deepseek-v4-pro,trophic_energy_transfer,correct_partial,calm,main,canonical,1,1,0,reveal_only
4c4cc57f0ae8f5d69a0c,MiniMax-M3,binary_search_interval,correct_partial,calm,main,canonical,0,1,1,both
4c5a3a35507db8de5af7,MiniMax-M2.7,half_life,wrong_attempt,frustrated,main,neutral_a,1,1,1,both
4c667c52b65c413aa71e,MiniMax-M3,figurative_metaphor,wrong_attempt,frustrated,main,explain,0,1,0,reveal_only
4c66b13b9b108f984f5d,MiniMax-M2.7,boyles_law,wrong_attempt,calm,main,explain,1,1,0,reveal_only
4c68886e22702f57107e,doubao-seed-2.0-lite,triangle_area,not_started,unstated,opportunity_complete,canonical,0,1,0,reveal_only
4c917a2f84ae8f0aed26,deepseek-v4-pro,all_different_constraint,wrong_attempt,frustrated,main,canonical,1,1,0,reveal_only
4c9727098f7042d248bf,deepseek-v4-pro,half_life,wrong_attempt,frustrated,main,ask,1,0,1,elicit_only
4cb4ff71e2990dac51bf,MiniMax-M2.7,tense_consistency,wrong_attempt,calm,training_sentinel,canonical,0,1,0,reveal_only
4cb6ed7940e6fff3d855,doubao-seed-2.0-lite,direct_speech_punctuation,correct_partial,frustrated,main,neutral_a,1,1,0,reveal_only
4cc28f7999cdf6e96fe8,MiniMax-M3,exclusive_or,correct_partial,calm,main,neutral_b,0,1,1,both
4cc8e4ecc6cfb1ae2742,doubao-seed-2.0-lite,rectangular_prism_volume,not_started,unstated,opportunity_missing,canonical,1,1,0,reveal_only
4ce27619edf7cdc46f4d,deepseek-v4-pro,all_different_constraint,correct_partial,calm,main,canonical,1,1,0,reveal_only
4cf8ca78479e7e522ec4,doubao-seed-2.0-lite,rectangular_prism_volume,correct_partial,frustrated,main,ask,0,0,1,elicit_only
4d00d5b2f903d24eb9c9,glm-5.3,boyles_law,wrong_attempt,calm,main,ask,0,0,1,elicit_only
4d079a4367cae9df8ef6,doubao-seed-2.0-lite,exclusive_or,wrong_attempt,calm,main,neutral_b,0,1,0,reveal_only
4d1582953b5f321b1fed,MiniMax-M2.7,turning_moment,correct_partial,calm,main,explain,1,1,0,reveal_only
4d2aaac999330385e855,MiniMax-M2.7,relative_clause_attachment,correct_partial,calm,main,neutral_b,0,1,0,reveal_only
4d3010e71833ff9c28f4,glm-5.3,trophic_energy_transfer,wrong_attempt,calm,main,canonical,1,0,1,elicit_only
4d30734ba7828b65a2f2,glm-5.3,trophic_energy_transfer,wrong_attempt,frustrated,main,canonical,0,0,1,elicit_only
4d398276ea8563550767,MiniMax-M2.7,boyles_law,correct_partial,calm,main,neutral_b,1,1,0,reveal_only
4d3c63d1406691f68556,MiniMax-M3,exclusive_or,wrong_attempt,calm,main,neutral_a,1,1,1,both
4d4b87077c81da32b97e,MiniMax-M3,least_common_multiple,correct_partial,calm,main,neutral_b,0,1,0,reveal_only
4d56ebeb2dd292a30f8d,deepseek-v4-pro,turning_moment,correct_partial,frustrated,main,ask,1,0,1,elicit_only
4d5e70246f4fee788e41,doubao-seed-2.0-lite,half_life,wrong_attempt,calm,main,canonical,1,1,0,reveal_only
4d60a3c68baa6fd0f381,MiniMax-M3,parallel_structure,wrong_attempt,calm,main,neutral_b,1,1,0,reveal_only
4d7a2032eaa82de5aeb2,MiniMax-M2.7,binary_search_interval,correct_partial,calm,main,canonical,1,1,0,reveal_only
4d82ca161e779b2d646c,MiniMax-M2.7,contrast_connective,correct_partial,frustrated,main,canonical,0,1,0,reveal_only
4d866fcecf4da3d733c6,deepseek-v4-pro,boyles_law,correct_partial,frustrated,main,canonical,0,1,0,reveal_only
4db798dbb33c9bd23688,glm-5.3,least_common_multiple,wrong_attempt,frustrated,main,canonical,0,0,1,elicit_only
4dc7d69345ca3c45ffdb,deepseek-v4-pro,pigeonhole_principle,wrong_attempt,frustrated,main,ask,0,0,1,elicit_only
4ddcd31601c74396002e,MiniMax-M2.7,relative_clause_attachment,correct_partial,calm,main,neutral_b,1,1,0,reveal_only
4de1f2a9499286aaac6e,MiniMax-M3,parallel_structure,correct_partial,frustrated,main,neutral_b,0,1,0,reveal_only
4de42aaa4b672e40451f,MiniMax-M3,figurative_metaphor,wrong_attempt,calm,main,ask,0,0,1,elicit_only
4df0b0b6bcde257746f0,MiniMax-M3,figurative_metaphor,correct_partial,calm,main,explain,1,1,1,both
4df70f2d61fe98d0d41b,MiniMax-M3,least_common_multiple,correct_partial,frustrated,main,neutral_a,1,1,0,reveal_only
4dfc26775593a85a709b,deepseek-v4-pro,exponent_product,correct_partial,calm,main,ask,1,0,1,elicit_only
4e0b2837864381fb9770,glm-5.3,exponent_product,wrong_attempt,frustrated,main,canonical,0,0,1,elicit_only
4e0b3c607804cd1ed819,doubao-seed-2.0-lite,parallel_structure,correct_partial,frustrated,main,neutral_b,1,1,0,reveal_only
4e24c726dc8a1ddf4f3c,MiniMax-M2.7,boyles_law,correct_partial,calm,main,neutral_a,0,1,0,reveal_only
4e46d3a35fb9eefcb3fa,MiniMax-M2.7,pythagorean_length,correct_partial,calm,main,canonical,1,1,0,reveal_only
4e610010a51299b84a38,doubao-seed-2.0-lite,exponent_product,correct_partial,frustrated,main,canonical,1,1,0,reveal_only
4e77994bb985363cc822,doubao-seed-2.0-lite,sampling_frame_bias,correct_partial,calm,main,ask,0,0,1,elicit_only
4e81f3b83c9b93fd324c,MiniMax-M3,boyles_law,correct_partial,frustrated,main,canonical,1,1,0,reveal_only
