classifier_variant,family,model,pair_id,target_act,generic,pedagogy,delta
char_svm,hard,qwen3.8-27b,69,probing,0,0,0
char_svm,hard,qwen3.8-27b,70,probing,0,0,0
char_svm,hard,qwen3.8-27b,71,probing,0,1,1
char_svm,hard,qwen3.8-27b,72,probing,0,1,1
char_svm,hard,qwen3.8-27b,73,probing,0,1,1
char_svm,hard,qwen3.8-27b,74,probing,0,0,0
char_svm,hard,qwen3.8-27b,75,probing,0,1,1
char_svm,hard,qwen3.8-27b,76,probing,1,0,-1
char_svm,hard,qwen3.8-27b,77,probing,1,1,0
char_svm,hard,qwen3.8-27b,78,probing,0,0,0
char_svm,hard,qwen3.8-27b,79,probing,0,0,0
char_svm,hard,qwen3.8-27b,80,probing,0,0,0
char_svm,hard,qwen3.8-27b,81,probing,0,0,0
char_svm,hard,qwen3.8-27b,82,probing,1,1,0
char_svm,hard,qwen3.8-27b,83,probing,0,0,0
char_svm,hard,qwen3.8-27b,84,probing,0,1,1
char_svm,hard,qwen3.8-27b,85,probing,0,0,0
char_svm,hard,qwen3.8-27b,86,probing,0,1,1
char_svm,hard,qwen3.8-27b,87,probing,0,0,0
char_svm,hard,qwen3.8-27b,88,probing,0,0,0
char_svm,hard,qwen3.8-27b,89,probing,0,0,0
char_svm,hard,qwen3.8-27b,90,probing,0,1,1
char_svm,hard,qwen3.8-27b,91,probing,0,0,0
char_svm,hard,qwen3.8-27b,92,probing,0,0,0
char_svm,hard,qwen3.8-27b,93,probing,0,0,0
char_svm,hard,qwen3.8-27b,94,probing,0,0,0
char_svm,hard,qwen3.8-27b,95,probing,0,0,0
char_svm,hard,qwen3.8-27b,96,probing,0,1,1
char_svm,hard,qwen3.8-27b,97,probing,0,0,0
char_svm,hard,qwen3.8-27b,98,probing,0,0,0
char_svm,hard,qwen3.8-27b,99,probing,0,0,0
char_svm,hard,qwen3.8-27b,100,probing,0,0,0
char_svm,hard,qwen3.8-27b,101,probing,0,0,0
char_svm,hard,qwen3.8-27b,102,probing,0,1,1
char_svm,hard,qwen3.8-27b,103,probing,0,0,0
char_svm,hard,qwen3.8-27b,104,probing,0,1,1
char_svm,hard,qwen3.8-27b,105,probing,0,0,0
char_svm,hard,qwen3.8-27b,106,probing,0,0,0
char_svm,hard,qwen3.8-27b,107,probing,1,1,0
char_svm,hard,qwen3.8-27b,108,probing,0,0,0
char_svm,hard,qwen3.8-27b,109,probing,0,0,0
char_svm,hard,qwen3.8-27b,110,probing,1,0,-1
char_svm,hard,qwen3.8-27b,111,probing,0,0,0
char_svm,hard,qwen3.8-27b,112,probing,0,0,0
char_svm,hard,qwen3.8-27b,113,probing,0,0,0
char_svm,hard,qwen3.8-27b,114,probing,0,0,0
char_svm,hard,qwen3.8-27b,115,probing,0,0,0
char_svm,hard,qwen3.8-27b,116,probing,0,0,0
char_svm,hard,qwen3.8-27b,117,probing,0,1,1
char_svm,hard,qwen3.8-27b,118,probing,0,1,1
char_svm,hard,qwen3.8-27b,119,probing,0,0,0
char_svm,hard,qwen3.8-27b,120,probing,0,0,0
char_svm,hard,qwen3.8-27b,121,probing,0,0,0
char_svm,hard,qwen3.8-27b,122,probing,0,0,0
char_svm,hard,qwen3.8-27b,123,probing,0,0,0
char_svm,hard,qwen3.8-27b,124,probing,0,0,0
char_svm,hard,qwen3.8-27b,125,probing,0,0,0
char_svm,hard,qwen3.8-27b,126,probing,0,0,0
char_svm,hard,qwen3.8-27b,127,probing,0,0,0
char_svm,hard,qwen3.8-27b,128,probing,0,0,0
char_svm,hard,qwen3.8-27b,129,probing,0,0,0
char_svm,hard,qwen3.8-27b,130,probing,1,0,-1
char_svm,hard,qwen3.8-27b,131,probing,0,1,1
char_svm,hard,qwen3.8-27b,132,probing,0,0,0
char_svm,hard,qwen3.8-27b,133,probing,0,1,1
char_svm,hard,qwen3.8-27b,134,probing,0,0,0
char_svm,hard,qwen3.8-27b,135,probing,0,0,0
char_svm,hard,qwen3.8-27b,136,probing,0,0,0
char_svm,hard,qwen3.8-27b,137,probing,0,1,1
char_svm,hard,qwen3.8-27b,138,probing,0,0,0
char_svm,hard,qwen3.8-27b,139,probing,1,1,0
char_svm,hard,qwen3.8-27b,140,probing,0,0,0
char_svm,hard,qwen3.8-27b,141,probing,0,0,0
char_svm,hard,qwen3.8-27b,142,probing,0,0,0
char_svm,hard,qwen3.8-27b,143,probing,1,1,0
char_svm,hard,qwen3.8-27b,144,probing,0,0,0
char_svm,hard,qwen3.8-27b,145,probing,0,0,0
char_svm,hard,qwen3.8-27b,146,probing,0,1,1
char_svm,hard,qwen3.8-27b,147,probing,0,1,1
char_svm,hard,qwen3.8-27b,148,probing,0,0,0
char_svm,hard,qwen3.8-27b,149,probing,1,1,0
char_svm,hard,qwen3.8-27b,150,probing,0,0,0
char_svm,hard,qwen3.8-27b,151,probing,0,1,1
char_svm,hard,qwen3.8-27b,152,probing,0,0,0
char_svm,hard,qwen3.8-27b,153,probing,0,0,0
char_svm,hard,qwen3.8-27b,154,probing,0,1,1
char_svm,hard,qwen3.8-27b,155,probing,1,0,-1
char_svm,hard,qwen3.8-27b,156,probing,1,1,0
char_svm,hard,qwen3.8-27b,157,probing,0,1,1
char_svm,hard,qwen3.8-27b,158,probing,0,0,0
char_svm,hard,qwen3.8-27b,159,probing,0,0,0
char_svm,hard,qwen3.8-27b,160,probing,0,0,0
char_svm,hard,qwen3.8-27b,161,probing,0,0,0
char_svm,hard,qwen3.8-27b,162,probing,0,0,0
char_svm,hard,qwen3.8-27b,163,probing,0,0,0
char_svm,hard,qwen3.8-27b,164,probing,0,0,0
char_svm,hard,qwen3.8-27b,165,probing,0,0,0
char_svm,hard,qwen3.8-27b,166,probing,0,0,0
char_svm,hard,qwen3.8-27b,167,probing,0,0,0
char_svm,hard,qwen3.8-27b,168,probing,1,0,-1
char_svm,hard,qwen3.8-27b,169,probing,0,0,0
char_svm,hard,qwen3.8-27b,170,probing,0,0,0
char_svm,hard,qwen3.8-27b,171,probing,0,0,0
char_svm,hard,qwen3.8-27b,172,probing,1,1,0
char_svm,hard,qwen3.8-27b,173,probing,0,0,0
char_svm,hard,qwen3.8-27b,174,probing,0,0,0
char_svm,hard,qwen3.8-27b,175,probing,0,0,0
char_svm,hard,qwen3.8-27b,176,probing,0,0,0
char_svm,hard,qwen3.8-27b,177,probing,0,1,1
char_svm,hard,qwen3.8-27b,178,probing,1,0,-1
char_svm,hard,qwen3.8-27b,179,probing,0,0,0
char_svm,hard,qwen3.8-27b,180,probing,0,0,0
char_svm,hard,qwen3.8-27b,181,probing,0,1,1
char_svm,hard,qwen3.8-27b,182,probing,0,0,0
char_svm,hard,qwen3.8-27b,183,probing,0,0,0
char_svm,hard,qwen3.8-27b,184,probing,0,0,0
char_svm,hard,qwen3.8-27b,185,probing,0,0,0
char_svm,hard,qwen3.8-27b,186,probing,0,0,0
char_svm,hard,qwen3.8-27b,187,probing,0,1,1
char_svm,hard,qwen3.8-27b,188,probing,1,1,0
char_svm,hard,qwen3.8-27b,189,probing,0,1,1
char_svm,hard,qwen3.8-27b,190,probing,0,1,1
char_svm,hard,qwen3.8-27b,191,probing,0,0,0
char_svm,hard,qwen3.8-27b,192,probing,0,0,0
char_svm,hard,qwen3.8-27b,193,probing,0,0,0
char_svm,hard,qwen3.8-27b,194,probing,0,0,0
char_svm,hard,qwen3.8-27b,195,probing,0,0,0
char_svm,hard,qwen3.8-27b,196,probing,0,0,0
char_svm,hard,qwen3.8-27b,197,probing,0,1,1
char_svm,hard,qwen3.8-27b,198,probing,0,1,1
char_svm,hard,qwen3.8-27b,199,probing,0,1,1
char_svm,hard,qwen3.8-27b,200,probing,1,0,-1
char_svm,hard,qwen3.8-27b,201,probing,0,0,0
char_svm,hard,qwen3.8-27b,202,probing,0,0,0
char_svm,hard,qwen3.8-27b,203,probing,0,0,0
char_svm,hard,qwen3.8-27b,204,probing,0,1,1
char_svm,hard,qwen3.8-27b,205,probing,0,0,0
char_svm,hard,qwen3.8-27b,206,probing,0,0,0
char_svm,hard,qwen3.8-27b,207,probing,0,1,1
char_svm,hard,qwen3.8-27b,208,probing,0,0,0
char_svm,hard,qwen3.8-27b,209,probing,0,0,0
char_svm,hard,qwen3.8-27b,210,probing,0,0,0
char_svm,hard,qwen3.8-27b,211,probing,0,1,1
char_svm,hard,qwen3.8-27b,212,probing,0,0,0
char_svm,hard,qwen3.8-27b,213,probing,1,0,-1
char_svm,hard,qwen3.8-27b,214,probing,0,0,0
char_svm,hard,qwen3.8-27b,215,probing,0,1,1
char_svm,hard,qwen3.8-27b,216,probing,1,0,-1
char_svm,hard,qwen3.8-27b,217,probing,0,0,0
char_svm,hard,qwen3.8-27b,218,probing,0,0,0
char_svm,hard,qwen3.8-27b,219,probing,0,0,0
char_svm,hard,qwen3.8-27b,220,probing,0,0,0
char_svm,hard,qwen3.8-27b,221,probing,1,0,-1
char_svm,hard,qwen3.8-27b,222,probing,0,0,0
char_svm,hard,qwen3.8-27b,223,probing,0,0,0
char_svm,hard,qwen3.8-27b,224,probing,0,0,0
char_svm,hard,qwen3.8-27b,225,probing,1,0,-1
char_svm,hard,qwen3.8-27b,226,probing,0,0,0
char_svm,hard,qwen3.8-27b,227,probing,0,0,0
char_svm,hard,qwen3.8-27b,228,probing,0,1,1
char_svm,hard,qwen3.8-27b,229,probing,0,0,0
char_svm,hard,qwen3.8-27b,230,probing,0,1,1
char_svm,hard,qwen3.8-27b,231,probing,0,0,0
char_svm,hard,qwen3.8-27b,232,probing,0,1,1
char_svm,hard,qwen3.8-27b,233,probing,1,1,0
char_svm,hard,qwen3.8-27b,234,probing,0,0,0
char_svm,hard,qwen3.8-27b,235,probing,0,0,0
char_svm,hard,qwen3.8-27b,236,probing,0,0,0
char_svm,hard,qwen3.8-27b,237,probing,0,0,0
char_svm,hard,qwen3.8-27b,238,probing,0,0,0
char_svm,hard,qwen3.8-27b,239,probing,0,1,1
char_svm,hard,qwen3.8-27b,240,probing,0,0,0
char_svm,hard,qwen3.8-27b,241,probing,0,0,0
char_svm,hard,qwen3.8-27b,242,probing,0,0,0
char_svm,hard,qwen3.8-27b,243,probing,0,1,1
char_svm,hard,qwen3.8-27b,244,probing,1,1,0
char_svm,hard,qwen3.8-27b,245,probing,0,1,1
char_svm,hard,qwen3.8-27b,246,probing,0,0,0
char_svm,hard,qwen3.8-27b,247,probing,0,0,0
char_svm,hard,qwen3.8-27b,248,probing,0,1,1
char_svm,hard,qwen3.8-27b,249,probing,1,0,-1
char_svm,hard,qwen3.8-27b,250,probing,0,0,0
char_svm,hard,qwen3.8-27b,251,probing,0,1,1
char_svm,hard,qwen3.8-27b,252,probing,0,0,0
char_svm,hard,qwen3.8-27b,253,probing,0,1,1
char_svm,hard,qwen3.8-27b,254,probing,0,0,0
char_svm,hard,qwen3.8-27b,255,probing,0,0,0
char_svm,hard,qwen3.8-27b,256,probing,0,1,1
char_svm,hard,qwen3.8-27b,257,probing,0,0,0
char_svm,hard,qwen3.8-27b,258,probing,0,1,1
char_svm,hard,qwen3.8-27b,259,probing,0,0,0
char_svm,hard,qwen3.8-27b,260,probing,0,1,1
char_svm,hard,qwen3.8-27b,261,probing,0,1,1
char_svm,hard,qwen3.8-27b,262,probing,0,0,0
char_svm,hard,qwen3.8-27b,263,probing,0,0,0
char_svm,hard,qwen3.8-27b,264,probing,0,0,0
char_svm,hard,qwen3.8-27b,284,generic,0,0,0
char_svm,standard,deepseek-v4-flash,0,probing,0,1,1
char_svm,standard,deepseek-v4-flash,1,focus,0,0,0
char_svm,standard,deepseek-v4-flash,2,telling,1,0,-1
char_svm,standard,deepseek-v4-flash,3,probing,0,1,1
char_svm,standard,deepseek-v4-flash,4,probing,0,0,0
char_svm,standard,deepseek-v4-flash,5,focus,0,1,1
char_svm,standard,deepseek-v4-flash,6,probing,0,1,1
char_svm,standard,deepseek-v4-flash,7,telling,0,0,0
char_svm,standard,deepseek-v4-flash,8,telling,0,0,0
char_svm,standard,deepseek-v4-flash,9,telling,1,0,-1
char_svm,standard,deepseek-v4-flash,10,focus,0,0,0
char_svm,standard,deepseek-v4-flash,11,telling,0,1,1
char_svm,standard,deepseek-v4-flash,12,telling,0,0,0
char_svm,standard,deepseek-v4-flash,13,focus,1,0,-1
char_svm,standard,deepseek-v4-flash,14,probing,0,1,1
char_svm,standard,deepseek-v4-flash,15,telling,0,0,0
char_svm,standard,deepseek-v4-flash,16,probing,0,0,0
char_svm,standard,deepseek-v4-flash,17,probing,0,1,1
char_svm,standard,deepseek-v4-flash,18,focus,0,0,0
char_svm,standard,deepseek-v4-flash,19,probing,0,0,0
char_svm,standard,deepseek-v4-flash,20,focus,0,0,0
char_svm,standard,deepseek-v4-flash,21,probing,0,0,0
char_svm,standard,deepseek-v4-flash,22,focus,1,1,0
char_svm,standard,deepseek-v4-flash,23,focus,1,1,0
char_svm,standard,deepseek-v4-flash,24,focus,1,1,0
char_svm,standard,deepseek-v4-flash,25,focus,0,0,0
char_svm,standard,deepseek-v4-flash,26,focus,1,1,0
char_svm,standard,deepseek-v4-flash,27,focus,0,0,0
char_svm,standard,deepseek-v4-flash,28,focus,1,0,-1
char_svm,standard,deepseek-v4-flash,29,focus,1,0,-1
char_svm,standard,deepseek-v4-flash,30,focus,0,1,1
char_svm,standard,deepseek-v4-flash,31,focus,0,0,0
char_svm,standard,deepseek-v4-flash,32,focus,1,1,0
char_svm,standard,deepseek-v4-flash,33,probing,0,1,1
char_svm,standard,deepseek-v4-flash,34,focus,1,1,0
char_svm,standard,deepseek-v4-flash,35,probing,0,0,0
char_svm,standard,deepseek-v4-flash,36,focus,0,1,1
char_svm,standard,deepseek-v4-flash,37,focus,1,0,-1
char_svm,standard,deepseek-v4-flash,38,focus,0,1,1
char_svm,standard,deepseek-v4-flash,39,focus,0,0,0
char_svm,standard,deepseek-v4-flash,40,probing,0,0,0
char_svm,standard,deepseek-v4-flash,41,probing,1,1,0
char_svm,standard,deepseek-v4-flash,42,probing,0,0,0
char_svm,standard,deepseek-v4-flash,43,probing,0,0,0
char_svm,standard,deepseek-v4-flash,44,probing,0,0,0
char_svm,standard,deepseek-v4-flash,45,probing,1,1,0
char_svm,standard,deepseek-v4-flash,46,focus,0,0,0
char_svm,standard,deepseek-v4-flash,47,telling,1,0,-1
char_svm,standard,deepseek-v4-flash,48,focus,0,1,1
char_svm,standard,deepseek-v4-flash,49,focus,1,0,-1
char_svm,standard,deepseek-v4-flash,50,focus,0,1,1
char_svm,standard,deepseek-v4-flash,51,probing,1,1,0
char_svm,standard,deepseek-v4-flash,52,focus,0,0,0
char_svm,standard,deepseek-v4-flash,53,probing,0,1,1
char_svm,standard,deepseek-v4-flash,54,focus,0,0,0
char_svm,standard,deepseek-v4-flash,55,telling,0,0,0
char_svm,standard,deepseek-v4-flash,56,telling,1,1,0
char_svm,standard,deepseek-v4-flash,57,telling,0,0,0
char_svm,standard,deepseek-v4-flash,58,probing,0,0,0
char_svm,standard,deepseek-v4-flash,59,telling,1,0,-1
char_svm,standard,deepseek-v4-flash,60,telling,0,0,0
char_svm,standard,deepseek-v4-flash,61,focus,1,0,-1
char_svm,standard,deepseek-v4-flash,62,probing,0,1,1
char_svm,standard,deepseek-v4-flash,63,focus,0,0,0
char_svm,standard,deepseek-v4-flash,64,probing,0,1,1
char_svm,standard,deepseek-v4-flash,65,probing,0,1,1
char_svm,standard,deepseek-v4-flash,66,focus,1,0,-1
char_svm,standard,deepseek-v4-flash,67,generic,0,0,0
char_svm,standard,deepseek-v4-flash,68,focus,0,1,1
char_svm,standard,deepseek-v4-flash,69,generic,1,0,-1
char_svm,standard,deepseek-v4-flash,70,focus,1,1,0
char_svm,standard,deepseek-v4-flash,71,focus,0,1,1
char_svm,standard,deepseek-v4-flash,72,focus,1,1,0
char_svm,standard,deepseek-v4-flash,73,focus,0,1,1
char_svm,standard,deepseek-v4-flash,74,probing,0,1,1
char_svm,standard,deepseek-v4-flash,75,focus,1,0,-1
char_svm,standard,deepseek-v4-flash,76,focus,1,0,-1
char_svm,standard,deepseek-v4-flash,77,focus,1,1,0
char_svm,standard,deepseek-v4-flash,78,probing,0,0,0
char_svm,standard,deepseek-v4-flash,79,probing,1,1,0
char_svm,standard,deepseek-v4-flash,80,focus,1,0,-1
char_svm,standard,deepseek-v4-flash,81,focus,1,1,0
char_svm,standard,deepseek-v4-flash,82,focus,0,1,1
char_svm,standard,deepseek-v4-flash,83,focus,1,0,-1
char_svm,standard,deepseek-v4-flash,84,focus,0,0,0
char_svm,standard,deepseek-v4-flash,85,focus,0,0,0
char_svm,standard,deepseek-v4-flash,86,probing,0,1,1
char_svm,standard,deepseek-v4-flash,87,generic,0,1,1
char_svm,standard,deepseek-v4-flash,88,generic,0,1,1
char_svm,standard,deepseek-v4-flash,89,probing,0,0,0
char_svm,standard,deepseek-v4-flash,90,focus,0,1,1
char_svm,standard,deepseek-v4-flash,91,focus,0,0,0
char_svm,standard,deepseek-v4-flash,92,focus,1,0,-1
char_svm,standard,deepseek-v4-flash,93,focus,0,0,0
char_svm,standard,deepseek-v4-flash,94,focus,0,0,0
char_svm,standard,deepseek-v4-flash,95,focus,1,1,0
char_svm,standard,deepseek-v4-flash,96,probing,0,0,0
char_svm,standard,deepseek-v4-flash,97,probing,0,0,0
char_svm,standard,deepseek-v4-flash,98,focus,0,1,1
char_svm,standard,deepseek-v4-flash,99,telling,0,0,0
char_svm,standard,deepseek-v4-flash,100,probing,0,0,0
char_svm,standard,deepseek-v4-flash,101,generic,0,0,0
char_svm,standard,deepseek-v4-flash,102,focus,1,0,-1
char_svm,standard,deepseek-v4-flash,103,focus,1,1,0
char_svm,standard,deepseek-v4-flash,104,focus,0,0,0
char_svm,standard,deepseek-v4-flash,105,focus,0,0,0
char_svm,standard,deepseek-v4-flash,106,focus,0,0,0
char_svm,standard,deepseek-v4-flash,107,generic,1,0,-1
char_svm,standard,deepseek-v4-flash,108,generic,0,0,0
char_svm,standard,deepseek-v4-flash,109,probing,0,0,0
char_svm,standard,deepseek-v4-flash,110,focus,1,0,-1
char_svm,standard,deepseek-v4-flash,111,focus,0,1,1
char_svm,standard,deepseek-v4-flash,112,focus,0,0,0
char_svm,standard,deepseek-v4-flash,113,focus,1,1,0
char_svm,standard,deepseek-v4-flash,114,focus,0,1,1
char_svm,standard,deepseek-v4-flash,115,probing,0,0,0
char_svm,standard,deepseek-v4-flash,116,focus,1,1,0
char_svm,standard,deepseek-v4-flash,117,probing,0,1,1
char_svm,standard,deepseek-v4-flash,118,focus,0,0,0
char_svm,standard,deepseek-v4-flash,119,focus,0,0,0
char_svm,standard,deepseek-v4-flash,120,focus,1,0,-1
char_svm,standard,deepseek-v4-flash,121,probing,0,1,1
char_svm,standard,deepseek-v4-flash,122,probing,0,1,1
char_svm,standard,deepseek-v4-flash,123,telling,0,0,0
char_svm,standard,deepseek-v4-flash,124,probing,0,1,1
char_svm,standard,deepseek-v4-flash,125,focus,1,1,0
char_svm,standard,deepseek-v4-flash,126,focus,0,1,1
char_svm,standard,deepseek-v4-flash,127,focus,0,0,0
char_svm,standard,deepseek-v4-flash,128,focus,0,0,0
char_svm,standard,deepseek-v4-flash,129,focus,0,0,0
char_svm,standard,deepseek-v4-flash,130,focus,0,0,0
char_svm,standard,deepseek-v4-flash,131,focus,0,0,0
char_svm,standard,deepseek-v4-flash,132,focus,0,0,0
char_svm,standard,deepseek-v4-flash,133,generic,1,1,0
char_svm,standard,deepseek-v4-flash,134,focus,0,0,0
char_svm,standard,deepseek-v4-flash,135,probing,1,1,0
char_svm,standard,deepseek-v4-flash,136,focus,0,1,1
char_svm,standard,deepseek-v4-flash,137,probing,0,0,0
char_svm,standard,deepseek-v4-flash,138,focus,0,0,0
char_svm,standard,deepseek-v4-flash,139,focus,0,0,0
char_svm,standard,deepseek-v4-flash,140,focus,0,0,0
char_svm,standard,deepseek-v4-flash,141,focus,0,1,1
char_svm,standard,deepseek-v4-flash,142,focus,1,1,0
char_svm,standard,deepseek-v4-flash,143,focus,1,0,-1
char_svm,standard,deepseek-v4-flash,144,probing,0,0,0
char_svm,standard,deepseek-v4-flash,145,focus,1,1,0
char_svm,standard,deepseek-v4-flash,146,probing,1,1,0
char_svm,standard,deepseek-v4-flash,147,focus,0,0,0
char_svm,standard,deepseek-v4-flash,148,probing,0,1,1
char_svm,standard,deepseek-v4-flash,149,generic,0,0,0
char_svm,standard,deepseek-v4-flash,150,focus,1,1,0
char_svm,standard,deepseek-v4-flash,151,probing,0,0,0
char_svm,standard,deepseek-v4-flash,152,generic,0,1,1
char_svm,standard,deepseek-v4-flash,153,generic,0,0,0
char_svm,standard,deepseek-v4-flash,154,probing,0,0,0
char_svm,standard,deepseek-v4-flash,155,probing,1,1,0
char_svm,standard,deepseek-v4-flash,156,probing,0,1,1
char_svm,standard,deepseek-v4-flash,157,probing,0,1,1
char_svm,standard,deepseek-v4-flash,158,focus,1,1,0
char_svm,standard,deepseek-v4-flash,159,focus,1,1,0
char_svm,standard,deepseek-v4-flash,160,focus,0,1,1
char_svm,standard,deepseek-v4-flash,161,probing,0,0,0
char_svm,standard,deepseek-v4-flash,162,probing,0,1,1
char_svm,standard,deepseek-v4-flash,163,focus,0,1,1
char_svm,standard,deepseek-v4-flash,164,probing,0,0,0
char_svm,standard,deepseek-v4-flash,165,focus,0,0,0
char_svm,standard,deepseek-v4-flash,166,probing,0,1,1
char_svm,standard,deepseek-v4-flash,167,probing,1,1,0
char_svm,standard,deepseek-v4-flash,168,generic,0,0,0
char_svm,standard,deepseek-v4-flash,169,telling,1,0,-1
char_svm,standard,deepseek-v4-flash,170,generic,0,0,0
char_svm,standard,deepseek-v4-flash,171,generic,0,0,0
char_svm,standard,deepseek-v4-flash,172,generic,0,0,0
char_svm,standard,deepseek-v4-flash,173,generic,0,0,0
char_svm,standard,deepseek-v4-flash,174,focus,1,0,-1
char_svm,standard,deepseek-v4-flash,175,focus,0,1,1
char_svm,standard,deepseek-v4-flash,176,telling,0,0,0
char_svm,standard,deepseek-v4-flash,177,telling,1,0,-1
char_svm,standard,deepseek-v4-flash,178,focus,0,0,0
char_svm,standard,deepseek-v4-flash,179,focus,0,1,1
char_svm,standard,deepseek-v4-flash,180,focus,0,0,0
char_svm,standard,deepseek-v4-flash,181,focus,1,0,-1
char_svm,standard,deepseek-v4-flash,182,focus,0,0,0
char_svm,standard,deepseek-v4-flash,183,focus,1,1,0
char_svm,standard,deepseek-v4-flash,184,focus,0,0,0
char_svm,standard,deepseek-v4-flash,185,focus,1,1,0
char_svm,standard,deepseek-v4-flash,186,probing,0,0,0
char_svm,standard,deepseek-v4-flash,187,focus,0,1,1
char_svm,standard,deepseek-v4-flash,188,probing,1,0,-1
char_svm,standard,deepseek-v4-flash,189,focus,1,0,-1
char_svm,standard,deepseek-v4-flash,190,probing,0,1,1
char_svm,standard,deepseek-v4-flash,191,probing,1,1,0
char_svm,standard,deepseek-v4-flash,192,focus,0,0,0
char_svm,standard,deepseek-v4-flash,193,probing,0,0,0
char_svm,standard,deepseek-v4-flash,194,probing,1,0,-1
char_svm,standard,deepseek-v4-flash,195,probing,0,1,1
char_svm,standard,deepseek-v4-flash,196,probing,1,0,-1
char_svm,standard,deepseek-v4-flash,197,probing,0,0,0
char_svm,standard,deepseek-v4-flash,198,probing,1,1,0
char_svm,standard,deepseek-v4-flash,199,probing,0,0,0
char_svm,standard,deepseek-v4-flash,200,focus,0,0,0
char_svm,standard,deepseek-v4-flash,201,focus,0,1,1
char_svm,standard,deepseek-v4-flash,202,focus,0,1,1
char_svm,standard,deepseek-v4-flash,203,focus,0,1,1
char_svm,standard,deepseek-v4-flash,204,probing,0,1,1
char_svm,standard,deepseek-v4-flash,205,probing,1,0,-1
char_svm,standard,deepseek-v4-flash,206,probing,0,1,1
char_svm,standard,deepseek-v4-flash,207,probing,0,0,0
char_svm,standard,deepseek-v4-flash,208,probing,0,1,1
char_svm,standard,deepseek-v4-flash,209,focus,1,0,-1
char_svm,standard,deepseek-v4-flash,210,probing,0,0,0
char_svm,standard,deepseek-v4-flash,211,probing,0,0,0
char_svm,standard,deepseek-v4-flash,212,probing,0,0,0
char_svm,standard,deepseek-v4-flash,213,probing,0,1,1
char_svm,standard,deepseek-v4-flash,214,probing,1,1,0
char_svm,standard,deepseek-v4-flash,215,focus,0,0,0
char_svm,standard,deepseek-v4-flash,216,telling,1,0,-1
char_svm,standard,deepseek-v4-flash,217,focus,0,1,1
char_svm,standard,deepseek-v4-flash,218,focus,0,0,0
char_svm,standard,deepseek-v4-flash,219,focus,0,1,1
char_svm,standard,deepseek-v4-flash,220,focus,0,0,0
char_svm,standard,deepseek-v4-flash,221,focus,1,0,-1
char_svm,standard,deepseek-v4-flash,222,focus,0,0,0
char_svm,standard,deepseek-v4-flash,223,focus,0,0,0
char_svm,standard,deepseek-v4-flash,224,focus,1,0,-1
char_svm,standard,deepseek-v4-flash,225,focus,0,1,1
char_svm,standard,deepseek-v4-flash,226,focus,1,0,-1
char_svm,standard,deepseek-v4-flash,227,focus,0,0,0
char_svm,standard,deepseek-v4-flash,228,focus,1,1,0
char_svm,standard,deepseek-v4-flash,229,probing,0,1,1
char_svm,standard,deepseek-v4-flash,230,focus,0,0,0
char_svm,standard,deepseek-v4-flash,231,probing,0,0,0
char_svm,standard,deepseek-v4-flash,232,probing,0,0,0
char_svm,standard,deepseek-v4-flash,233,probing,0,1,1
char_svm,standard,deepseek-v4-flash,234,probing,0,1,1
char_svm,standard,deepseek-v4-flash,235,focus,0,1,1
char_svm,standard,deepseek-v4-flash,236,probing,1,1,0
char_svm,standard,deepseek-v4-flash,237,focus,0,1,1
char_svm,standard,deepseek-v4-flash,238,focus,1,0,-1
char_svm,standard,deepseek-v4-flash,239,focus,1,0,-1
char_svm,standard,deepseek-v4-flash,240,probing,0,1,1
char_svm,standard,deepseek-v4-flash,241,focus,1,1,0
char_svm,standard,deepseek-v4-flash,242,focus,0,0,0
char_svm,standard,deepseek-v4-flash,243,focus,1,1,0
char_svm,standard,deepseek-v4-flash,244,focus,1,0,-1
char_svm,standard,deepseek-v4-flash,245,focus,1,0,-1
char_svm,standard,deepseek-v4-flash,246,focus,1,1,0
char_svm,standard,deepseek-v4-flash,247,focus,1,0,-1
char_svm,standard,deepseek-v4-flash,248,focus,1,1,0
char_svm,standard,deepseek-v4-flash,249,focus,0,1,1
char_svm,standard,deepseek-v4-flash,250,focus,0,1,1
char_svm,standard,deepseek-v4-flash,251,probing,0,0,0
char_svm,standard,deepseek-v4-flash,252,probing,0,0,0
char_svm,standard,deepseek-v4-flash,253,focus,1,0,-1
char_svm,standard,deepseek-v4-flash,254,focus,1,0,-1
char_svm,standard,deepseek-v4-flash,255,probing,1,0,-1
char_svm,standard,deepseek-v4-flash,256,probing,0,0,0
char_svm,standard,deepseek-v4-flash,257,focus,1,1,0
char_svm,standard,deepseek-v4-flash,258,focus,1,1,0
char_svm,standard,deepseek-v4-flash,259,focus,1,1,0
char_svm,standard,deepseek-v4-flash,260,focus,0,0,0
char_svm,standard,deepseek-v4-flash,261,focus,0,0,0
char_svm,standard,deepseek-v4-flash,262,probing,0,1,1
char_svm,standard,deepseek-v4-flash,263,probing,0,1,1
char_svm,standard,deepseek-v4-flash,264,probing,0,0,0
char_svm,standard,deepseek-v4-flash,265,focus,1,1,0
char_svm,standard,deepseek-v4-flash,266,probing,0,0,0
char_svm,standard,deepseek-v4-flash,267,probing,0,0,0
char_svm,standard,deepseek-v4-flash,268,probing,0,0,0
char_svm,standard,deepseek-v4-flash,269,probing,0,1,1
char_svm,standard,deepseek-v4-flash,270,focus,0,0,0
char_svm,standard,deepseek-v4-flash,271,probing,1,1,0
char_svm,standard,deepseek-v4-flash,272,probing,0,1,1
