source_family,model,event,arm,present
exponent_product,MiniMax-M2.7,affect_acknowledgement,ask,0.125
exponent_product,MiniMax-M2.7,affect_acknowledgement,canonical,0.375
exponent_product,MiniMax-M2.7,affect_acknowledgement,explain,0.125
exponent_product,MiniMax-M2.7,affect_acknowledgement,neutral_a,0.375
exponent_product,MiniMax-M2.7,affect_acknowledgement,neutral_b,0.375
exponent_product,MiniMax-M2.7,answer_reveal,ask,0.0
exponent_product,MiniMax-M2.7,answer_reveal,canonical,1.0
exponent_product,MiniMax-M2.7,answer_reveal,explain,1.0
exponent_product,MiniMax-M2.7,answer_reveal,neutral_a,1.0
exponent_product,MiniMax-M2.7,answer_reveal,neutral_b,1.0
exponent_product,MiniMax-M2.7,reasoning_elicitation,ask,1.0
exponent_product,MiniMax-M2.7,reasoning_elicitation,canonical,0.125
exponent_product,MiniMax-M2.7,reasoning_elicitation,explain,0.125
exponent_product,MiniMax-M2.7,reasoning_elicitation,neutral_a,0.0
exponent_product,MiniMax-M2.7,reasoning_elicitation,neutral_b,0.25
exponent_product,MiniMax-M3,affect_acknowledgement,ask,0.625
exponent_product,MiniMax-M3,affect_acknowledgement,canonical,0.875
exponent_product,MiniMax-M3,affect_acknowledgement,explain,0.875
exponent_product,MiniMax-M3,affect_acknowledgement,neutral_a,0.625
exponent_product,MiniMax-M3,affect_acknowledgement,neutral_b,0.875
exponent_product,MiniMax-M3,answer_reveal,ask,0.0
exponent_product,MiniMax-M3,answer_reveal,canonical,0.75
exponent_product,MiniMax-M3,answer_reveal,explain,1.0
exponent_product,MiniMax-M3,answer_reveal,neutral_a,1.0
exponent_product,MiniMax-M3,answer_reveal,neutral_b,1.0
exponent_product,MiniMax-M3,reasoning_elicitation,ask,1.0
exponent_product,MiniMax-M3,reasoning_elicitation,canonical,0.75
exponent_product,MiniMax-M3,reasoning_elicitation,explain,0.5
exponent_product,MiniMax-M3,reasoning_elicitation,neutral_a,0.375
exponent_product,MiniMax-M3,reasoning_elicitation,neutral_b,0.75
exponent_product,deepseek-v4-pro,affect_acknowledgement,ask,0.625
exponent_product,deepseek-v4-pro,affect_acknowledgement,canonical,0.75
exponent_product,deepseek-v4-pro,affect_acknowledgement,explain,0.75
exponent_product,deepseek-v4-pro,affect_acknowledgement,neutral_a,0.5
exponent_product,deepseek-v4-pro,affect_acknowledgement,neutral_b,0.875
exponent_product,deepseek-v4-pro,answer_reveal,ask,0.0
exponent_product,deepseek-v4-pro,answer_reveal,canonical,1.0
exponent_product,deepseek-v4-pro,answer_reveal,explain,1.0
exponent_product,deepseek-v4-pro,answer_reveal,neutral_a,1.0
exponent_product,deepseek-v4-pro,answer_reveal,neutral_b,1.0
exponent_product,deepseek-v4-pro,reasoning_elicitation,ask,1.0
exponent_product,deepseek-v4-pro,reasoning_elicitation,canonical,0.0
exponent_product,deepseek-v4-pro,reasoning_elicitation,explain,0.125
exponent_product,deepseek-v4-pro,reasoning_elicitation,neutral_a,0.0
exponent_product,deepseek-v4-pro,reasoning_elicitation,neutral_b,0.0
exponent_product,doubao-seed-2.0-lite,affect_acknowledgement,ask,0.375
exponent_product,doubao-seed-2.0-lite,affect_acknowledgement,canonical,0.625
exponent_product,doubao-seed-2.0-lite,affect_acknowledgement,explain,0.375
exponent_product,doubao-seed-2.0-lite,affect_acknowledgement,neutral_a,0.5
exponent_product,doubao-seed-2.0-lite,affect_acknowledgement,neutral_b,0.625
exponent_product,doubao-seed-2.0-lite,answer_reveal,ask,0.0
exponent_product,doubao-seed-2.0-lite,answer_reveal,canonical,1.0
exponent_product,doubao-seed-2.0-lite,answer_reveal,explain,1.0
exponent_product,doubao-seed-2.0-lite,answer_reveal,neutral_a,1.0
exponent_product,doubao-seed-2.0-lite,answer_reveal,neutral_b,1.0
exponent_product,doubao-seed-2.0-lite,reasoning_elicitation,ask,1.0
exponent_product,doubao-seed-2.0-lite,reasoning_elicitation,canonical,0.0
exponent_product,doubao-seed-2.0-lite,reasoning_elicitation,explain,0.0
exponent_product,doubao-seed-2.0-lite,reasoning_elicitation,neutral_a,0.0
exponent_product,doubao-seed-2.0-lite,reasoning_elicitation,neutral_b,0.0
exponent_product,glm-5.3,affect_acknowledgement,ask,0.75
exponent_product,glm-5.3,affect_acknowledgement,canonical,0.625
exponent_product,glm-5.3,affect_acknowledgement,explain,0.75
exponent_product,glm-5.3,affect_acknowledgement,neutral_a,0.625
exponent_product,glm-5.3,affect_acknowledgement,neutral_b,0.75
exponent_product,glm-5.3,answer_reveal,ask,0.0
exponent_product,glm-5.3,answer_reveal,canonical,0.375
exponent_product,glm-5.3,answer_reveal,explain,1.0
exponent_product,glm-5.3,answer_reveal,neutral_a,0.25
exponent_product,glm-5.3,answer_reveal,neutral_b,0.5
exponent_product,glm-5.3,reasoning_elicitation,ask,1.0
exponent_product,glm-5.3,reasoning_elicitation,canonical,1.0
exponent_product,glm-5.3,reasoning_elicitation,explain,1.0
exponent_product,glm-5.3,reasoning_elicitation,neutral_a,1.0
exponent_product,glm-5.3,reasoning_elicitation,neutral_b,1.0
factorial_counting,MiniMax-M2.7,affect_acknowledgement,canonical,0.25
factorial_counting,MiniMax-M2.7,answer_reveal,canonical,1.0
factorial_counting,MiniMax-M2.7,reasoning_elicitation,canonical,0.0
factorial_counting,MiniMax-M3,affect_acknowledgement,canonical,1.0
factorial_counting,MiniMax-M3,answer_reveal,canonical,0.75
factorial_counting,MiniMax-M3,reasoning_elicitation,canonical,0.375
factorial_counting,deepseek-v4-pro,affect_acknowledgement,canonical,0.875
factorial_counting,deepseek-v4-pro,answer_reveal,canonical,1.0
factorial_counting,deepseek-v4-pro,reasoning_elicitation,canonical,0.0
factorial_counting,doubao-seed-2.0-lite,affect_acknowledgement,canonical,0.625
factorial_counting,doubao-seed-2.0-lite,answer_reveal,canonical,1.0
factorial_counting,doubao-seed-2.0-lite,reasoning_elicitation,canonical,0.0
factorial_counting,glm-5.3,affect_acknowledgement,canonical,0.625
factorial_counting,glm-5.3,answer_reveal,canonical,0.0
factorial_counting,glm-5.3,reasoning_elicitation,canonical,1.0
figurative_metaphor,MiniMax-M2.7,affect_acknowledgement,ask,0.125
figurative_metaphor,MiniMax-M2.7,affect_acknowledgement,canonical,0.375
figurative_metaphor,MiniMax-M2.7,affect_acknowledgement,explain,0.25
figurative_metaphor,MiniMax-M2.7,affect_acknowledgement,neutral_a,0.5
figurative_metaphor,MiniMax-M2.7,affect_acknowledgement,neutral_b,0.125
figurative_metaphor,MiniMax-M2.7,answer_reveal,ask,0.0
figurative_metaphor,MiniMax-M2.7,answer_reveal,canonical,1.0
figurative_metaphor,MiniMax-M2.7,answer_reveal,explain,1.0
figurative_metaphor,MiniMax-M2.7,answer_reveal,neutral_a,1.0
figurative_metaphor,MiniMax-M2.7,answer_reveal,neutral_b,1.0
figurative_metaphor,MiniMax-M2.7,reasoning_elicitation,ask,1.0
figurative_metaphor,MiniMax-M2.7,reasoning_elicitation,canonical,0.25
figurative_metaphor,MiniMax-M2.7,reasoning_elicitation,explain,0.0
figurative_metaphor,MiniMax-M2.7,reasoning_elicitation,neutral_a,0.25
figurative_metaphor,MiniMax-M2.7,reasoning_elicitation,neutral_b,0.375
figurative_metaphor,MiniMax-M3,affect_acknowledgement,ask,0.625
figurative_metaphor,MiniMax-M3,affect_acknowledgement,canonical,0.625
figurative_metaphor,MiniMax-M3,affect_acknowledgement,explain,0.5
figurative_metaphor,MiniMax-M3,affect_acknowledgement,neutral_a,0.75
figurative_metaphor,MiniMax-M3,affect_acknowledgement,neutral_b,0.625
figurative_metaphor,MiniMax-M3,answer_reveal,ask,0.0
figurative_metaphor,MiniMax-M3,answer_reveal,canonical,0.75
figurative_metaphor,MiniMax-M3,answer_reveal,explain,1.0
figurative_metaphor,MiniMax-M3,answer_reveal,neutral_a,0.875
figurative_metaphor,MiniMax-M3,answer_reveal,neutral_b,1.0
figurative_metaphor,MiniMax-M3,reasoning_elicitation,ask,1.0
figurative_metaphor,MiniMax-M3,reasoning_elicitation,canonical,0.75
figurative_metaphor,MiniMax-M3,reasoning_elicitation,explain,0.5
figurative_metaphor,MiniMax-M3,reasoning_elicitation,neutral_a,1.0
figurative_metaphor,MiniMax-M3,reasoning_elicitation,neutral_b,0.75
figurative_metaphor,deepseek-v4-pro,affect_acknowledgement,ask,0.375
figurative_metaphor,deepseek-v4-pro,affect_acknowledgement,canonical,0.5
figurative_metaphor,deepseek-v4-pro,affect_acknowledgement,explain,0.125
figurative_metaphor,deepseek-v4-pro,affect_acknowledgement,neutral_a,0.5
figurative_metaphor,deepseek-v4-pro,affect_acknowledgement,neutral_b,0.75
figurative_metaphor,deepseek-v4-pro,answer_reveal,ask,0.0
figurative_metaphor,deepseek-v4-pro,answer_reveal,canonical,1.0
figurative_metaphor,deepseek-v4-pro,answer_reveal,explain,1.0
figurative_metaphor,deepseek-v4-pro,answer_reveal,neutral_a,1.0
figurative_metaphor,deepseek-v4-pro,answer_reveal,neutral_b,1.0
figurative_metaphor,deepseek-v4-pro,reasoning_elicitation,ask,1.0
figurative_metaphor,deepseek-v4-pro,reasoning_elicitation,canonical,0.25
figurative_metaphor,deepseek-v4-pro,reasoning_elicitation,explain,0.25
figurative_metaphor,deepseek-v4-pro,reasoning_elicitation,neutral_a,0.0
figurative_metaphor,deepseek-v4-pro,reasoning_elicitation,neutral_b,0.5
figurative_metaphor,doubao-seed-2.0-lite,affect_acknowledgement,ask,0.5
figurative_metaphor,doubao-seed-2.0-lite,affect_acknowledgement,canonical,0.5
figurative_metaphor,doubao-seed-2.0-lite,affect_acknowledgement,explain,0.5
figurative_metaphor,doubao-seed-2.0-lite,affect_acknowledgement,neutral_a,0.5
figurative_metaphor,doubao-seed-2.0-lite,affect_acknowledgement,neutral_b,0.5
figurative_metaphor,doubao-seed-2.0-lite,answer_reveal,ask,0.0
figurative_metaphor,doubao-seed-2.0-lite,answer_reveal,canonical,1.0
figurative_metaphor,doubao-seed-2.0-lite,answer_reveal,explain,1.0
figurative_metaphor,doubao-seed-2.0-lite,answer_reveal,neutral_a,1.0
figurative_metaphor,doubao-seed-2.0-lite,answer_reveal,neutral_b,1.0
figurative_metaphor,doubao-seed-2.0-lite,reasoning_elicitation,ask,1.0
figurative_metaphor,doubao-seed-2.0-lite,reasoning_elicitation,canonical,0.0
figurative_metaphor,doubao-seed-2.0-lite,reasoning_elicitation,explain,0.0
figurative_metaphor,doubao-seed-2.0-lite,reasoning_elicitation,neutral_a,0.0
figurative_metaphor,doubao-seed-2.0-lite,reasoning_elicitation,neutral_b,0.0
figurative_metaphor,glm-5.3,affect_acknowledgement,ask,0.625
figurative_metaphor,glm-5.3,affect_acknowledgement,canonical,0.5
figurative_metaphor,glm-5.3,affect_acknowledgement,explain,0.5
figurative_metaphor,glm-5.3,affect_acknowledgement,neutral_a,0.625
figurative_metaphor,glm-5.3,affect_acknowledgement,neutral_b,0.625
figurative_metaphor,glm-5.3,answer_reveal,ask,0.0
figurative_metaphor,glm-5.3,answer_reveal,canonical,0.625
figurative_metaphor,glm-5.3,answer_reveal,explain,1.0
figurative_metaphor,glm-5.3,answer_reveal,neutral_a,0.625
figurative_metaphor,glm-5.3,answer_reveal,neutral_b,0.5
figurative_metaphor,glm-5.3,reasoning_elicitation,ask,1.0
figurative_metaphor,glm-5.3,reasoning_elicitation,canonical,1.0
figurative_metaphor,glm-5.3,reasoning_elicitation,explain,0.75
figurative_metaphor,glm-5.3,reasoning_elicitation,neutral_a,1.0
figurative_metaphor,glm-5.3,reasoning_elicitation,neutral_b,1.0
half_life,MiniMax-M2.7,affect_acknowledgement,ask,0.25
half_life,MiniMax-M2.7,affect_acknowledgement,canonical,0.375
half_life,MiniMax-M2.7,affect_acknowledgement,explain,0.375
half_life,MiniMax-M2.7,affect_acknowledgement,neutral_a,0.375
half_life,MiniMax-M2.7,affect_acknowledgement,neutral_b,0.5
half_life,MiniMax-M2.7,answer_reveal,ask,0.0
half_life,MiniMax-M2.7,answer_reveal,canonical,1.0
half_life,MiniMax-M2.7,answer_reveal,explain,1.0
half_life,MiniMax-M2.7,answer_reveal,neutral_a,1.0
half_life,MiniMax-M2.7,answer_reveal,neutral_b,0.875
half_life,MiniMax-M2.7,reasoning_elicitation,ask,1.0
half_life,MiniMax-M2.7,reasoning_elicitation,canonical,0.25
half_life,MiniMax-M2.7,reasoning_elicitation,explain,0.25
half_life,MiniMax-M2.7,reasoning_elicitation,neutral_a,0.375
half_life,MiniMax-M2.7,reasoning_elicitation,neutral_b,0.375
half_life,MiniMax-M3,affect_acknowledgement,ask,0.5
half_life,MiniMax-M3,affect_acknowledgement,canonical,0.75
half_life,MiniMax-M3,affect_acknowledgement,explain,0.625
half_life,MiniMax-M3,affect_acknowledgement,neutral_a,0.75
half_life,MiniMax-M3,affect_acknowledgement,neutral_b,0.875
half_life,MiniMax-M3,answer_reveal,ask,0.0
half_life,MiniMax-M3,answer_reveal,canonical,0.75
half_life,MiniMax-M3,answer_reveal,explain,1.0
half_life,MiniMax-M3,answer_reveal,neutral_a,0.75
half_life,MiniMax-M3,answer_reveal,neutral_b,0.5
half_life,MiniMax-M3,reasoning_elicitation,ask,1.0
half_life,MiniMax-M3,reasoning_elicitation,canonical,0.875
half_life,MiniMax-M3,reasoning_elicitation,explain,0.625
half_life,MiniMax-M3,reasoning_elicitation,neutral_a,0.5
half_life,MiniMax-M3,reasoning_elicitation,neutral_b,0.75
half_life,deepseek-v4-pro,affect_acknowledgement,ask,0.5
half_life,deepseek-v4-pro,affect_acknowledgement,canonical,0.75
half_life,deepseek-v4-pro,affect_acknowledgement,explain,0.625
half_life,deepseek-v4-pro,affect_acknowledgement,neutral_a,0.625
half_life,deepseek-v4-pro,affect_acknowledgement,neutral_b,0.875
half_life,deepseek-v4-pro,answer_reveal,ask,0.0
half_life,deepseek-v4-pro,answer_reveal,canonical,1.0
half_life,deepseek-v4-pro,answer_reveal,explain,1.0
half_life,deepseek-v4-pro,answer_reveal,neutral_a,1.0
half_life,deepseek-v4-pro,answer_reveal,neutral_b,1.0
half_life,deepseek-v4-pro,reasoning_elicitation,ask,1.0
half_life,deepseek-v4-pro,reasoning_elicitation,canonical,0.0
half_life,deepseek-v4-pro,reasoning_elicitation,explain,0.125
half_life,deepseek-v4-pro,reasoning_elicitation,neutral_a,0.0
half_life,deepseek-v4-pro,reasoning_elicitation,neutral_b,0.0
half_life,doubao-seed-2.0-lite,affect_acknowledgement,ask,0.75
half_life,doubao-seed-2.0-lite,affect_acknowledgement,canonical,0.75
half_life,doubao-seed-2.0-lite,affect_acknowledgement,explain,0.75
half_life,doubao-seed-2.0-lite,affect_acknowledgement,neutral_a,0.75
half_life,doubao-seed-2.0-lite,affect_acknowledgement,neutral_b,0.625
half_life,doubao-seed-2.0-lite,answer_reveal,ask,0.0
half_life,doubao-seed-2.0-lite,answer_reveal,canonical,1.0
half_life,doubao-seed-2.0-lite,answer_reveal,explain,1.0
half_life,doubao-seed-2.0-lite,answer_reveal,neutral_a,1.0
half_life,doubao-seed-2.0-lite,answer_reveal,neutral_b,1.0
half_life,doubao-seed-2.0-lite,reasoning_elicitation,ask,1.0
half_life,doubao-seed-2.0-lite,reasoning_elicitation,canonical,0.0
half_life,doubao-seed-2.0-lite,reasoning_elicitation,explain,0.0
half_life,doubao-seed-2.0-lite,reasoning_elicitation,neutral_a,0.0
half_life,doubao-seed-2.0-lite,reasoning_elicitation,neutral_b,0.125
half_life,glm-5.3,affect_acknowledgement,ask,0.625
half_life,glm-5.3,affect_acknowledgement,canonical,0.625
half_life,glm-5.3,affect_acknowledgement,explain,0.5
half_life,glm-5.3,affect_acknowledgement,neutral_a,0.75
half_life,glm-5.3,affect_acknowledgement,neutral_b,0.625
half_life,glm-5.3,answer_reveal,ask,0.0
half_life,glm-5.3,answer_reveal,canonical,0.0
half_life,glm-5.3,answer_reveal,explain,1.0
half_life,glm-5.3,answer_reveal,neutral_a,0.0
half_life,glm-5.3,answer_reveal,neutral_b,0.0
half_life,glm-5.3,reasoning_elicitation,ask,1.0
half_life,glm-5.3,reasoning_elicitation,canonical,1.0
half_life,glm-5.3,reasoning_elicitation,explain,0.5
half_life,glm-5.3,reasoning_elicitation,neutral_a,1.0
half_life,glm-5.3,reasoning_elicitation,neutral_b,1.0
homophone_selection,MiniMax-M2.7,affect_acknowledgement,canonical,0.125
homophone_selection,MiniMax-M2.7,answer_reveal,canonical,1.0
homophone_selection,MiniMax-M2.7,reasoning_elicitation,canonical,0.125
homophone_selection,MiniMax-M3,affect_acknowledgement,canonical,0.625
homophone_selection,MiniMax-M3,answer_reveal,canonical,0.875
homophone_selection,MiniMax-M3,reasoning_elicitation,canonical,0.375
homophone_selection,deepseek-v4-pro,affect_acknowledgement,canonical,0.125
homophone_selection,deepseek-v4-pro,answer_reveal,canonical,1.0
homophone_selection,deepseek-v4-pro,reasoning_elicitation,canonical,0.0
homophone_selection,doubao-seed-2.0-lite,affect_acknowledgement,canonical,0.5
homophone_selection,doubao-seed-2.0-lite,answer_reveal,canonical,1.0
homophone_selection,doubao-seed-2.0-lite,reasoning_elicitation,canonical,0.0
homophone_selection,glm-5.3,affect_acknowledgement,canonical,0.625
homophone_selection,glm-5.3,answer_reveal,canonical,0.25
homophone_selection,glm-5.3,reasoning_elicitation,canonical,1.0
kinetic_energy,MiniMax-M2.7,affect_acknowledgement,canonical,0.375
kinetic_energy,MiniMax-M2.7,answer_reveal,canonical,1.0
kinetic_energy,MiniMax-M2.7,reasoning_elicitation,canonical,0.0
kinetic_energy,MiniMax-M3,affect_acknowledgement,canonical,0.875
kinetic_energy,MiniMax-M3,answer_reveal,canonical,0.875
kinetic_energy,MiniMax-M3,reasoning_elicitation,canonical,0.5
kinetic_energy,deepseek-v4-pro,affect_acknowledgement,canonical,1.0
kinetic_energy,deepseek-v4-pro,answer_reveal,canonical,1.0
kinetic_energy,deepseek-v4-pro,reasoning_elicitation,canonical,0.0
kinetic_energy,doubao-seed-2.0-lite,affect_acknowledgement,canonical,0.75
kinetic_energy,doubao-seed-2.0-lite,answer_reveal,canonical,1.0
kinetic_energy,doubao-seed-2.0-lite,reasoning_elicitation,canonical,0.125
kinetic_energy,glm-5.3,affect_acknowledgement,canonical,0.375
kinetic_energy,glm-5.3,answer_reveal,canonical,0.125
kinetic_energy,glm-5.3,reasoning_elicitation,canonical,1.0
least_common_multiple,MiniMax-M2.7,affect_acknowledgement,ask,0.125
least_common_multiple,MiniMax-M2.7,affect_acknowledgement,canonical,0.25
least_common_multiple,MiniMax-M2.7,affect_acknowledgement,explain,0.125
least_common_multiple,MiniMax-M2.7,affect_acknowledgement,neutral_a,0.5
least_common_multiple,MiniMax-M2.7,affect_acknowledgement,neutral_b,0.25
least_common_multiple,MiniMax-M2.7,answer_reveal,ask,0.125
least_common_multiple,MiniMax-M2.7,answer_reveal,canonical,1.0
least_common_multiple,MiniMax-M2.7,answer_reveal,explain,1.0
least_common_multiple,MiniMax-M2.7,answer_reveal,neutral_a,0.875
least_common_multiple,MiniMax-M2.7,answer_reveal,neutral_b,1.0
least_common_multiple,MiniMax-M2.7,reasoning_elicitation,ask,1.0
least_common_multiple,MiniMax-M2.7,reasoning_elicitation,canonical,0.0
least_common_multiple,MiniMax-M2.7,reasoning_elicitation,explain,0.0
least_common_multiple,MiniMax-M2.7,reasoning_elicitation,neutral_a,0.25
least_common_multiple,MiniMax-M2.7,reasoning_elicitation,neutral_b,0.125
least_common_multiple,MiniMax-M3,affect_acknowledgement,ask,0.625
least_common_multiple,MiniMax-M3,affect_acknowledgement,canonical,0.75
least_common_multiple,MiniMax-M3,affect_acknowledgement,explain,0.75
least_common_multiple,MiniMax-M3,affect_acknowledgement,neutral_a,0.75
least_common_multiple,MiniMax-M3,affect_acknowledgement,neutral_b,0.75
least_common_multiple,MiniMax-M3,answer_reveal,ask,0.25
least_common_multiple,MiniMax-M3,answer_reveal,canonical,0.5
least_common_multiple,MiniMax-M3,answer_reveal,explain,1.0
least_common_multiple,MiniMax-M3,answer_reveal,neutral_a,0.75
least_common_multiple,MiniMax-M3,answer_reveal,neutral_b,0.75
least_common_multiple,MiniMax-M3,reasoning_elicitation,ask,1.0
least_common_multiple,MiniMax-M3,reasoning_elicitation,canonical,0.625
least_common_multiple,MiniMax-M3,reasoning_elicitation,explain,0.25
least_common_multiple,MiniMax-M3,reasoning_elicitation,neutral_a,0.375
least_common_multiple,MiniMax-M3,reasoning_elicitation,neutral_b,0.5
least_common_multiple,deepseek-v4-pro,affect_acknowledgement,ask,0.5
least_common_multiple,deepseek-v4-pro,affect_acknowledgement,canonical,0.625
least_common_multiple,deepseek-v4-pro,affect_acknowledgement,explain,0.5
least_common_multiple,deepseek-v4-pro,affect_acknowledgement,neutral_a,0.75
least_common_multiple,deepseek-v4-pro,affect_acknowledgement,neutral_b,0.75
least_common_multiple,deepseek-v4-pro,answer_reveal,ask,0.0
least_common_multiple,deepseek-v4-pro,answer_reveal,canonical,1.0
least_common_multiple,deepseek-v4-pro,answer_reveal,explain,1.0
least_common_multiple,deepseek-v4-pro,answer_reveal,neutral_a,1.0
least_common_multiple,deepseek-v4-pro,answer_reveal,neutral_b,1.0
least_common_multiple,deepseek-v4-pro,reasoning_elicitation,ask,1.0
least_common_multiple,deepseek-v4-pro,reasoning_elicitation,canonical,0.0
least_common_multiple,deepseek-v4-pro,reasoning_elicitation,explain,0.0
least_common_multiple,deepseek-v4-pro,reasoning_elicitation,neutral_a,0.0
least_common_multiple,deepseek-v4-pro,reasoning_elicitation,neutral_b,0.0
least_common_multiple,doubao-seed-2.0-lite,affect_acknowledgement,ask,0.625
least_common_multiple,doubao-seed-2.0-lite,affect_acknowledgement,canonical,0.75
least_common_multiple,doubao-seed-2.0-lite,affect_acknowledgement,explain,0.375
least_common_multiple,doubao-seed-2.0-lite,affect_acknowledgement,neutral_a,0.75
least_common_multiple,doubao-seed-2.0-lite,affect_acknowledgement,neutral_b,0.625
least_common_multiple,doubao-seed-2.0-lite,answer_reveal,ask,0.0
least_common_multiple,doubao-seed-2.0-lite,answer_reveal,canonical,1.0
least_common_multiple,doubao-seed-2.0-lite,answer_reveal,explain,1.0
least_common_multiple,doubao-seed-2.0-lite,answer_reveal,neutral_a,1.0
least_common_multiple,doubao-seed-2.0-lite,answer_reveal,neutral_b,1.0
least_common_multiple,doubao-seed-2.0-lite,reasoning_elicitation,ask,1.0
least_common_multiple,doubao-seed-2.0-lite,reasoning_elicitation,canonical,0.0
least_common_multiple,doubao-seed-2.0-lite,reasoning_elicitation,explain,0.0
least_common_multiple,doubao-seed-2.0-lite,reasoning_elicitation,neutral_a,0.0
least_common_multiple,doubao-seed-2.0-lite,reasoning_elicitation,neutral_b,0.0
least_common_multiple,glm-5.3,affect_acknowledgement,ask,0.5
least_common_multiple,glm-5.3,affect_acknowledgement,canonical,0.5
least_common_multiple,glm-5.3,affect_acknowledgement,explain,0.5
least_common_multiple,glm-5.3,affect_acknowledgement,neutral_a,0.625
least_common_multiple,glm-5.3,affect_acknowledgement,neutral_b,0.75
least_common_multiple,glm-5.3,answer_reveal,ask,0.0
least_common_multiple,glm-5.3,answer_reveal,canonical,0.375
least_common_multiple,glm-5.3,answer_reveal,explain,1.0
least_common_multiple,glm-5.3,answer_reveal,neutral_a,0.125
least_common_multiple,glm-5.3,answer_reveal,neutral_b,0.125
least_common_multiple,glm-5.3,reasoning_elicitation,ask,1.0
least_common_multiple,glm-5.3,reasoning_elicitation,canonical,1.0
least_common_multiple,glm-5.3,reasoning_elicitation,explain,0.625
least_common_multiple,glm-5.3,reasoning_elicitation,neutral_a,1.0
least_common_multiple,glm-5.3,reasoning_elicitation,neutral_b,1.0
loop_accumulation,MiniMax-M2.7,affect_acknowledgement,canonical,0.125
loop_accumulation,MiniMax-M2.7,answer_reveal,canonical,1.0
loop_accumulation,MiniMax-M2.7,reasoning_elicitation,canonical,0.125
loop_accumulation,MiniMax-M3,affect_acknowledgement,canonical,0.75
loop_accumulation,MiniMax-M3,answer_reveal,canonical,1.0
loop_accumulation,MiniMax-M3,reasoning_elicitation,canonical,0.125
loop_accumulation,deepseek-v4-pro,affect_acknowledgement,canonical,0.75
loop_accumulation,deepseek-v4-pro,answer_reveal,canonical,1.0
loop_accumulation,deepseek-v4-pro,reasoning_elicitation,canonical,0.0
loop_accumulation,doubao-seed-2.0-lite,affect_acknowledgement,canonical,0.5
loop_accumulation,doubao-seed-2.0-lite,answer_reveal,canonical,1.0
loop_accumulation,doubao-seed-2.0-lite,reasoning_elicitation,canonical,0.125
loop_accumulation,glm-5.3,affect_acknowledgement,canonical,0.375
loop_accumulation,glm-5.3,answer_reveal,canonical,0.25
loop_accumulation,glm-5.3,reasoning_elicitation,canonical,0.875
median,MiniMax-M2.7,affect_acknowledgement,canonical,0.625
median,MiniMax-M2.7,answer_reveal,canonical,1.0
median,MiniMax-M2.7,reasoning_elicitation,canonical,0.0
median,MiniMax-M3,affect_acknowledgement,canonical,0.625
median,MiniMax-M3,answer_reveal,canonical,0.875
median,MiniMax-M3,reasoning_elicitation,canonical,0.25
median,deepseek-v4-pro,affect_acknowledgement,canonical,0.75
median,deepseek-v4-pro,answer_reveal,canonical,1.0
median,deepseek-v4-pro,reasoning_elicitation,canonical,0.0
median,doubao-seed-2.0-lite,affect_acknowledgement,canonical,0.625
median,doubao-seed-2.0-lite,answer_reveal,canonical,1.0
median,doubao-seed-2.0-lite,reasoning_elicitation,canonical,0.125
median,glm-5.3,affect_acknowledgement,canonical,0.75
median,glm-5.3,answer_reveal,canonical,0.125
median,glm-5.3,reasoning_elicitation,canonical,0.875
parallel_structure,MiniMax-M2.7,affect_acknowledgement,ask,0.25
parallel_structure,MiniMax-M2.7,affect_acknowledgement,canonical,0.125
parallel_structure,MiniMax-M2.7,affect_acknowledgement,explain,0.125
parallel_structure,MiniMax-M2.7,affect_acknowledgement,neutral_a,0.375
parallel_structure,MiniMax-M2.7,affect_acknowledgement,neutral_b,0.0
parallel_structure,MiniMax-M2.7,answer_reveal,ask,0.125
parallel_structure,MiniMax-M2.7,answer_reveal,canonical,1.0
parallel_structure,MiniMax-M2.7,answer_reveal,explain,1.0
parallel_structure,MiniMax-M2.7,answer_reveal,neutral_a,1.0
parallel_structure,MiniMax-M2.7,answer_reveal,neutral_b,1.0
parallel_structure,MiniMax-M2.7,reasoning_elicitation,ask,1.0
parallel_structure,MiniMax-M2.7,reasoning_elicitation,canonical,0.0
parallel_structure,MiniMax-M2.7,reasoning_elicitation,explain,0.0
parallel_structure,MiniMax-M2.7,reasoning_elicitation,neutral_a,0.0
parallel_structure,MiniMax-M2.7,reasoning_elicitation,neutral_b,0.0
parallel_structure,MiniMax-M3,affect_acknowledgement,ask,0.25
parallel_structure,MiniMax-M3,affect_acknowledgement,canonical,0.5
parallel_structure,MiniMax-M3,affect_acknowledgement,explain,0.75
parallel_structure,MiniMax-M3,affect_acknowledgement,neutral_a,0.75
parallel_structure,MiniMax-M3,affect_acknowledgement,neutral_b,0.75
parallel_structure,MiniMax-M3,answer_reveal,ask,0.0
parallel_structure,MiniMax-M3,answer_reveal,canonical,0.625
parallel_structure,MiniMax-M3,answer_reveal,explain,1.0
parallel_structure,MiniMax-M3,answer_reveal,neutral_a,0.75
parallel_structure,MiniMax-M3,answer_reveal,neutral_b,0.75
parallel_structure,MiniMax-M3,reasoning_elicitation,ask,1.0
parallel_structure,MiniMax-M3,reasoning_elicitation,canonical,0.75
parallel_structure,MiniMax-M3,reasoning_elicitation,explain,0.375
parallel_structure,MiniMax-M3,reasoning_elicitation,neutral_a,0.25
parallel_structure,MiniMax-M3,reasoning_elicitation,neutral_b,0.375
parallel_structure,deepseek-v4-pro,affect_acknowledgement,ask,0.375
