context_id,target_act,target_binary_action,model,ask_executor_question_realized,explain_executor_no_question_realized,single_pass_binary_action,single_pass_target_match,single_pass_response_sha256,ask_executor_response_sha256,explain_executor_response_sha256,selector_ask_first_selected_action,selector_ask_first_valid,selector_ask_first_target_match,selector_ask_first_composed_action,selector_ask_first_composed_target_match,selector_ask_first_response_sha256,selector_ask_first_composed_response_sha256,selector_explain_first_selected_action,selector_explain_first_valid,selector_explain_first_target_match,selector_explain_first_composed_action,selector_explain_first_composed_target_match,selector_explain_first_response_sha256,selector_explain_first_composed_response_sha256
scaffolding-216,telling,EXPLAIN,MiniMax-M2.7,1,1,ASK,0,3fed32f0032e2e117a05fcb3eb1f95dfc2ab00e0fd90fe1fc990e84c9799d490,be7480d80f4dec869b322eb57e75e90f9e80fbb8e2ce53cc78961463a5ffdcee,5ab1da927b1502a31a243995e6087165eded733617355f85b6658db82b246f61,ASK,1,0,ASK,0,6d6125cc4538aaec9dbef490ab1091a6cb4af5348f96a5cb0bfeeeda6edfebbe,be7480d80f4dec869b322eb57e75e90f9e80fbb8e2ce53cc78961463a5ffdcee,INVALID,0,0,INVALID,0,6230979a01aedbdee38532a1e20c79b9f67df2845857b5445aa35445d2ab3064,
scaffolding-216,telling,EXPLAIN,glm-5.2,1,1,ASK,0,acca7e1d7f9ae3906f7e5de45fae39d7e06cf44e31afe6b2c87d1733c20d1c0d,1e1bd44993ce795c7ac36787e15dab4237d29d741ef7e32204f8b657c2957d7a,ef2e8a54734d298c689d620d6f33ea2be6fe765500888c1d2621dbc070642be3,ASK,1,0,ASK,0,6d6125cc4538aaec9dbef490ab1091a6cb4af5348f96a5cb0bfeeeda6edfebbe,1e1bd44993ce795c7ac36787e15dab4237d29d741ef7e32204f8b657c2957d7a,ASK,1,0,ASK,0,6d6125cc4538aaec9dbef490ab1091a6cb4af5348f96a5cb0bfeeeda6edfebbe,1e1bd44993ce795c7ac36787e15dab4237d29d741ef7e32204f8b657c2957d7a
scaffolding-216,telling,EXPLAIN,deepseek-v4-pro,1,1,ASK,0,4f568a5724f7c27dd0c218bcb7311e401a5ab0bf9d7215b6e1af7be4932e1589,1aa31beb1edd2fd714469881b483555fef7f34e81cec162333fd51021cbe0b73,936c8d2c4dc9ce41046598f0639243e1164892e4f71da2b08838c5a4c1e41d65,ASK,1,0,ASK,0,6d6125cc4538aaec9dbef490ab1091a6cb4af5348f96a5cb0bfeeeda6edfebbe,1aa31beb1edd2fd714469881b483555fef7f34e81cec162333fd51021cbe0b73,ASK,1,0,ASK,0,6d6125cc4538aaec9dbef490ab1091a6cb4af5348f96a5cb0bfeeeda6edfebbe,1aa31beb1edd2fd714469881b483555fef7f34e81cec162333fd51021cbe0b73
scaffolding-216,telling,EXPLAIN,doubao-seed-2.0-lite,1,1,ASK,0,bd39c36f092395ee6612da2e1c9fa5c7949e72c3af4ea3643fcd6935c721b1ec,9f6a2e303c1cb3a06640940034f05c61779dcf793b6d4be7616f79f0d2452a17,e7f333809838d32c0d9e433794b6cb5d5a2bd1ed6a02be615fcbb160be03b700,ASK,1,0,ASK,0,6d6125cc4538aaec9dbef490ab1091a6cb4af5348f96a5cb0bfeeeda6edfebbe,9f6a2e303c1cb3a06640940034f05c61779dcf793b6d4be7616f79f0d2452a17,ASK,1,0,ASK,0,6d6125cc4538aaec9dbef490ab1091a6cb4af5348f96a5cb0bfeeeda6edfebbe,9f6a2e303c1cb3a06640940034f05c61779dcf793b6d4be7616f79f0d2452a17
scaffolding-232,probing,ASK,MiniMax-M3,1,1,ASK,1,be4f88e01debdaeaf82914465b28f581b6c4b72bfca69659798e47f3c66a0c15,4d3fb64a6fbc0f4bff82026f72ae317e87006924904c7fc5bf483d4a89da6c2f,a6c6a07819bec92cc1f249bdc19223101ff9d2ca058a0e95fb4d1f3be7a914b2,EXPLAIN,1,0,EXPLAIN,0,a42f134d4d2368c38044ed4cc1c8c1f2bf2affd7d4c5bf490f6be947b06024e7,a6c6a07819bec92cc1f249bdc19223101ff9d2ca058a0e95fb4d1f3be7a914b2,ASK,1,1,ASK,1,6d6125cc4538aaec9dbef490ab1091a6cb4af5348f96a5cb0bfeeeda6edfebbe,4d3fb64a6fbc0f4bff82026f72ae317e87006924904c7fc5bf483d4a89da6c2f
scaffolding-232,probing,ASK,MiniMax-M2.7,1,1,ASK,1,792eb8b0d41088532215a0dbea64ce2817ce5dd9ff7948cf333d10bef0157c58,6f805c0c11554fbc2d3a6787a03ed65d4ddee059018e68ff3d34de6d6b424fe6,4297387d51ef46932f72258515139292cace2a818d4563f6a1862911ac6b3db0,INVALID,0,0,INVALID,0,ba2b81d2520f3f3c0b89078f5f7ecde82d4b84deede040e406f94083ba50edeb,,ASK,1,1,ASK,1,6d6125cc4538aaec9dbef490ab1091a6cb4af5348f96a5cb0bfeeeda6edfebbe,6f805c0c11554fbc2d3a6787a03ed65d4ddee059018e68ff3d34de6d6b424fe6
scaffolding-232,probing,ASK,glm-5.2,1,1,ASK,1,d38c778d1893290a2c0678c8a53c6a3525c08f50774b6076afb51ede2ea886f7,8500f0c9f333ebb04d0ef1b2936cf4c0a9b718137f5938002685ba09c61e7e0b,88f8111d79c4c1341ef9a6329c2ec3f97bf7ff5ebf2221fd4403ca16d2086062,EXPLAIN,1,0,EXPLAIN,0,a42f134d4d2368c38044ed4cc1c8c1f2bf2affd7d4c5bf490f6be947b06024e7,88f8111d79c4c1341ef9a6329c2ec3f97bf7ff5ebf2221fd4403ca16d2086062,EXPLAIN,1,0,EXPLAIN,0,a42f134d4d2368c38044ed4cc1c8c1f2bf2affd7d4c5bf490f6be947b06024e7,88f8111d79c4c1341ef9a6329c2ec3f97bf7ff5ebf2221fd4403ca16d2086062
scaffolding-232,probing,ASK,deepseek-v4-pro,1,1,ASK,1,d2ce68d74676e919548b331d7abf85a57494b340908beb38108f3db6813422c6,75d18df472f17a8497730351a808e3ac8b2489f22711fd79f51d426d578de2e2,9794b9e65297161c37487d7c0d0b1f07a50fc186ccb3281edf500b282452f29c,ASK,1,1,ASK,1,6d6125cc4538aaec9dbef490ab1091a6cb4af5348f96a5cb0bfeeeda6edfebbe,75d18df472f17a8497730351a808e3ac8b2489f22711fd79f51d426d578de2e2,ASK,1,1,ASK,1,6d6125cc4538aaec9dbef490ab1091a6cb4af5348f96a5cb0bfeeeda6edfebbe,75d18df472f17a8497730351a808e3ac8b2489f22711fd79f51d426d578de2e2
scaffolding-232,probing,ASK,doubao-seed-2.0-lite,1,1,ASK,1,97450709ebca784b90834483ae34cd28b159c47cef64899c4be38c994769a248,4421b49905c46d0d8ff041a2c8fd0aeef923f31e400584c204571f99bddd381d,22a1aa20885af08d94223b2f3234d0829db5ee2ae2c42bc5aaeec939a7cc9d91,ASK,1,1,ASK,1,6d6125cc4538aaec9dbef490ab1091a6cb4af5348f96a5cb0bfeeeda6edfebbe,4421b49905c46d0d8ff041a2c8fd0aeef923f31e400584c204571f99bddd381d,EXPLAIN,1,0,EXPLAIN,0,a42f134d4d2368c38044ed4cc1c8c1f2bf2affd7d4c5bf490f6be947b06024e7,22a1aa20885af08d94223b2f3234d0829db5ee2ae2c42bc5aaeec939a7cc9d91
scaffolding-240,probing,ASK,MiniMax-M3,1,1,EXPLAIN,0,389d5d164069c7cdf2b3e3e05f7b31b9c26181801f7729b5e6ed20db9ea126d6,2858d6504525b8da18934dd14f0aa2635afd912c8cba9e25ee2821802e2216c8,586354e04b49084434fdd39fd6bf822e00a6342aab10d0877cd14727ee302e83,EXPLAIN,1,0,EXPLAIN,0,a42f134d4d2368c38044ed4cc1c8c1f2bf2affd7d4c5bf490f6be947b06024e7,586354e04b49084434fdd39fd6bf822e00a6342aab10d0877cd14727ee302e83,ASK,1,1,ASK,1,6d6125cc4538aaec9dbef490ab1091a6cb4af5348f96a5cb0bfeeeda6edfebbe,2858d6504525b8da18934dd14f0aa2635afd912c8cba9e25ee2821802e2216c8
scaffolding-240,probing,ASK,MiniMax-M2.7,1,1,ASK,1,8aafb9a10476a0dc7c8c27b7e167f1e3be34ad5e0ae48e3813967190ad017721,052d3fed785191a3ba7d8e5be2b3872dbb067fde615b7a93cc4f2874781db32c,95bb7a13084c70bb677be37558ec3b3729e2977dc44b62d0205f0166797d776b,INVALID,0,0,INVALID,0,876ffd55dc385699df4c4dd4546bbc55580fd7eaca6fec8edc4e5d65e50f7a04,,ASK,1,1,ASK,1,6d6125cc4538aaec9dbef490ab1091a6cb4af5348f96a5cb0bfeeeda6edfebbe,052d3fed785191a3ba7d8e5be2b3872dbb067fde615b7a93cc4f2874781db32c
scaffolding-240,probing,ASK,glm-5.2,1,1,EXPLAIN,0,6f5423d2910392a67ba1496918b026142876b5e174abab9257548d5f9415a80b,b8f26e5b33a83bcc61f513695ac51cd60dc08c0b9a8bc0f94d6df3ec9c0784bd,f2ba448c9cbfdfd809c007a59bb6d1e3dd69a4e36477a0a3e54cfb55c3f69baf,ASK,1,1,ASK,1,6d6125cc4538aaec9dbef490ab1091a6cb4af5348f96a5cb0bfeeeda6edfebbe,b8f26e5b33a83bcc61f513695ac51cd60dc08c0b9a8bc0f94d6df3ec9c0784bd,ASK,1,1,ASK,1,6d6125cc4538aaec9dbef490ab1091a6cb4af5348f96a5cb0bfeeeda6edfebbe,b8f26e5b33a83bcc61f513695ac51cd60dc08c0b9a8bc0f94d6df3ec9c0784bd
scaffolding-240,probing,ASK,deepseek-v4-pro,1,1,ASK,1,b0c211e1e9b98201d64ca486a2146feae2f3fc8d00ba282d57b4cf4e22dfe694,bca56450a1c62ab4f33edc711c631253719a83dbb2171fa5aa371a20c1c809c4,cd97119bbd54e0ec4b0b4bcbca98d707b552ac38e9588eeeb7aad1fbc5f3da2d,ASK,1,1,ASK,1,6d6125cc4538aaec9dbef490ab1091a6cb4af5348f96a5cb0bfeeeda6edfebbe,bca56450a1c62ab4f33edc711c631253719a83dbb2171fa5aa371a20c1c809c4,ASK,1,1,ASK,1,6d6125cc4538aaec9dbef490ab1091a6cb4af5348f96a5cb0bfeeeda6edfebbe,bca56450a1c62ab4f33edc711c631253719a83dbb2171fa5aa371a20c1c809c4
scaffolding-240,probing,ASK,doubao-seed-2.0-lite,1,1,ASK,1,2b4057f1ba9d8863c75c1e44eb82a8fd0028a00c3fa365cbe146ae5ae23fcb81,bb4af7d80d8c03ec89c1435a7128591db8defcfa0fea5f65df55644915075768,aa2d3445356035886d02613851f7a0c9a3e2507c141d823a4715456b64cbb13f,ASK,1,1,ASK,1,6d6125cc4538aaec9dbef490ab1091a6cb4af5348f96a5cb0bfeeeda6edfebbe,bb4af7d80d8c03ec89c1435a7128591db8defcfa0fea5f65df55644915075768,ASK,1,1,ASK,1,6d6125cc4538aaec9dbef490ab1091a6cb4af5348f96a5cb0bfeeeda6edfebbe,bb4af7d80d8c03ec89c1435a7128591db8defcfa0fea5f65df55644915075768
scaffolding-251,probing,ASK,MiniMax-M3,1,1,EXPLAIN,0,9fb8203c072ecfcd934a6c689023d30c3ad28ebbd220c0ab33cefc82c5506ce3,ca37acc07fc10653f0859ed95f78283bccc0de5b5e0f42031030aa320ba2eac8,5d3b09e33753e843a45fa85de2b160730bfbb6b4766d06915243f14c4197b485,EXPLAIN,1,0,EXPLAIN,0,a42f134d4d2368c38044ed4cc1c8c1f2bf2affd7d4c5bf490f6be947b06024e7,5d3b09e33753e843a45fa85de2b160730bfbb6b4766d06915243f14c4197b485,ASK,1,1,ASK,1,6d6125cc4538aaec9dbef490ab1091a6cb4af5348f96a5cb0bfeeeda6edfebbe,ca37acc07fc10653f0859ed95f78283bccc0de5b5e0f42031030aa320ba2eac8
scaffolding-251,probing,ASK,MiniMax-M2.7,1,1,EXPLAIN,0,ebd0af9c3e2040f421226be6584789a0cae587733a9c99c39b78e39d1ad4728d,d38930421ca43aa7a7d174a76a9bf1a8b969b571bf4c7a83df75c835903d99a4,c6590b57bc8067397c1ef1205b6926544cd3b2359628b119d94586e80e20a534,EXPLAIN,1,0,EXPLAIN,0,a42f134d4d2368c38044ed4cc1c8c1f2bf2affd7d4c5bf490f6be947b06024e7,c6590b57bc8067397c1ef1205b6926544cd3b2359628b119d94586e80e20a534,INVALID,0,0,INVALID,0,913dba6e275a4f44114a0f99a2c81ded153463ce26142d65b71218c8a14164db,
scaffolding-251,probing,ASK,glm-5.2,1,1,ASK,1,51b8aa00de7181a56ba45ad660f81f4dbe4fa2cd46831d96fd4daa4770bc19be,3e2e575b82073baf2f399ea41b6e2940731129f5ff244187b3d10a488e28e820,fa2ff192dad7f45ecaa5526c0d93f9f2da200ba7bfd2d12cb74e7227477de745,ASK,1,1,ASK,1,6d6125cc4538aaec9dbef490ab1091a6cb4af5348f96a5cb0bfeeeda6edfebbe,3e2e575b82073baf2f399ea41b6e2940731129f5ff244187b3d10a488e28e820,ASK,1,1,ASK,1,6d6125cc4538aaec9dbef490ab1091a6cb4af5348f96a5cb0bfeeeda6edfebbe,3e2e575b82073baf2f399ea41b6e2940731129f5ff244187b3d10a488e28e820
scaffolding-251,probing,ASK,deepseek-v4-pro,1,1,ASK,1,333e02dc7f1e9d2023227d8fbbf3cc22f7e9b24efd1ce3d06e75868990c9936d,620b0082d47583f68d5ca19dd56b774080672c64f75bdd2ee32d58b5a8885778,1debe973764b549d804bf5b9208d9a2dae0ba94b48f99b81dddeb19fcf34e3bd,ASK,1,1,ASK,1,6d6125cc4538aaec9dbef490ab1091a6cb4af5348f96a5cb0bfeeeda6edfebbe,620b0082d47583f68d5ca19dd56b774080672c64f75bdd2ee32d58b5a8885778,ASK,1,1,ASK,1,6d6125cc4538aaec9dbef490ab1091a6cb4af5348f96a5cb0bfeeeda6edfebbe,620b0082d47583f68d5ca19dd56b774080672c64f75bdd2ee32d58b5a8885778
scaffolding-251,probing,ASK,doubao-seed-2.0-lite,1,1,ASK,1,b935d0e3a9979cffbb4eb70a8539bff2e5a30de822930598fd41fe16a0cfb237,9b0ad899f33fff386611ea57ada8ba0e9fc7388f77104426ea60b0f4e953fbf8,3416b7d36f53cda07f12ecb0eaf9b1e42d05d391963717e5b61688546b9b19c1,ASK,1,1,ASK,1,6d6125cc4538aaec9dbef490ab1091a6cb4af5348f96a5cb0bfeeeda6edfebbe,9b0ad899f33fff386611ea57ada8ba0e9fc7388f77104426ea60b0f4e953fbf8,ASK,1,1,ASK,1,6d6125cc4538aaec9dbef490ab1091a6cb4af5348f96a5cb0bfeeeda6edfebbe,9b0ad899f33fff386611ea57ada8ba0e9fc7388f77104426ea60b0f4e953fbf8
scaffolding-266,probing,ASK,MiniMax-M3,1,1,EXPLAIN,0,bc231147156cdc47083e17bf0b06dab27a0935f707ce338dff31f6b2c40aea82,a0a2e97b9123f6ea7b9f895785f6e9cec7511a9e014c9b3ebe21e01057e151f3,2160843e80a3b502e9ef55c17b396d610a38de001e10cb76b3367a4be394525f,ASK,1,1,ASK,1,6d6125cc4538aaec9dbef490ab1091a6cb4af5348f96a5cb0bfeeeda6edfebbe,a0a2e97b9123f6ea7b9f895785f6e9cec7511a9e014c9b3ebe21e01057e151f3,ASK,1,1,ASK,1,6d6125cc4538aaec9dbef490ab1091a6cb4af5348f96a5cb0bfeeeda6edfebbe,a0a2e97b9123f6ea7b9f895785f6e9cec7511a9e014c9b3ebe21e01057e151f3
scaffolding-266,probing,ASK,MiniMax-M2.7,1,1,ASK,1,e66b9f02bcdea1c3b5db044aa545965aa61821e3bcaf3c5d18ff8b0f4f021a1f,ebe58058c0f931b405b904362cbc9b58a02cac0bfcd9d607aa92341a090a199f,a930db2fe964e7f7c9a676d353e2a71511c14a3a7b05dea5f8b3322525a4ca2d,EXPLAIN,1,0,EXPLAIN,0,a42f134d4d2368c38044ed4cc1c8c1f2bf2affd7d4c5bf490f6be947b06024e7,a930db2fe964e7f7c9a676d353e2a71511c14a3a7b05dea5f8b3322525a4ca2d,ASK,1,1,ASK,1,6d6125cc4538aaec9dbef490ab1091a6cb4af5348f96a5cb0bfeeeda6edfebbe,ebe58058c0f931b405b904362cbc9b58a02cac0bfcd9d607aa92341a090a199f
scaffolding-266,probing,ASK,glm-5.2,1,1,EXPLAIN,0,0f206696c1733c7c9b5c51c64032932c8ccb628354c56205b1ffdcfad411dc50,62b98ea34e11e238346d4686013919584bfa1b97b26c7596c2477e03c0bcdece,3b62133674c2a90952c264a2ebf832ebe51330770c93095e5f50c7b244a1a984,ASK,1,1,ASK,1,6d6125cc4538aaec9dbef490ab1091a6cb4af5348f96a5cb0bfeeeda6edfebbe,62b98ea34e11e238346d4686013919584bfa1b97b26c7596c2477e03c0bcdece,ASK,1,1,ASK,1,6d6125cc4538aaec9dbef490ab1091a6cb4af5348f96a5cb0bfeeeda6edfebbe,62b98ea34e11e238346d4686013919584bfa1b97b26c7596c2477e03c0bcdece
scaffolding-266,probing,ASK,deepseek-v4-pro,1,1,ASK,1,b9145c20102d139de1ec44df592dbd5f07de964a119a6be0ba3eef346cfae769,4154cb5870103d491971340ce0430bd9da8df2db8e98d944c00b315efd82a680,01fa0530a776342887806d37f38304de5222f332eab183de73a74fd896766f79,ASK,1,1,ASK,1,6d6125cc4538aaec9dbef490ab1091a6cb4af5348f96a5cb0bfeeeda6edfebbe,4154cb5870103d491971340ce0430bd9da8df2db8e98d944c00b315efd82a680,ASK,1,1,ASK,1,6d6125cc4538aaec9dbef490ab1091a6cb4af5348f96a5cb0bfeeeda6edfebbe,4154cb5870103d491971340ce0430bd9da8df2db8e98d944c00b315efd82a680
scaffolding-266,probing,ASK,doubao-seed-2.0-lite,1,1,ASK,1,663b953371fd18d90e18017ef374fa674a5adb1924f6fb8b585bef409e14962d,976a82839611a623ca326b762e6f0cd0b1305656a7fd502875b8b8d649958751,20f2635be33f516b0c6ffd9ce7d0696c26d9a75158cfb05852c7aaa83ad6606c,EXPLAIN,1,0,EXPLAIN,0,a42f134d4d2368c38044ed4cc1c8c1f2bf2affd7d4c5bf490f6be947b06024e7,20f2635be33f516b0c6ffd9ce7d0696c26d9a75158cfb05852c7aaa83ad6606c,ASK,1,1,ASK,1,6d6125cc4538aaec9dbef490ab1091a6cb4af5348f96a5cb0bfeeeda6edfebbe,976a82839611a623ca326b762e6f0cd0b1305656a7fd502875b8b8d649958751
scaffolding-268,probing,ASK,MiniMax-M3,1,1,EXPLAIN,0,2e97736d217e4feed21788705bba047fc3141ab8bfbe0f3820cc29f3dbaa5a83,70634d2717871c7efce84f3a07f50051d5c7fcda36cac685462c4be19db58c94,7c144d063dbff4273020aaf9da0b0a52bb3cd3bb92b710b62986f02964f7f34d,EXPLAIN,1,0,EXPLAIN,0,a42f134d4d2368c38044ed4cc1c8c1f2bf2affd7d4c5bf490f6be947b06024e7,7c144d063dbff4273020aaf9da0b0a52bb3cd3bb92b710b62986f02964f7f34d,EXPLAIN,1,0,EXPLAIN,0,a42f134d4d2368c38044ed4cc1c8c1f2bf2affd7d4c5bf490f6be947b06024e7,7c144d063dbff4273020aaf9da0b0a52bb3cd3bb92b710b62986f02964f7f34d
scaffolding-268,probing,ASK,MiniMax-M2.7,1,1,EXPLAIN,0,964e148680aabd8bdc3027a08dfc330fc5536713f45db0943545645924418c34,d1558d9dbf19f866c3ae8bb954ec108fdea6b7e5aa5a50c96731ee9a607d859e,841c0dd77957806936b5cc9b2cd4f2bed1325c05d9c7ae1c9a9b226150d7a005,INVALID,0,0,INVALID,0,9bdbc6272beb6d3ed28825f3ae3da214ec82ac6a39c3e7323f90506db5346974,,EXPLAIN,1,0,EXPLAIN,0,a42f134d4d2368c38044ed4cc1c8c1f2bf2affd7d4c5bf490f6be947b06024e7,841c0dd77957806936b5cc9b2cd4f2bed1325c05d9c7ae1c9a9b226150d7a005
scaffolding-268,probing,ASK,glm-5.2,1,1,ASK,1,29f9743b21d4691496dc4f16ed64948a1715817ee467b90247ab0dd79590b570,0585fe8769afba82a3cb057996512dacb4b90142440f3e88ea4c5e4556bad56b,c85e14f70f75790d6c679f4de86637e4d5b64354289b55092ac934061659c7db,ASK,1,1,ASK,1,6d6125cc4538aaec9dbef490ab1091a6cb4af5348f96a5cb0bfeeeda6edfebbe,0585fe8769afba82a3cb057996512dacb4b90142440f3e88ea4c5e4556bad56b,ASK,1,1,ASK,1,6d6125cc4538aaec9dbef490ab1091a6cb4af5348f96a5cb0bfeeeda6edfebbe,0585fe8769afba82a3cb057996512dacb4b90142440f3e88ea4c5e4556bad56b
scaffolding-268,probing,ASK,deepseek-v4-pro,1,1,ASK,1,570f0f92754d92e8cce76549a5e86829c03ac753b130499c6a127013e4f967d2,55fac7e097754052b01277a3331c7c1de9b951a9ef25faab3fda78cc13445df8,4ee076feac079d9ddfa4ee17b73a5c22d95522a7e2df682765abdafbb83bf2a4,ASK,1,1,ASK,1,6d6125cc4538aaec9dbef490ab1091a6cb4af5348f96a5cb0bfeeeda6edfebbe,55fac7e097754052b01277a3331c7c1de9b951a9ef25faab3fda78cc13445df8,ASK,1,1,ASK,1,6d6125cc4538aaec9dbef490ab1091a6cb4af5348f96a5cb0bfeeeda6edfebbe,55fac7e097754052b01277a3331c7c1de9b951a9ef25faab3fda78cc13445df8
scaffolding-268,probing,ASK,doubao-seed-2.0-lite,1,1,ASK,1,39c15550c80d49a61d09baf0bf56a360a668dc125636538819362542e2f7f063,3c85058566d973d19469ed498517910b7c66d3ded39682c6c7f8af67e5e31a8c,85160d8aa147921c476343a119ec3872087fa8f8d1c2524d0f33fa5d547e7d69,ASK,1,1,ASK,1,6d6125cc4538aaec9dbef490ab1091a6cb4af5348f96a5cb0bfeeeda6edfebbe,3c85058566d973d19469ed498517910b7c66d3ded39682c6c7f8af67e5e31a8c,ASK,1,1,ASK,1,6d6125cc4538aaec9dbef490ab1091a6cb4af5348f96a5cb0bfeeeda6edfebbe,3c85058566d973d19469ed498517910b7c66d3ded39682c6c7f8af67e5e31a8c
scaffolding-307,probing,ASK,MiniMax-M3,1,1,EXPLAIN,0,ed0b58fe73d29803d18d83990b704d8f9d2c2c3f7279380eb0d48b47fff37f5b,1c216f7afa6d282765448cee79eb75fdb4ad278618c2a9329c4f86d912372526,77191961b63111aa8eb80affafe48271137f259a794912c02cd2ac994ce22502,EXPLAIN,1,0,EXPLAIN,0,a42f134d4d2368c38044ed4cc1c8c1f2bf2affd7d4c5bf490f6be947b06024e7,77191961b63111aa8eb80affafe48271137f259a794912c02cd2ac994ce22502,EXPLAIN,1,0,EXPLAIN,0,a42f134d4d2368c38044ed4cc1c8c1f2bf2affd7d4c5bf490f6be947b06024e7,77191961b63111aa8eb80affafe48271137f259a794912c02cd2ac994ce22502
scaffolding-307,probing,ASK,MiniMax-M2.7,1,1,EXPLAIN,0,566ac2160c213d827dda70172a52c155a167bab57b8b7c3a687b0d51b3975fc0,621030c4ce4868bdebc77ef4582b78dbb844e0069256b2ea96631ade65424769,6af9d09b96e784be4482e38b95bb075422e0bc817b76778fbca7ea782e5e9b79,EXPLAIN,1,0,EXPLAIN,0,a42f134d4d2368c38044ed4cc1c8c1f2bf2affd7d4c5bf490f6be947b06024e7,6af9d09b96e784be4482e38b95bb075422e0bc817b76778fbca7ea782e5e9b79,INVALID,0,0,INVALID,0,05f782224e77aa2c4db489550d5fb030eb642f1e4f4c2391f0360f6c68355a64,
scaffolding-307,probing,ASK,glm-5.2,1,1,EXPLAIN,0,36b02acc18f0be9a469b58e5d92a5eafab2c8ba594b0665d6fd7bf1ca0aa8d0d,caec17f80a476f41784b68e24f64ac98024a75cdb1407d5f58049ec231824b38,652dc6c6698421b8cc10eecf59b647e9436ce9d3bffe9157e02ceeaa4afcff95,ASK,1,1,ASK,1,6d6125cc4538aaec9dbef490ab1091a6cb4af5348f96a5cb0bfeeeda6edfebbe,caec17f80a476f41784b68e24f64ac98024a75cdb1407d5f58049ec231824b38,EXPLAIN,1,0,EXPLAIN,0,a42f134d4d2368c38044ed4cc1c8c1f2bf2affd7d4c5bf490f6be947b06024e7,652dc6c6698421b8cc10eecf59b647e9436ce9d3bffe9157e02ceeaa4afcff95
scaffolding-307,probing,ASK,deepseek-v4-pro,1,1,ASK,1,111dbe99b1ee1091a759ff46e799e8b0b7b34542bbb23b1e6dcb8aabf15bddc6,e876071d09b033048c6cd2c376887441ae02368e5bc18e978f60b65777c466fd,0dcb5e8f13f66dbd5fe751b10b2d908bce6f234aeb7d7446737f85b7b033d153,ASK,1,1,ASK,1,6d6125cc4538aaec9dbef490ab1091a6cb4af5348f96a5cb0bfeeeda6edfebbe,e876071d09b033048c6cd2c376887441ae02368e5bc18e978f60b65777c466fd,ASK,1,1,ASK,1,6d6125cc4538aaec9dbef490ab1091a6cb4af5348f96a5cb0bfeeeda6edfebbe,e876071d09b033048c6cd2c376887441ae02368e5bc18e978f60b65777c466fd
scaffolding-307,probing,ASK,doubao-seed-2.0-lite,1,1,ASK,1,cfcc6243ed5c3c95e81eef942895e5e1dd1ddb6326cffe03bbaf3aa906ba8479,da7847937ba0784110b745697b4b38a39d27dd7abae5871fc5864e8298824f0c,49e2fb6166d7098dc0b862625abe0bca6df6f2ecb43ef0cf8e31c716f421b6b1,ASK,1,1,ASK,1,6d6125cc4538aaec9dbef490ab1091a6cb4af5348f96a5cb0bfeeeda6edfebbe,da7847937ba0784110b745697b4b38a39d27dd7abae5871fc5864e8298824f0c,ASK,1,1,ASK,1,6d6125cc4538aaec9dbef490ab1091a6cb4af5348f96a5cb0bfeeeda6edfebbe,da7847937ba0784110b745697b4b38a39d27dd7abae5871fc5864e8298824f0c
scaffolding-309,probing,ASK,MiniMax-M3,1,1,EXPLAIN,0,3935f97d8e5e94e814728f6eaa43f55bea3b8e10f57c08a146f8528e3c55f9b0,87d8f1bb3841021951af32843e1c2ff83332c745651a77380e08651a93fb4bef,995ce2e03b73b44c0ad60b1b33cbba89a9407e616654fb71dc4d8c5df59785b7,EXPLAIN,1,0,EXPLAIN,0,a42f134d4d2368c38044ed4cc1c8c1f2bf2affd7d4c5bf490f6be947b06024e7,995ce2e03b73b44c0ad60b1b33cbba89a9407e616654fb71dc4d8c5df59785b7,EXPLAIN,1,0,EXPLAIN,0,a42f134d4d2368c38044ed4cc1c8c1f2bf2affd7d4c5bf490f6be947b06024e7,995ce2e03b73b44c0ad60b1b33cbba89a9407e616654fb71dc4d8c5df59785b7
scaffolding-309,probing,ASK,MiniMax-M2.7,1,1,ASK,1,5edd7b2e7f931d0e52ea337434af8e62e4788081cbc14deac0f218181ccc4d1b,d727830d345528d76412db6b566bf12e7d63e48b27c12620c77c07272dbd2337,41f5c7e262c1658dd6f09b683b0c4f640d6db9d781604a22292640542c2b77d0,EXPLAIN,1,0,EXPLAIN,0,a42f134d4d2368c38044ed4cc1c8c1f2bf2affd7d4c5bf490f6be947b06024e7,41f5c7e262c1658dd6f09b683b0c4f640d6db9d781604a22292640542c2b77d0,EXPLAIN,1,0,EXPLAIN,0,a42f134d4d2368c38044ed4cc1c8c1f2bf2affd7d4c5bf490f6be947b06024e7,41f5c7e262c1658dd6f09b683b0c4f640d6db9d781604a22292640542c2b77d0
scaffolding-309,probing,ASK,glm-5.2,1,1,ASK,1,135da4a489d261f3b4f611d430022f993f70485d1a7c9201dc79cfa91d6b60ed,84bf732191f5bcb8597f95dd72812f7f2d4aca78da166bac069050c8e8bac651,e61f21dfc69d1e452bc579af49708f965a497e4dcd0caf159052a368faf64704,ASK,1,1,ASK,1,6d6125cc4538aaec9dbef490ab1091a6cb4af5348f96a5cb0bfeeeda6edfebbe,84bf732191f5bcb8597f95dd72812f7f2d4aca78da166bac069050c8e8bac651,ASK,1,1,ASK,1,6d6125cc4538aaec9dbef490ab1091a6cb4af5348f96a5cb0bfeeeda6edfebbe,84bf732191f5bcb8597f95dd72812f7f2d4aca78da166bac069050c8e8bac651
